Nelder-Mead,time
[3.14159265 6.28318531],0.014009714126586914
[0.         6.28318531],0.005547046661376953
[1.58951633 6.28318531],0.0180206298828125
[1.48923308 6.11517484],0.04566383361816406
[1.57256563 6.28318531],0.02795863151550293
[1.84974798 6.28318531],0.04226279258728027
[0.95646485 5.95597385],0.0922844409942627
[1.86787734 6.28318531],0.02803182601928711
[3.14159265 6.28318531],0.009490966796875
[0.         6.28318531],0.0045316219329833984
