dual_annealing,time,matrix,degree
[3.14159265 3.47647005],0.21941542625427246,"[[3.74939946e-33-2.98435922e-50j 1.39086785e-33+6.12323400e-17j]
 [1.39086785e-33-6.12323400e-17j 1.00000000e+00-7.17658080e-18j]]",(0.16904762862286923-5.074608949669024e-18j)
[0.246108   0.74971053],0.37686967849731445,"[[ 9.84933989e-01+2.11483528e-17j -1.37010333e-19+1.21815542e-01j]
 [-1.37010333e-19-1.21815542e-01j  1.50660109e-02+1.45526786e-19j]]",(0.08297009402101166-0.032701932447391405j)
[0.         5.17063454],0.20645642280578613,"[[1.-1.77072407e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.20922082596744215-1.2520909965987972e-17j)
[1.03889083 3.22250205],0.19945549964904785,"[[7.53588251e-01-7.99913142e-19j 5.22480489e-19+4.30921105e-01j]
 [5.22480489e-19-4.30921105e-01j 2.46411749e-01-5.91251227e-19j]]",(0.028211546618690995+0.7743692788486979j)
[0.97147879 2.09845932],0.17553424835205078,"[[7.8203954e-01-1.81935780e-17j 2.6771173e-17+4.12860386e-01j]
 [2.6771173e-17-4.12860386e-01j 2.1796046e-01-2.96022422e-19j]]",(0.30642948726672375-0.5885651138488329j)
[2.17500845 1.08344668],0.2376692295074463,"[[ 2.15943067e-01+3.07400904e-18j -2.70108781e-17+4.11474980e-01j]
 [-2.70108781e-17-4.11474980e-01j  7.84056933e-01-2.70052798e-17j]]",(0.3154808971341833-0.2434800875443006j)
[3.14159265 1.16051786],0.21645092964172363,"[[ 3.74939946e-33+1.81988785e-50j -2.29710859e-33+6.12323400e-17j]
 [-2.29710859e-33-6.12323400e-17j  1.00000000e+00+2.40554186e-17j]]",(0.06966434715750804+1.7009749624926438e-17j)
[3.21809387e-07 5.27420880e+00],0.14490079879760742,"[[1.00000000e+00+4.70254682e-18j 1.30538638e-24+1.60904694e-07j]
 [1.30538638e-24-1.60904694e-07j 2.58903204e-14-6.36173839e-31j]]",(0.5583480717814454+3.325202744061152e-18j)
[3.1415914  5.23587726],0.18417835235595703,"[[3.91577101e-13+4.61661280e-30j 1.11711577e-23+6.25761218e-07j]
 [1.11711577e-23-6.25761218e-07j 1.00000000e+00-2.83873972e-18j]]",(0.15087373217650948-2.0072921087153963e-18j)
[1.1089679  5.62411355],0.1717824935913086,"[[ 7.22792867e-01+8.28706592e-19j -1.49151705e-17+4.47619636e-01j]
 [-1.49151705e-17-4.47619636e-01j  2.77207133e-01-5.41908148e-19j]]",(0.21276231698751397+0.17674367416263673j)
[2.20251442 3.37877361],0.16732215881347656,"[[ 2.04733923e-01-9.98057842e-19j -2.19594210e-18+4.03507055e-01j]
 [-2.19594210e-18-4.03507055e-01j  7.95266077e-01-5.55370632e-18j]]",(0.08322213556202283+0.7451771999873323j)
[1.02999965 0.70079602],0.19646191596984863,"[[ 7.57409571e-01+1.36395160e-17j -2.93967798e-17+4.28649406e-01j]
 [-2.93967798e-17-4.28649406e-01j  2.42590429e-01+4.57029809e-18j]]",(0.2317199839326691-0.15726776354408392j)
[1.77636759 1.48590399],0.1300969123840332,"[[3.97936788e-01-8.56251264e-18j 4.03777117e-18+4.89472268e-01j]
 [4.03777117e-18-4.89472268e-01j 6.02063212e-01+2.56965769e-17j]]",(0.19402202179749614-0.4661861885109846j)
[0.         2.28374075],0.11235547065734863,"[[1.+2.29101723e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.33192907250498727+1.6199938192242795e-17j)
[3.14159132 2.67337569],0.16866660118103027,"[[ 4.41927844e-13+6.67981987e-31j -1.88092180e-23+6.64776537e-07j]
 [-1.88092180e-23-6.64776537e-07j  1.00000000e+00+5.83436105e-18j]]",(0.2747053034479603+4.125516262013951e-18j)
[0.         6.14961296],0.15761280059814453,"[[1.+6.52198474e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.13009246286446854+4.61173963518429e-18j)
[0.         2.67372719],0.35907649993896484,"[[1.+3.04506075e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.0383232020510845+2.1531831021427736e-18j)
[3.14159265 3.18152741],0.22838759422302246,"[[ 3.74939946e-33+2.56215587e-51j -1.82009286e-34+6.12323400e-17j]
 [-1.82009286e-34-6.12323400e-17j  1.00000000e+00+1.39770838e-18j]]",(0.08648542052363155+9.883290765718672e-19j)
[1.40538111 6.07024245],0.16152071952819824,"[[5.82330947e-01-1.29689185e-18j 4.61023843e-18+4.93175035e-01j]
 [4.61023843e-18-4.93175035e-01j 4.17669053e-01+2.09060796e-18j]]",(0.0343587963216943+0.32934800902405964j)
[1.87524115 0.40004269],0.13031506538391113,"[[3.50118211e-01-3.51663940e-18j 8.09561482e-18+4.77006760e-01j]
 [8.09561482e-18-4.77006760e-01j 6.49881789e-01-8.07822779e-18j]]",(0.10986841199041966-0.21888604761127212j)
