Powell,time,matrix,degree
[1.59533198 4.86829861],0.03390216827392578,"[[ 4.87733405e-01-1.34731025e-17j -1.54412340e-17+4.99849508e-01j]
 [-1.54412340e-17-4.99849508e-01j  5.12266595e-01+1.38876224e-17j]]",(0.077060154583036+0.42222938582700487j)
[1.38861906 4.95188703],0.07685017585754395,"[[ 5.90585618e-01-2.77049588e-17j -1.73654571e-17+4.91725783e-01j]
 [-1.73654571e-17-4.91725783e-01j  4.09414382e-01+9.53303452e-18j]]",(0.2461066214837714+0.3750810356108743j)
[0.70289147 2.9073633 ],0.029919862747192383,"[[8.81488127e-01-1.82134098e-18j 5.46428810e-18+3.23213256e-01j]
 [5.46428810e-18-3.23213256e-01j 1.18511873e-01+1.39526437e-19j]]",(0.07501891935304386-0.6144070385518499j)
[1.86216644 2.57963097],0.03549003601074219,"[[3.56367572e-01+2.43434992e-18j 2.11607385e-17+4.78925595e-01j]
 [2.11607385e-17-4.78925595e-01j 6.43632428e-01+4.89583379e-19j]]",(0.25518376582997915-0.6719405171880728j)
[6.52162199e-05 4.71239284e+00],0.030919790267944336,"[[9.99999999e-01-1.14455873e-17j 2.85049035e-22+3.26081099e-05j]
 [2.85049035e-22-3.26081099e-05j 1.06328883e-09-4.48723664e-26j]]",(0.09719438251700797-8.093252694228114e-18j)
[1.84839359 4.71239288],0.017951250076293945,"[[3.62977157e-01-3.40906160e-18j 4.10716528e-17+4.80858337e-01j]
 [4.10716528e-17-4.80858337e-01j 6.37022843e-01+2.62534685e-17j]]",(2.944408117321516e-17+0.48085833717469034j)
[3.14159265 4.71250214],0.054818153381347656,"[[9.59175995e-19-9.17678397e-36j 2.72911629e-27+9.79375309e-10j]
 [2.72911629e-27-9.79375309e-10j 1.00000000e+00+1.46361085e-17j]]",(0.3605972730176681+1.0349291536982628e-17j)
[1.2466467  3.65007638],0.035860538482666016,"[[ 6.59251405e-01+2.53728831e-18j -9.98658444e-18+4.73960958e-01j]
 [-9.98658444e-18-4.73960958e-01j  3.40748595e-01-6.11484516e-18j]]",(0.23074232108875373+0.709093766910714j)
[1.01633753 0.38908162],0.04687857627868652,"[[7.63241626e-01-8.34902758e-18j 3.26381663e-18+4.25092750e-01j]
 [3.26381663e-18-4.25092750e-01j 2.36758374e-01-1.35117304e-18j]]",(0.16125566639159059-0.11101348966158565j)
[1.56840522 1.54574494],0.027959346771240234,"[[ 5.01195554e-01-1.99331052e-17j -3.55118960e-17+4.99998571e-01j]
 [-3.55118960e-17-4.99998571e-01j  4.98804446e-01-3.19143667e-18j]]",(0.03231103260574727-0.4874786215904591j)
