Nelder-Mead,time,Powell,time,COBYLA,time,Density Matrix,0,1
[3.14159265 2.18369308],0.023349523544311523,[2.03591116 3.15882234],0.028853416442871094,[2.04047419 3.15874011],0.01455235481262207,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.2757388+0.j         -0.0077063-0.35159016j]
 [-0.0077063+0.35159016j  0.7242612+0.j        ]]",[2.03590816 3.15883588],0.19046043239241026
[2.1736075  1.70608424],0.041054725646972656,[2.17359522 1.70605599],0.033620357513427734,[2.26629734 1.71590878],0.01706099510192871,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.21653299+0.j         0.34594032-0.05554468j]
 [0.34594032+0.05554468j 0.78346701+0.j        ]]",[2.17357677 1.70606591],0.12435896768795979
[3.14159265 2.23447664],0.02024245262145996,[1.74055936 3.29482202],0.03599810600280762,[1.74044088 3.29477839],0.01602649688720703,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.41553124+0.j        -0.07522289-0.2540479j]
 [-0.07522289+0.2540479j  0.58446876+0.j       ]]",[1.74054803 3.29483243],0.4659822262615582
[3.14159265 1.82820816],0.02082967758178711,[6.44154753e-05 4.71239284e+00],0.03308367729187012,[3.14150869 3.05030265],0.015613794326782227,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.93095863 0.        ]
 [0.         0.06904137]]",[5.80838547e-06 4.71238780e+00],0.13808855718109242
[3.14159265 2.18369308],0.02397918701171875,[1.36602255 3.65839611],0.0425868034362793,[4.91727777 0.74280019],0.015519142150878906,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.60167389+0.j         -0.24188299-0.14997117j]
 [-0.24188299+0.14997117j  0.39832611+0.j        ]]",[1.36602081 3.65838122],0.5513050357001841
[3.14159265 1.62348693],0.02733325958251953,[3.14159265 4.712496  ],0.05172872543334961,[3.14147448 3.18282603],0.01151132583618164,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.140657 0.      ]
 [0.       0.859343]]",[3.14159265 4.71240516],0.2813140076013689
[3.14159265 1.8345561 ],0.020031213760375977,[4.59938044e-05 4.71239284e+00],0.03160524368286133,[3.14150869 3.05030265],0.015742778778076172,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.90980115 0.        ]
 [0.         0.09019885]]",[3.81959021e-06 4.71238780e+00],0.1804015157831822
[0.65161979 1.92839536],0.05538201332092285,[0.65151113 1.92843675],0.14362406730651855,[0.67552426 1.91704139],0.012596368789672852,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.87859458+0.j         0.28400996-0.10613771j]
 [0.28400996+0.10613771j 0.12140542+0.j        ]]",[0.68681671 1.91216565],0.045550055867107225
[2.85722757 2.65328206],0.027563095092773438,[1.61181666 3.00948223],0.03125619888305664,[2.79211912 2.38002019],0.018136262893676758,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.47948118+0.j         0.06581201-0.12387717j]
 [0.06581201+0.12387717j 0.52051882+0.j        ]]",[1.61184455 3.00947206],0.7426978994263014
[3.14159265 2.18369308],0.02018904685974121,[0.85708005 3.80571301],0.04597163200378418,[5.53165966 0.75118546],0.019162893295288086,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.82732486+0.j         -0.23296414-0.24242409j]
 [-0.23296414+0.24242409j  0.17267514+0.j        ]]",[0.85707543 3.80570942],0.11042026460363835
