Nelder-Mead,time,matrix,degree,Powell,time,matrix,degree,differential_evolution,time,matrix,degree,dual_annealing,time,matrix,degree,Density Matrix
[1.64846151 4.71239284],0.03697013854980469,"[[4.61206434e-01-2.31625897e-18j 4.78752700e-18+4.98492788e-01j]
 [4.78752700e-18-4.98492788e-01j 5.38793566e-01+2.10389031e-17j]]",(3.0523879833282856e-17+0.49849278754551546j),[3.14159264 6.06692953],0.04682421684265137,"[[ 6.91271743e-17+1.17476537e-34j -6.96530224e-26+8.31427533e-09j]
 [-6.96530224e-26-8.31427533e-09j  1.00000000e+00-5.78130689e-18j]]",(0.6522504722489423-4.0880013065376494e-18j),[1.64845289 4.71238898],0.09079360961914062,"[[4.61210732e-01+7.28076667e-18j 3.90898503e-17+4.98493122e-01j]
 [3.90898503e-17-4.98493122e-01j 5.38789268e-01-7.59781413e-18j]]",(3.0523900312932624e-17+0.4984931220035777j),[3.14159263 3.66400343],0.09828686714172363,"[[1.83259784e-16+2.23385215e-33j 2.57258202e-25+1.35373477e-08j]
 [2.57258202e-25-1.35373477e-08j 1.00000000e+00+4.76138832e-18j]]",(0.6522504722489421+3.366809968706243e-18j),"  (0, 0)	(0.46121073195935536+0j)
  (1, 1)	(0.5387892680406448+0j)"
[8.86453449e-14 4.71239286e+00],0.08738088607788086,"[[ 1.00000000e+00-1.81389243e-17j -9.96926863e-31+4.43226725e-14j]
 [-9.96926863e-31-4.43226725e-14j  1.96449929e-27+6.19286230e-44j]]",(0.04460629597275366-1.2826156360252139e-17j),[4.95055311e-10 3.70839496e+00],0.059297800064086914,"[[1.00000000e+00+1.90692778e-17j 1.23309335e-26+2.47527656e-10j]
 [1.23309335e-26-2.47527656e-10j 6.12699403e-20-9.49280016e-38j]]",(0.04460629597275366+1.3484015678347499e-17j),[1.07190383e-17 5.31971610e+00],0.1509571075439453,"[[1.00000000e+00+1.37185638e-17j 1.41810808e-34+5.35951913e-18j]
 [1.41810808e-34-5.35951913e-18j 2.87244453e-35-2.73949041e-52j]]",(0.04460629597275359+9.700489525276555e-18j),[2.92972180e-09 6.10758093e+00],0.07290267944335938,"[[1.00000000e+00-2.04066001e-18j 3.69363819e-28+1.46486090e-09j]
 [3.69363819e-28-1.46486090e-09j 2.14581745e-18-1.90583058e-36j]]",(0.044606295972753555-1.442964528481785e-18j),"  (0, 0)	(0.9684585856340517+0j)
  (1, 1)	(0.03154141436594833+0j)"
[1.39739385 4.71239284],0.03464078903198242,"[[5.86267398e-01+9.01672673e-18j 1.05532911e-17+4.92501712e-01j]
 [1.05532911e-17-4.92501712e-01j 4.13732602e-01+3.56742126e-18j]]",(3.01570322321571e-17+0.4925017115653852j),[1.49981651e-08 4.19281660e+00],0.05384397506713867,"[[ 1.00000000e+00+1.15006751e-17j -1.68667362e-25+7.49908254e-09j]
 [-1.68667362e-25-7.49908254e-09j  5.62362390e-17+3.97512356e-34j]]",(0.5851156007512806+8.132205328349132e-18j),[1.39740726 4.71238898],0.09229803085327148,"[[ 5.86260791e-01+2.74937677e-17j -2.31871649e-17+4.92502869e-01j]
 [-2.31871649e-17-4.92502869e-01j  4.13739209e-01-5.22225070e-18j]]",(3.015710310301904e-17-0.4925028689743947j),[2.47715058e-08 2.40335394e+00],0.11997056007385254,"[[1.00000000e+00-2.51567099e-17j 3.05672442e-25+1.23857529e-08j]
 [3.05672442e-25-1.23857529e-08j 1.53406875e-16-1.70501352e-33j]]",(0.5851156007512801-1.7788480133883076e-17j),"  (0, 0)	(0.5862607909307289+0j)
  (1, 1)	(0.41373920906927114+0j)"
[1.53211622 3.3086231 ],0.045961856842041016,"[[ 5.19335229e-01+3.32195537e-18j -4.90158844e-19+4.99626009e-01j]
 [-4.90158844e-19-4.99626009e-01j  4.80664771e-01-4.30421653e-20j]]",(0.08306525441967395+0.607719398467188j),[1.42882993 3.79803957],0.04887056350708008,"[[5.70744999e-01-1.30070707e-17j 1.99758510e-17+4.94969843e-01j]
 [1.99758510e-17-4.94969843e-01j 4.29255001e-01+4.69916012e-18j]]",(0.083664005265131+0.5987473422641724j),[1.53212384 3.30862305],0.13853812217712402,"[[5.19331425e-01-8.07214128e-19j 7.10909506e-18+4.99626156e-01j]
 [7.10909506e-18-4.99626156e-01j 4.80668575e-01+2.93554476e-18j]]",(0.08306525441647951+0.6077195456761127j),[1.42992971 3.79680274],0.10358381271362305,"[[5.70200598e-01+5.31689803e-18j 1.00451543e-19+4.95047347e-01j]
 [1.00451543e-19-4.95047347e-01j 4.29799402e-01+8.02647469e-18j]]",(0.08365111279272427+0.5989165841997484j),"  (0, 0)	(0.5193314253437841+0j)
  (0, 1)	(-0.08306525441647956-0.10809338944109892j)
  (1, 0)	(-0.08306525441647956+0.10809338944109892j)
  (1, 1)	(0.4806685746562158+0j)"
[0.77075559 5.78225566],0.08530187606811523,"[[ 8.58692237e-01+6.07844447e-18j -5.36881855e-19+3.48338741e-01j]
 [-5.36881855e-19-3.48338741e-01j  1.41307763e-01+2.96870939e-19j]]",(0.19041205141884648+0.03760081753427817j),[0.8718459  5.78226503],0.02593088150024414,"[[ 8.21707288e-01-2.88023520e-18j -8.00052643e-18+3.82758959e-01j]
 [-8.00052643e-18-3.82758959e-01j  1.78292712e-01-1.42997100e-18j]]",(0.17139608245326085+0.07536771755211992j),[0.77075653 5.78225227],0.386516809463501,"[[8.58691907e-01+1.21686441e-17j 1.42078994e-17+3.48339082e-01j]
 [1.42078994e-17-3.48339082e-01j 1.41308093e-01+1.90257336e-18j]]",(0.1904118144131301+0.03760116330591701j),[0.8718454  5.78225227],0.04387712478637695,"[[ 8.21707480e-01-1.00629107e-17j -5.43411135e-18+3.82758798e-01j]
 [-5.43411135e-18-3.82758798e-01j  1.78292520e-01+3.21303372e-18j]]",(0.17139613982432786+0.07536753434133238j),"  (0, 0)	(0.7927778221109257+0j)
  (0, 1)	(-0.16728780520769665+0.30554035101715077j)
  (1, 0)	(-0.16728780520769665-0.30554035101715077j)
  (1, 1)	(0.2072221778890742+0j)"
[0.7918628  2.45914604],0.03642988204956055,"[[8.51260425e-01-1.72569127e-17j 1.35855231e-18+3.55831580e-01j]
 [1.35855231e-18-3.55831580e-01j 1.48739575e-01-1.38183350e-18j]]",(0.22442128076152115-0.5884903111254374j),[0.74391352 2.37421455],0.0578455924987793,"[[8.67912034e-01-3.95256211e-18j 1.84247387e-17+3.38586377e-01j]
 [1.84247387e-17-3.38586377e-01j 1.32087966e-01-3.39618757e-18j]]",(0.22458674085983946-0.5708242539772j),[0.79187904 2.45915692],0.1180715560913086,"[[8.51254646e-01+6.26474609e-18j 1.17973063e-17+3.55837285e-01j]
 [1.17973063e-17-3.55837285e-01j 1.48745354e-01+1.95014842e-18j]]",(0.2244212807425777-0.5884960161416107j),[0.74391375 2.37421444],0.1546485424041748,"[[ 8.67911959e-01+1.71865272e-17j -3.58056113e-18+3.38586459e-01j]
 [-3.58056113e-18-3.38586459e-01j  1.32088041e-01+2.19201871e-19j]]",(0.22458673932569867-0.570824339412977j),"  (0, 0)	(0.8512546387558768+0j)
  (0, 1)	(0.22442128074257767-0.23265873078544663j)
  (1, 0)	(0.22442128074257767+0.23265873078544663j)
  (1, 1)	(0.1487453612441232+0j)"
[1.61709129 1.69387474],0.033573150634765625,"[[4.76860787e-01+1.14576686e-17j 2.68128957e-17+4.99464290e-01j]
 [2.68128957e-17-4.99464290e-01j 5.23139213e-01+2.43537761e-17j]]",(0.1353288138789319-0.5607836784325517j),[1.72534542 1.99624365],0.04185295104980469,"[[4.23032707e-01+1.53639288e-18j 1.55008607e-18+4.94040520e-01j]
 [1.55008607e-18-4.94040520e-01j 5.76967293e-01+1.95992588e-18j]]",(0.13654356325703843-0.5504191919695534j),[1.61710362 1.69387723],0.09673905372619629,"[[4.76854628e-01+7.46760972e-18j 2.68252894e-17+4.99464004e-01j]
 [2.68252894e-17-4.99464004e-01j 5.23145372e-01-2.14616325e-17j]]",(0.13532881386350826-0.5607833931412385j),[1.72533858 1.99623689],0.09179091453552246,"[[4.23036090e-01-5.04337205e-19j 3.88058847e-17+4.94041047e-01j]
 [3.88058847e-17-4.94041047e-01j 5.76963910e-01+5.88955429e-18j]]",(0.13654340642298401-0.550420346616991j),"  (0, 0)	(0.4768546282445073+0j)
  (0, 1)	(0.13532881386350834-0.06131938866613637j)
  (1, 0)	(0.13532881386350834+0.06131938866613637j)
  (1, 1)	(0.5231453717554927+0j)"
[1.69272936 4.59798213],0.030917882919311523,"[[4.39184444e-01-3.75521384e-18j 2.82811881e-17+4.96287687e-01j]
 [2.82811881e-17-4.96287687e-01j 5.60815556e-01-1.77192859e-17j]]",(0.22407164120581796+0.5529505531935037j),[1.82809367 4.46470342],0.0658254623413086,"[[ 3.72766100e-01+5.63686649e-18j -1.46486041e-17+4.83540624e-01j]
 [-1.46486041e-17-4.83540624e-01j  6.27233900e-01+1.22051123e-17j]]",(0.2270071824319886+0.5332178535564005j),[1.69273013 4.59796602],0.0946955680847168,"[[ 4.39184063e-01+4.98646470e-18j -2.31692339e-17+4.96287640e-01j]
 [-2.31692339e-17-4.96287640e-01j  5.60815937e-01+1.80139363e-17j]]",(0.22407164120572634+0.5529505064410066j),[1.82809399 4.46470312],0.10095548629760742,"[[3.72765950e-01+2.13507364e-18j 1.68077692e-17+4.83540584e-01j]
 [1.68077692e-17-4.83540584e-01j 6.27234050e-01+5.13929631e-18j]]",(0.2270071962999983+0.5332177819385819j),"  (0, 0)	(0.43918406274339666+0j)
  (0, 1)	(-0.22407164120572637-0.056662866280990376j)
  (1, 0)	(-0.22407164120572637+0.056662866280990376j)
  (1, 1)	(0.5608159372566035+0j)"
[1.82592993 1.57079242],0.0452272891998291,"[[3.73812653e-01-1.39291178e-18j 3.92720842e-17+4.83814793e-01j]
 [3.92720842e-17-4.83814793e-01j 6.26187347e-01+2.37819325e-17j]]",(2.962511185177122e-17+0.4838147925164607j),[3.14159262 3.46771647],0.04886984825134277,"[[ 2.5738477e-16-2.51300722e-33j -2.9658488e-26+1.60432157e-08j]
 [-2.9658488e-26-1.60432157e-08j  1.0000000e+00-9.25158316e-18j]]",(0.5286564936508856-6.541857191991265e-18j),[1.82592179 4.71238898],0.08729910850524902,"[[ 3.73816592e-01+2.48553164e-18j -8.77450845e-18+4.83815820e-01j]
 [-8.77450845e-18-4.83815820e-01j  6.26183408e-01-2.18791760e-17j]]",(2.962517475161096e-17-0.4838158197487988j),[3.14159263 3.69953265],0.09372758865356445,"[[1.22877911e-16-2.75014560e-33j 4.03453363e-25+1.10850310e-08j]
 [4.03453363e-25-1.10850310e-08j 1.00000000e+00+2.63558806e-17j]]",(0.528656493650886+1.8636421930090816e-17j),"  (0, 0)	(0.37381659157884467+0j)
  (1, 1)	(0.6261834084211553+0j)"
[2.05190371 2.67541888],0.040476322174072266,"[[ 2.68619433e-01+8.58754230e-19j -1.13241100e-17+4.43241507e-01j]
 [-1.13241100e-17-4.43241507e-01j  7.31380567e-01+1.09704387e-17j]]",(0.19922842115807693-0.7341257146577461j),[2.15153215 2.54106433],0.05185890197753906,"[[2.2568036e-01+4.60262694e-18j 7.5486787e-18+4.18029587e-01j]
 [7.5486787e-18-4.18029587e-01j 7.7431964e-01-1.38543223e-18j]]",(0.1999094183132225-0.7064988596974764j),[2.05187201 2.67541727],0.10778641700744629,"[[2.68633485e-01+2.29290089e-18j 1.08499077e-17+4.43248842e-01j]
 [1.08499077e-17-4.43248842e-01j 7.31366515e-01+3.76777207e-18j]]",(0.1992284210900862-0.7341330502492583j),[2.15153776 2.54106869],0.12497115135192871,"[[2.25678018e-01-2.70853715e-18j 1.21569860e-17+4.18028049e-01j]
 [1.21569860e-17-4.18028049e-01j 7.74321982e-01+7.52182850e-18j]]",(0.1999094956967064-0.7064970540296669j),"  (0, 0)	(0.26863348515291335+0j)
  (0, 1)	(0.1992284210900862-0.2908842083923835j)
  (1, 0)	(0.1992284210900862+0.2908842083923835j)
  (1, 1)	(0.7313665148470866+0j)"
