Powell,time,matrix,degree
[1.26351832 4.71239284],0.03151988983154297,"[[ 6.51232634e-01-2.39536837e-17j -2.50527188e-17+4.76580203e-01j]
 [-2.50527188e-17-4.76580203e-01j  3.48767366e-01-1.20560772e-17j]]",(2.918212102556012e-17-0.4765802033023374j)
[1.86754907 4.71239284],0.030954837799072266,"[[3.53791787e-01+1.35854037e-17j 2.65196937e-17+4.78145541e-01j]
 [2.65196937e-17-4.78145541e-01j 6.46208213e-01+2.42608894e-17j]]",(2.9277970315207346e-17+0.47814554099340006j)
[3.14159265 4.71239284],0.09536910057067871,"[[ 1.97759454e-27+2.20931374e-44j -3.16104874e-31+4.44701533e-14j]
 [-3.16104874e-31-4.44701533e-14j  1.00000000e+00-7.72266368e-18j]]",(0.1709258073268803-5.46074785497449e-18j)
[2.53228497 5.3721794 ],0.13729166984558105,"[[ 8.99777866e-02-3.22174281e-18j -6.45781969e-18+2.86149934e-01j]
 [-6.45781969e-18-2.86149934e-01j  9.10022213e-01+1.04355247e-18j]]",(0.22671400373287276+0.1104426839212071j)
[6.03140671e-14 4.71239286e+00],0.09426164627075195,"[[1.00000000e+00+1.49613122e-17j 5.79837217e-31+3.01570335e-14j]
 [5.79837217e-31-3.01570335e-14j 9.09446671e-28+6.01061107e-45j]]",(0.004763898050701414+1.0579245312437117e-17j)
[1.40774851 2.76046678],0.03387141227722168,"[[5.81163174e-01+7.32103342e-19j 7.34937926e-18+4.93368563e-01j]
 [7.34937926e-18-4.93368563e-01j 4.18836826e-01+2.09006064e-18j]]",(0.18352320477949613-0.6785848243147927j)
[2.22466805 4.71240479],0.03789830207824707,"[[1.95867960e-01-3.74604421e-18j 2.38894953e-18+3.96867361e-01j]
 [2.38894953e-18-3.96867361e-01j 8.04132040e-01+2.18728977e-17j]]",(2.2647156945211587e-17+0.3698561407416313j)
[1.56852545 1.58276287],0.02448582649230957,"[[5.01135436e-01+2.46277881e-17j 4.05254555e-17+4.99998711e-01j]
 [4.05254555e-17-4.99998711e-01j 4.98864564e-01+8.00058173e-18j]]",(0.03323568744314187-0.5059736053319759j)
[2.76744369 0.62212788],0.1222989559173584,"[[ 3.45905018e-02-4.16777367e-19j -7.02317783e-19+1.82740250e-01j]
 [-7.02317783e-19-1.82740250e-01j  9.65409498e-01+1.63623735e-17j]]",(0.1065112605438003-0.03423333567240581j)
[1.10924573 1.69821276],0.03091716766357422,"[[ 7.22668494e-01+2.05134191e-17j -3.14054073e-17+4.47681518e-01j]
 [-3.14054073e-17-4.47681518e-01j  2.77331506e-01-1.09354324e-17j]]",(0.34680052262257116-0.5045613388872893j)
