0,1,0,1,0,1,0
Nelder-Mead,,Powell,,COBYLA,,Density Matrix
,Time,,Time,,Time,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.21560123 0.        ]
 [0.         0.78439877]]"
[0.         3.00547333],0.039891719818115234,[3.14159265 4.7123927 ],0.09075736999511719,[-1.40196666e-04  4.57092670e+00],0.010998010635375977,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.43011147+0.j         0.21759349+0.11301677j]
 [0.21759349-0.11301677j 0.56988853+0.j        ]]"
[0.51258928 1.09180707],0.039893388748168945,[1.71103259 1.3404751 ],0.0438838005065918,[-1.7109839   4.48211193],0.011966466903686523,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.0529095 0.       ]
 [0.        0.9470905]]"
[0.         3.00547333],0.03390908241271973,[3.14159265 4.71239285],0.08676910400390625,[2.03516550e-05 4.61190282e+00],0.01002645492553711,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.79081621 0.        ]
 [0.         0.20918379]]"
[0.         3.00547333],0.03989291191101074,[1.49695224e-09 4.71246638e+00],0.07679533958435059,[1.42096647e-04 4.70967293e+00],0.012965202331542969,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.78723981 0.        ]
 [0.         0.21276019]]"
[0.         3.00547333],0.035904645919799805,[1.49695224e-09 4.71246638e+00],0.056885480880737305,[1.42525690e-04 4.70967913e+00],0.011929988861083984,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.40360019 0.        ]
 [0.         0.59639981]]"
[0.         3.00547333],0.032914161682128906,[1.76481083 4.71237796],0.05385589599609375,[-1.40196666e-04  4.57092670e+00],0.011967897415161133,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.02010435+0.j         0.13779168+0.01759074j]
 [0.13779168-0.01759074j 0.97989565+0.j        ]]"
[0.28152838 1.44379911],0.029946088790893555,[2.86006856 1.44381811],0.11865401268005371,[-2.85088855  4.43258478],0.013962984085083008,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.15582123 0.        ]
 [0.         0.84417877]]"
[0.         3.00547333],0.029919862747192383,[3.14159265 4.71239282],0.08680510520935059,[9.80516978e-05 4.61161966e+00],0.008975505828857422,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.17262815 0.        ]
 [0.         0.82737185]]"
[0.         3.00547333],0.028887271881103516,[3.14159265 4.71239285],0.08178091049194336,[-1.40185826e-04  4.57087614e+00],0.009974956512451172,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.62162557 0.        ]
 [0.         0.37837443]]"
[0.         3.00547333],0.03091573715209961,[1.32507146 4.71239284],0.037899017333984375,[8.18827507e-05 4.62431353e+00],0.017951488494873047,
