Nelder-Mead,time,matrix,degree
[0.38044113 5.22858151],0.04041862487792969,"[[ 9.64250460e-01+1.12722555e-17j -3.86493827e-18+1.85665048e-01j]
 [-3.86493827e-18-1.85665048e-01j  3.57495398e-02+2.80997529e-19j]]",(0.6184662628585355+0.02455007313707245j)
[0.         3.42712786],0.0382235050201416,"[[1.+3.34729795e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(1.3665024896995892+2.3668970761733023e-18j)
[0.         3.52914017],0.03309488296508789,"[[1.+3.61836385e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(1.1762493899114792+2.558569612469198e-18j)
[0.         3.42712786],0.03806424140930176,"[[1.+3.34729795e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(1.360815013768644+2.366897076173303e-18j)
[0.         3.52914017],0.031508684158325195,"[[1.+3.61836385e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.8341910984301408+2.558569612469198e-18j)
[0.         3.42712786],0.033596038818359375,"[[1.+3.34729795e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.04475503521563953+2.366897076173295e-18j)
[0.         3.52914017],0.03349804878234863,"[[1.+3.61836385e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.8150195169810946+2.558569612469198e-18j)
[0.         3.42712786],0.03613448143005371,"[[1.+3.34729795e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.132318705861423+2.366897076173303e-18j)
[0.16570082 4.03116992],0.033290863037109375,"[[9.93151501e-01+1.91068149e-17j 4.57245590e-18+8.24717969e-02j]
 [4.57245590e-18-8.24717969e-02j 6.84849923e-03+1.12182547e-19j]]",(0.6973432611107652+0.01234797529471022j)
[0.         3.42712786],0.037921905517578125,"[[1.+3.34729795e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.15225997718272835+2.366897076173303e-18j)
