Powell,time,matrix,degree
[3.14159265 4.71239289],0.09994292259216309,"[[ 7.01005586e-34+1.79129010e-28j  1.33839086e-14-5.23767462e-20j]
 [ 1.33839086e-14-5.23767462e-20j -3.91341182e-06-1.00000000e+00j]]",(0.8095799630382784+0.9878086307696627j)
[4.20514384e-14 4.71239280e+00],0.10420370101928711,"[[ 3.82164730e-06+1.00000000e+00j  2.10257192e-14-8.03528829e-20j]
 [ 2.10257192e-14-8.03528829e-20j -1.68947715e-33-4.42080867e-28j]]",(0.9991922521434837-0.9999998382227507j)
[3.14159265 4.7123928 ],0.11133384704589844,"[[ 3.70832757e-33+9.70165325e-28j  3.11474770e-14-1.19057077e-19j]
 [ 3.11474770e-14-1.19057077e-19j -3.82236663e-06-1.00000000e+00j]]",(0.9692697735682866+0.99975264157938j)
[1.64170466 4.71239284],0.04709267616271973,"[[ 1.79456400e-06+4.64575534e-01j  4.98743529e-01-1.92654824e-06j]
 [ 4.98743529e-01-1.92654824e-06j -2.06823950e-06-5.35424466e-01j]]",(0.7123101068429175+0.09947000936983201j)
[2.13643769 3.53486917],0.03202176094055176,"[[-0.21430843+0.08891447j  0.16176446+0.38989701j]
 [ 0.16176446+0.38989701j  0.70934998-0.29430237j]]",(0.3948427632798247+0.5821143375149248j)
[1.58826931 1.57748626],0.042140960693359375,"[[-0.0032865 -0.49125296j -0.49991249+0.00334443j]
 [-0.49991249+0.00334443j  0.00340338+0.50872466j]]",(0.8381121194953709-0.02159188762607538j)
[1.42125198 4.71239289],0.03582048416137695,"[[ 2.24592600e-06+5.74493789e-01j  4.94419534e-01-1.93288371e-06j]
 [ 4.94419534e-01-1.93288371e-06j -1.66347397e-06-4.25506211e-01j]]",(0.7285022312798988-0.20449629862203622j)
[3.14159265 4.71239286],0.1068730354309082,"[[ 3.50121795e-33+9.02236628e-28j  3.00372540e-14-1.16562518e-19j]
 [ 3.00372540e-14-1.16562518e-19j -3.88059833e-06-1.00000000e+00j]]",(0.9095574683945292+0.997651846350517j)
[1.72421766 4.71239289],0.03531837463378906,"[[ 1.65598241e-06+4.23589917e-01j  4.94127007e-01-1.93174011e-06j]
 [ 4.94127007e-01-1.93174011e-06j -2.25341756e-06-5.76410083e-01j]]",(0.7295209439671119+0.20947191165709506j)
[0.70533734 3.09994106],0.1077580451965332,"[[-0.87993262-0.03667181j -0.01349727+0.32386422j]
 [-0.01349727+0.32386422j  0.11920008+0.00496775j]]",(1.6044841232064595+0.028542497313148642j)
