Nelder-Mead,time,matrix,degree
[0.         6.28318531],0.021099090576171875,"[[1.+0.j 0.+0.j]
 [0.+0.j 0.+0.j]]",(0.7121199898865671+0.0007686511888736833j)
[0.         6.28318531],0.005983591079711914,"[[1.+0.j 0.+0.j]
 [0.+0.j 0.+0.j]]",(0.8835491898678939+0j)
[0.         6.28318531],0.007485151290893555,"[[1.+0.j 0.+0.j]
 [0.+0.j 0.+0.j]]",(0.653416455400499+0j)
[0.         6.28318531],0.013534069061279297,"[[1.+0.j 0.+0.j]
 [0.+0.j 0.+0.j]]",(1.1534942426011117-0.035854866657712654j)
[0.24585305 4.99084752],0.03175044059753418,"[[9.84965030e-01-1.49129118e-17j 1.14523761e-17+1.21691905e-01j]
 [1.14523761e-17-1.21691905e-01j 1.50349700e-02-2.01411935e-19j]]",(0.668848946792762+0.015435684364976403j)
[0.         6.28318531],0.007629871368408203,"[[1.+0.j 0.+0.j]
 [0.+0.j 0.+0.j]]",(0.061853099016834855+0j)
[0.78353584 5.58173941],0.05106973648071289,"[[ 8.54211209e-01-2.00316258e-17j -2.44929193e-17+3.52894346e-01j]
 [-2.44929193e-17-3.52894346e-01j  1.45788791e-01-2.73872360e-18j]]",(0.8596993260834483+0.022068783528964263j)
[0.         6.28318531],0.008659124374389648,"[[1.+0.j 0.+0.j]
 [0.+0.j 0.+0.j]]",(0.0038099024524280516+0j)
[0.24062332 6.28318531],0.01825571060180664,"[[9.85594811e-01+9.05010346e-33j 1.47798024e-33+1.19154017e-01j]
 [1.47798024e-33-1.19154017e-01j 1.44051892e-02+3.65057097e-35j]]",(0.6568922713401841+1.1910313790280081e-06j)
[0.2252931  6.28318531],0.016543865203857422,"[[ 9.87364337e-01+7.90349828e-33j -7.14144797e-34+1.11696031e-01j]
 [-7.14144797e-34-1.11696031e-01j  1.26356633e-02-7.05851044e-35j]]",(0.15895932466574672+1.7834915917691439e-06j)
