Powell,time
[1.3454768  2.89309118],0.04725170135498047
[1.34484947 4.71239927],0.04589033126831055
[1.80063712 4.81498435],0.028343677520751953
[3.38216119e-05 4.71239284e+00],0.03528189659118652
[1.8693693  4.69288773],0.03235960006713867
[2.25895803 1.10826758],0.03883647918701172
[5.56787766e-05 4.71239284e+00],0.03090500831604004
[1.51990601 1.25478311],0.02790236473083496
[1.54502523 1.68864664],0.07118582725524902
[1.1049842  0.15945676],0.03353452682495117
