Powell,time,matrix,degree
[1.91152402 1.37676767],0.03347897529602051,"[[ 3.32913480e-01+2.58490261e-18j -3.87996804e-18+4.71255870e-01j]
 [-3.87996804e-18-4.71255870e-01j  6.67086520e-01+1.75142020e-17j]]",(1.768401069632289e-17+0.2888018114061162j)
[1.83176868 1.57079242],0.0358891487121582,"[[3.70989949e-01-6.60643563e-18j 1.11810116e-17+4.83069774e-01j]
 [1.11810116e-17-4.83069774e-01j 6.29010051e-01-1.08097471e-17j]]",(4.1831719656268755e-17-0.6831638262622926j)
[1.67111026 4.71239289],0.03320574760437012,"[[4.49927112e-01+8.30146205e-18j 2.33761254e-17+4.97486388e-01j]
 [2.33761254e-17-4.97486388e-01j 5.50072888e-01+2.25719691e-17j]]",(4.3080135025353314e-17-0.7035519964670203j)
[2.84614935e-14 4.71239285e+00],0.11948537826538086,"[[ 1.00000000e+00-6.32128002e-18j -5.42736661e-31+1.42307468e-14j]
 [-5.42736661e-31-1.42307468e-14j  2.02514154e-28+6.07138196e-45j]]",(0.09343692314714644-4.469819966699968e-18j)
[3.14159265 4.71239286],0.11246562004089355,"[[9.56382371e-28-1.50638656e-44j 2.02520278e-31+3.09254324e-14j]
 [2.02520278e-31-3.09254324e-14j 1.00000000e+00+1.32226359e-17j]]",(0.01967964682602928+9.349815491223066e-18j)
[1.00584212 3.58051167],0.03716635704040527,"[[ 7.67688571e-01+3.58875085e-18j -5.72302107e-18+4.22306558e-01j]
 [-5.72302107e-18-4.22306558e-01j  2.32311429e-01-1.52352371e-19j]]",(6.090791603684952e-17+0.9947017553021161j)
[1.7409935  0.15226646],0.03927135467529297,"[[4.15311663e-01+7.58586386e-19j 8.58219412e-19+4.92775695e-01j]
 [8.58219412e-19-4.92775695e-01j 5.84688337e-01-1.04537195e-18j]]",(1.9594966887907845e-17-0.3200100943643608j)
[1.65153449 0.02530973],0.03306436538696289,"[[ 4.59674761e-01-3.04641987e-19j -9.79676891e-19+4.98371222e-01j]
 [-9.79676891e-19-4.98371222e-01j  5.40325239e-01+3.02765054e-19j]]",(2.6496741177257315e-17-0.4327246222454569j)
[3.14159265 4.71239284],0.10371136665344238,"[[9.56382371e-28+6.32336885e-45j 5.81292680e-31+3.09254324e-14j]
 [5.81292680e-31-3.09254324e-14j 1.00000000e+00+7.60132674e-18j]]",(0.09961381374029404+5.37494968201265e-18j)
[1.07464087 0.17636368],0.06457376480102539,"[[7.38024051e-01-1.64572363e-18j 1.19842766e-18+4.39709621e-01j]
 [1.19842766e-18-4.39709621e-01j 2.61975949e-01-1.18177219e-18j]]",(4.814860676948689e-18+0.07863264216753733j)
