Nelder-Mead,time,matrix,degree,Powell,time,matrix,degree,differential_evolution,time,matrix,degree,dual_annealing,time,matrix,degree,Density Matrix
[0.8808487  6.06030922],0.05424332618713379,"[[8.18248396e-01+3.87956814e-19j 1.44307294e-18+3.85639674e-01j]
 [1.44307294e-18-3.85639674e-01j 1.81751604e-01+1.24461947e-18j]]",(0.08524271093570408+0.05636652692525321j),[0.39009992 3.60643417],0.07551193237304688,"[[9.62435533e-01+1.24200431e-17j 4.33342769e-19+1.90140417e-01j]
 [4.33342769e-19-1.90140417e-01j 3.75644675e-02-1.63438681e-19j]]",(0.18349831819957482-0.06463302245715292j),[0.88087541 6.06030715],0.18785500526428223,"[[ 8.18238095e-01-5.28968863e-18j -2.24963720e-18+3.85648175e-01j]
 [-2.24963720e-18-3.85648175e-01j  1.81761905e-01+1.33272221e-18j]]",(0.08524271006957154+0.05637502829002649j),[2.2209866  5.68676588],0.11269807815551758,"[[1.97331068e-01-1.27555120e-18j 1.03557252e-17+3.97984318e-01j]
 [1.03557252e-17-3.97984318e-01j 8.02668932e-01-2.58085142e-18j]]",(0.8795683665757132+0.006659091739735744j),"  (0, 0)	(0.8182380949676045+0j)
  (0, 1)	(-0.08524271006957154+0.3292731467495935j)
  (1, 0)	(-0.08524271006957154-0.3292731467495935j)
  (1, 1)	(0.18176190503239548+0j)"
[3.61150282e-05 4.71239284e+00],0.03314709663391113,"[[1.00000000e+00+4.45658985e-19j 9.07252625e-23+1.80575141e-05j]
 [9.07252625e-23-1.80575141e-05j 3.26073815e-10-7.29963391e-27j]]",(0.3318706495448943+3.151285012819291e-19j),[1.0114135  1.57079633],0.07091760635375977,"[[ 7.65331596e-01-9.81594766e-18j -1.07596183e-17+4.23791392e-01j]
 [-1.07596183e-17-4.23791392e-01j  2.34668404e-01+3.60708343e-18j]]",(2.5949738595190823e-17-0.4237913921509131j),[3.70809639e-17 5.25827865e+00],0.16688776016235352,"[[1.00000000e+00-1.45725184e-17j 2.78132614e-34+1.85404819e-17j]
 [2.78132614e-34-1.85404819e-17j 3.43749471e-34+1.72795421e-51j]]",(0.3318706504972988-1.0304326550184715e-17j),[0.98821127 4.71238898],0.0684051513671875,"[[7.75092204e-01-1.16969029e-17j 4.91598588e-17+4.17521591e-01j]
 [4.91598588e-17-4.17521591e-01j 2.24907796e-01+5.55944927e-18j]]",(2.5551849482820304e-17+0.4172933698207597j),"  (0, 0)	(0.7653320125565694+0j)
  (1, 1)	(0.23466798744343076+0j)"
[1.04375068 4.9135712 ],0.03390860557556152,"[[ 7.5149105e-01+1.66821105e-17j -2.2365566e-17+4.32148414e-01j]
 [-2.2365566e-17-4.32148414e-01j  2.4850895e-01+1.73605905e-18j]]",(0.34284146256329046+0.34580438924941703j),[1.04375283 4.91403275],0.10817670822143555,"[[7.51490123e-01-1.38960897e-17j 8.99748045e-18+4.32148954e-01j]
 [8.99748045e-18-4.32148954e-01j 2.48509877e-01+2.60630065e-18j]]",(0.3428414625620476+0.34580492880478436j),[1.04375283 4.91354435],0.1626744270324707,"[[7.51490123e-01-3.64204852e-18j 1.64123578e-17+4.32148954e-01j]
 [1.64123578e-17-4.32148954e-01j 2.48509877e-01-9.45894512e-19j]]",(0.3428414625620476+0.34580492880478436j),[1.04412899 5.36719287],0.06682157516479492,"[[7.51327547e-01+2.59508405e-17j 6.08754951e-18+4.32243524e-01j]
 [6.08754951e-18-4.32243524e-01j 2.48672453e-01-2.87315984e-18j]]",(0.3428415007667456+0.3458994609262916j),"  (0, 0)	(0.7514901228922912+0j)
  (0, 1)	(-0.34284146256204756+0.08634402478369785j)
  (1, 0)	(-0.34284146256204756-0.08634402478369785j)
  (1, 1)	(0.2485098771077087+0j)"
[0.36620263 2.90047797],0.07673025131225586,"[[ 9.66846904e-01-1.43074403e-18j -2.18842681e-18+1.79036220e-01j]
 [-2.18842681e-18-1.79036220e-01j  3.31530957e-02+6.62170226e-20j]]",(0.04274703920143323-0.3528888452386048j),[0.37322069 2.90490794],0.02602839469909668,"[[ 9.65578931e-01-6.39714841e-19j -3.07321304e-19+1.82308143e-01j]
 [-3.07321304e-19-1.82308143e-01j  3.44210690e-02+2.85470368e-19j]]",(0.042746493199859-0.3561652759173157j),[0.36620022 2.90050351],0.3030855655670166,"[[ 9.66847335e-01-5.13764411e-18j -1.99299121e-18+1.79035095e-01j]
 [-1.99299121e-18-1.79035095e-01j  3.31526645e-02-4.73132958e-20j]]",(0.04274703957555085-0.3528877178589058j),[0.37323414 2.90492364],0.16054582595825195,"[[ 9.65576478e-01-9.52246895e-19j -3.29807713e-19+1.82314407e-01j]
 [-3.29807713e-19-1.82314407e-01j  3.44235217e-02-4.23567671e-19j]]",(0.04274649319785797-0.3561715396973722j),"  (0, 0)	(0.9655764767073444+0j)
  (0, 1)	(0.04274649319785797-0.17385713301495875j)
  (1, 0)	(0.04274649319785797+0.17385713301495875j)
  (1, 1)	(0.034423523292655585+0j)"
[4.59938044e-05 4.71239284e+00],0.03559446334838867,"[[ 9.99999999e-01-4.75193481e-18j -5.49694181e-22+2.29969022e-05j]
 [-5.49694181e-22-2.29969022e-05j  5.28857511e-10+2.30331217e-26j]]",(0.12078653996759946-3.3601255079690126e-18j),[0.59318982 4.71238898],0.05285835266113281,"[[ 9.14580880e-01-4.87992969e-18j -1.32005802e-18+2.79504371e-01j]
 [-1.32005802e-18-2.79504371e-01j  8.54191196e-02+1.20506480e-18j]]",(1.7114706664452725e-17-0.2795043709969054j),[1.41636680e-17 5.25827865e+00],0.17215490341186523,"[[1.00000000e+00-1.45725184e-17j 2.99807828e-34+7.08183400e-18j]
 [2.99807828e-34-7.08183400e-18j 5.01523729e-35-2.01812417e-52j]]",(0.12078654290474052-1.030432655018471e-17j),[0.59315356 4.71444048],0.11069846153259277,"[[ 9.14591016e-01+6.92823163e-18j -1.82320129e-17+2.79489336e-01j]
 [-1.82320129e-17-2.79489336e-01j  8.54089836e-02-2.41859942e-18j]]",(1.711378605315592e-17-0.279489336273466j),"  (0, 0)	(0.9145910164359781+0j)
  (1, 1)	(0.08540898356402196+0j)"
[3.14154741 4.71239284],0.030953407287597656,"[[ 5.11694598e-10-2.41035291e-26j -7.25642430e-22+2.26206675e-05j]
 [-7.25642430e-22-2.26206675e-05j  9.99999999e-01-1.77832734e-17j]]",(0.3491355584527982-1.2574673272156372e-17j),[2.10164587 4.71239187],0.02788829803466797,"[[ 2.46866926e-01+5.25653896e-18j -1.54107225e-17+4.31188644e-01j]
 [-1.54107225e-17-4.31188644e-01j  7.53133074e-01-9.39868945e-18j]]",(2.6402689629845578e-17-0.4311886439131374j),[3.14159265 4.82298372],0.1668539047241211,"[[8.02458275e-32-8.81150925e-49j 8.06802981e-33+2.83276945e-16j]
 [8.06802981e-33-2.83276945e-16j 1.00000000e+00+2.20637526e-17j]]",(0.34913555990924583+1.560142907257572e-17j),[2.10162454 1.48279379],0.10166001319885254,"[[ 2.46876122e-01-5.25475559e-18j -1.52059128e-17+4.31194043e-01j]
 [-1.52059128e-17-4.31194043e-01j  7.53123878e-01+1.12051187e-17j]]",(2.6403020203711906e-17-0.4311940425940723j),"  (0, 0)	(0.24687612196519+0j)
  (1, 1)	(0.7531238780348101+0j)"
[2.45049417 4.71240237],0.09929418563842773,"[[1.14726837e-01-2.60731597e-18j 1.41749484e-17+3.18691998e-01j]
 [1.41749484e-17-3.18691998e-01j 8.85273163e-01+1.91650071e-17j]]",(1.909249080638507e-17+0.3118040372077566j),[2.3149505  1.57079633],0.07942318916320801,"[[1.61325095e-01+6.48366841e-18j 2.23755215e-17+3.67830543e-01j]
 [2.23755215e-17-3.67830543e-01j 8.38674905e-01+1.50139969e-17j]]",(2.252312488038175e-17+0.3678305434034242j),[3.14159265 4.80187832],0.19905567169189453,"[[ 8.02458275e-32+2.09649887e-48j -2.79543789e-33+2.83276945e-16j]
 [-2.79543789e-33-2.83276945e-16j  1.00000000e+00-2.16124911e-17j]]",(0.22814841778268952-1.5282339050137003e-17j),[2.31494996 1.57079635],0.06850647926330566,"[[ 1.61325293e-01+1.51712672e-18j -4.52332349e-18+3.67830726e-01j]
 [-4.52332349e-18-3.67830726e-01j  8.38674707e-01+4.15908083e-20j]]",(2.2523136067278613e-17-0.3678307260993145j),"  (0, 0)	(0.16132529333112136+0j)
  (1, 1)	(0.8386747066688786+0j)"
[2.67699979 0.2830645 ],0.14767980575561523,"[[ 5.29979697e-02+6.60549353e-21j -5.57368514e-18+2.24029429e-01j]
 [-5.57368514e-18-2.24029429e-01j  9.47002030e-01+1.34449911e-17j]]",(0.06277006148703991-0.008886099086383771j),[2.56371247 0.66389583],0.08962178230285645,"[[8.11887613e-02-8.29057208e-19j 1.91152462e-18+2.73124782e-01j]
 [1.91152462e-18-2.73124782e-01j 9.18811239e-01-3.45544933e-18j]]",(0.06792827347221539-0.05343229516134905j),[2.67700071 0.28304819],0.8525512218475342,"[[5.29977639e-02+2.00217758e-19j 2.69607508e-19+2.24029018e-01j]
 [2.69607508e-19-2.24029018e-01j 9.47002236e-01+1.10556671e-17j]]",(0.06277008498407774-0.008885686365671993j),[2.56432941 0.66267148],0.06355071067810059,"[[ 8.10203370e-02-6.32174257e-19j -3.23040682e-18+2.72866345e-01j]
 [-3.23040682e-18-2.72866345e-01j  9.18979663e-01+4.28767660e-18j]]",(0.06787363991287518-0.05323707044624997j),"  (0, 0)	(0.05659498574882298+0j)
  (0, 1)	(0.06256768503221385+0.2151145874056748j)
  (1, 0)	(0.06256768503221385-0.2151145874056748j)
  (1, 1)	(0.943405014251177+0j)"
[1.7227089  1.57079242],0.014959573745727539,"[[ 4.24335523e-01-8.47830327e-19j -2.11498846e-18+4.94241729e-01j]
 [-2.11498846e-18-4.94241729e-01j  5.75664477e-01+2.38958312e-18j]]",(3.026357757924463e-17-0.4942417291306409j),[1.72268416 1.57079633],0.0813908576965332,"[[4.24347750e-01-3.01871978e-19j 1.82724661e-17+4.94243601e-01j]
 [1.82724661e-17-4.94243601e-01j 5.75652250e-01-3.26817010e-18j]]",(3.0263692188177735e-17+0.4942436008365595j),[1.72270082 4.71238898],0.12183237075805664,"[[ 4.24339517e-01+1.24145699e-17j -5.88442687e-17+4.94242341e-01j]
 [-5.88442687e-17-4.94242341e-01j  5.75660483e-01+2.05964466e-17j]]",(3.0263615024998e-17-0.49424234066620193j),[1.72270082 4.71238896],0.12497687339782715,"[[4.24339517e-01-1.25191974e-17j 1.03649515e-17+4.94242341e-01j]
 [1.03649515e-17-4.94242341e-01j 5.75660483e-01+2.09035646e-17j]]",(3.026361502499801e-17+0.49424234066620215j),"  (0, 0)	(0.42433951696695305+0j)
  (1, 1)	(0.575660483033047+0j)"
[4.59938043e-05 4.71239284e+00],0.03258204460144043,"[[9.99999999e-01-2.65133779e-18j 1.62691947e-21+2.29969022e-05j]
 [1.62691947e-21-2.29969022e-05j 5.28857509e-10-2.52151679e-26j]]",(0.1956419679642465-1.8747787375198967e-18j),[0.76221564 4.71238898],0.054888248443603516,"[[8.61653914e-01-2.01874091e-17j 1.50172096e-17+3.45262866e-01j]
 [1.50172096e-17-3.45262866e-01j 1.38346086e-01-5.59047779e-18j]]",(2.1141253175611623e-17+0.3452628658374151j),[3.16364474e-17 5.25827865e+00],0.15070033073425293,"[[1.00000000e+00-1.45725184e-17j 4.44770860e-34+1.58182237e-17j]
 [4.44770860e-34-1.58182237e-17j 2.50216201e-34-3.67368283e-51j]]",(0.1956419700637591-1.0304326550184712e-17j),[0.76219736 1.57079633],0.06695079803466797,"[[ 8.61660228e-01+2.31487717e-17j -2.60961790e-18+3.45256252e-01j]
 [-2.60961790e-18-3.45256252e-01j  1.38339772e-01+5.80363562e-18j]]",(2.1140848212840098e-17-0.3452562522934642j),"  (0, 0)	(0.8616602362832204+0j)
  (1, 1)	(0.13833976371677972+0j)"
