Nelder-Mead,time,Powell,time,COBYLA,time,Density Matrix,0,1
[1.18472583 1.57084073],0.027690410614013672,[1.18477739 4.71238898],0.08477997779846191,[1.27356438e-04 4.79444057e-01],0.017627477645874023,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.68825243 0.        ]
 [0.         0.31174757]]",[1.18477234 4.71238898],0.9264164833420212
[3.14159265 1.22780779],0.029327392578125,[3.14159265 4.71239286],0.0968480110168457,[3.14148148 1.26522336],0.012070894241333008,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.16797871 0.        ]
 [0.         0.83202129]]",[3.14159265 4.71239946],0.33595742274569695
[1.58815917 1.57082475],0.021662473678588867,[1.58813033 4.71239284],0.04034900665283203,[1.58815639 1.57067658],0.022172212600708008,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.49133184 0.        ]
 [0.         0.50866816]]",[1.588134  4.7123878],0.9998513808401062
[3.14159265 1.22780779],0.02779078483581543,[3.14159265 4.71239288],0.15122008323669434,[3.1414441 1.2568584],0.01208043098449707,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.14753119 0.        ]
 [0.         0.85246881]]",[3.14159265 4.71240418],0.29506238362370824
[1.54863108 1.57074338],0.0195925235748291,[1.54863204 4.71239284],0.0252535343170166,[1.54863529 1.57072982],0.013136863708496094,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.51107982 0.        ]
 [0.         0.48892018]]",[1.54863647 1.57079751],0.9997572631862237
[0.         1.96209534],0.023145437240600586,[0.20204749 0.71223036],0.11166214942932129,[ 0.15657753 -0.22575554],0.013617515563964844,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.98972366+0.j         0.06555375+0.07594628j]
 [0.06555375-0.07594628j 0.01027634+0.j        ]]",[0.20309162 0.70760768],0.0013822514337899772
[1.57437327 1.48978935],0.02197718620300293,[1.5744069 1.4898143],0.02617359161376953,[1.68955033 1.48929605],0.015584707260131836,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.4981926 +0.j         0.01282427+0.04045248j]
 [0.01282427-0.04045248j 0.5018074 +0.j        ]]",[1.57441275 1.48980406],0.9710702180760048
[1.77398148 1.57078846],0.022061824798583984,[1.77398622 1.57079633],0.0623776912689209,[3.14173114 0.74920435],0.03271818161010742,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.39910061 0.        ]
 [0.         0.60089939]]",[1.77399085 4.71238898],0.9794273074705899
[1.92683848 1.57076632],0.030598163604736328,[1.92681615 1.57079633],0.043383121490478516,[3.1417398  1.03112277],0.011515378952026367,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.32573082 0.        ]
 [0.         0.67426918]]",[1.92680792 4.71238898],0.9372947276371866
[3.14159265 1.27283226],0.0361325740814209,[3.14159265 4.71239287],0.09269022941589355,[3.14151392 1.40992406],0.013578176498413086,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[5.90928237e-04 0.00000000e+00]
 [0.00000000e+00 9.99409072e-01]]",[3.14159265 4.71240516],0.001181856507465272
