Powell,time
[3.14159265 4.71240384],0.05627727508544922
[1.63025672 3.11294312],0.0327606201171875
[0.76974475 4.92776005],0.035799503326416016
[1.87053325 4.53327607],0.03595876693725586
[3.62718556e-05 4.71239284e+00],0.033888816833496094
[0.10591099 0.20963947],0.15793395042419434
[1.31111586 5.86688356],0.03713250160217285
[1.28131128 6.17980767],0.03461194038391113
[1.45425523 1.43596371],0.03396463394165039
[1.46910539 1.33034233],0.03040027618408203
