dual_annealing,time,matrix,degree
[1.15064095 2.73185505],1.9448978900909424,"[[ 7.03951163e-01+9.05686525e-18j -2.98192238e-18+4.56512785e-01j]
 [-2.98192238e-18-4.56512785e-01j  2.96048837e-01-2.93656929e-18j]]",(0.1818603842099016-0.7526305508379538j)
[0. 0.],1.713435173034668,"[[1.+0.j 0.+0.j]
 [0.+0.j 0.+0.j]]",(0.04523253622332878+0j)
[0.         1.58620626],1.6546313762664795,"[[1.-2.70031128e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.6682454957945325-1.9094084202770708e-17j)
[3.14159265 1.18651265],1.8352034091949463,"[[3.74939946e-33-4.41570246e-50j 1.59610234e-33+6.12323400e-17j]
 [1.59610234e-33-6.12323400e-17j 1.00000000e+00-8.70457071e-18j]]",(0.08881842351662467-6.155060978966007e-18j)
[1.50383084 1.81195707],2.412367820739746,"[[ 5.33457723e-01-1.38874548e-17j -1.79682158e-17+4.98879325e-01j]
 [-1.79682158e-17-4.98879325e-01j  4.66542277e-01+1.04011481e-19j]]",(0.13046317664331789-0.6180356906749414j)
[2.16097297 6.00391283],2.0143344402313232,"[[2.21746101e-01+1.36450442e-18j 6.27584265e-18+4.15421193e-01j]
 [6.27584265e-18-4.15421193e-01j 7.78253899e-01-9.87635467e-19j]]",(0.11451350219663164+0.0833216715818806j)
[0.66146372 1.04004282],1.9141156673431396,"[[ 8.94546977e-01+4.14417891e-18j -1.50044014e-17+3.07136261e-01j]
 [-1.50044014e-17-3.07136261e-01j  1.05453023e-01-2.00162329e-18j]]",(0.2661039196808638-0.15095541750186536j)
[1.60566328 4.62930887],2.10872483253479,"[[4.82570057e-01+2.00358291e-18j 4.06392244e-17+4.99696105e-01j]
 [4.06392244e-17-4.99696105e-01j 5.17429943e-01-1.11915390e-17j]]",(0.12289353580783069+0.5411631655982715j)
[3.14159265 2.53921692],1.6994168758392334,"[[3.74939946e-33-5.09519779e-50j 7.97967239e-34+6.12323400e-17j]
 [7.97967239e-34-6.12323400e-17j 1.00000000e+00-8.96939490e-18j]]",(0.16970631044699977-6.342319957471657e-18j)
[1.46314890e+00 1.11730479e-03],1.7684547901153564,"[[ 5.53719824e-01-4.48831809e-22j -1.40133243e-20+4.97105804e-01j]
 [-1.40133243e-20-4.97105804e-01j  4.46280176e-01+8.02273149e-21j]]",(0.0005554189774112243-0.2781351608675024j)
