dual_annealing,time,matrix,degree
[0.         2.06552276],1.5784268379211426,"[[1.+1.06697879e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.4932439554495414+7.544679383774975e-18j)
[3.14159265 2.55370915],1.692739486694336,"[[3.74939946e-33+7.60605329e-51j 4.22911968e-34+6.12323400e-17j]
 [4.22911968e-34-6.12323400e-17j 1.00000000e+00+1.92667691e-17j]]",(0.5003377512528795+1.362366310184553e-17j)
[3.14159265 2.25562411],1.5701367855072021,"[[ 3.74939946e-33-7.43727361e-50j -1.25299392e-33+6.12323400e-17j]
 [-1.25299392e-33-6.12323400e-17j  1.00000000e+00+8.62749470e-18j]]",(0.1709258073268804+6.1005600100972686e-18j)
[2.5322731  5.37220125],1.9153110980987549,"[[ 8.99811829e-02+9.19631205e-20j -2.70129360e-17+2.86154800e-01j]
 [-2.70129360e-17-2.86154800e-01j  9.10018817e-01-1.17274895e-17j]]",(0.22671367371756557+0.11044769777203176j)
[0.         4.29133864],1.5749201774597168,"[[1.-2.15996574e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.004763898050701414-1.5273264222823854e-17j)
[1.40775578 2.760452  ],1.8634188175201416,"[[5.81159589e-01-3.17846383e-18j 1.89115490e-17+4.93369153e-01j]
 [1.89115490e-17-4.93369153e-01j 4.18840411e-01-3.29432419e-18j]]",(0.18352320477471795-0.6785854141834538j)
[3.14159265 1.94169643],1.5995235443115234,"[[ 3.74939946e-33+1.57668391e-51j -3.16052999e-33+6.12323400e-17j]
 [-3.16052999e-33-6.12323400e-17j  1.00000000e+00-1.19838145e-17j]]",(0.4209092955298704-8.473836526364393e-18j)
[1.56851047 1.58274643],1.8082425594329834,"[[5.01142929e-01-2.57368893e-17j 2.25533701e-17+4.99998694e-01j]
 [2.25533701e-17-4.99998694e-01j 4.98857071e-01+1.12213221e-17j]]",(0.033235687435895514-0.5059735883690304j)
[2.76744338 0.62212732],1.7467865943908691,"[[ 3.45905591e-02-5.78051809e-20j -2.83714576e-19+1.82740396e-01j]
 [-2.83714576e-19-1.82740396e-01j  9.65409441e-01-7.80882021e-18j]]",(0.1065112591705498-0.034233482201499604j)
[1.10924697 1.6981948 ],1.6739063262939453,"[[7.22667938e-01+4.95745218e-18j 9.77108715e-18+4.47681795e-01j]
 [9.77108715e-18-4.47681795e-01j 2.77332062e-01-9.76878410e-18j]]",(0.3468005226222824-0.504561615517178j)
