Nelder-Mead,fun,time
[3.14159265 1.071967  ],2.5739070081854494,0.11820769309997559
[0.53473042 2.41917827],0.013785530938760948,0.05077934265136719
[3.14159265 1.10191021],1.1099711045799718,0.08638739585876465
[3.14159265 1.10191021],1.8972293226268635,0.07423210144042969
[3.14159265 1.10191021],1.2120779409191065,0.10335540771484375
[3.14159265 1.19097957],0.004199359350850854,0.08116507530212402
[2.12455776 3.06158611],0.14498875130414346,0.14772391319274902
[3.14159265 1.10191021],1.1713955940477145,0.10606789588928223
[0.54824556 2.80777332],0.01556370989389294,0.16460394859313965
[3.14159265 1.18575121],0.01987050538161233,0.08099508285522461
