Powell,time,matrix,degree
[1.08055118e-08 3.55816242e+00],0.05903291702270508,"[[1.00000000e+00-9.22489104e-18j 7.76245062e-27+5.40275590e-09j]
 [7.76245062e-27-5.40275590e-09j 2.91897713e-17-3.54255076e-34j]]",(0.20488922430835294-6.522983008742267e-18j)
[3.70601195e-08 5.20691847e+00],0.05431962013244629,"[[ 1.00000000e+00-2.01037405e-18j -8.68163890e-25+1.85300597e-08j]
 [-8.68163890e-25-1.85300597e-08j  3.43363114e-16-1.14689146e-32j]]",(0.602311739334824-1.4215491251496263e-18j)
[1.41669227 2.20362805],0.020980358123779297,"[[ 5.76747417e-01-1.04107342e-17j -1.95667510e-17+4.94074725e-01j]
 [-1.95667510e-17-4.94074725e-01j  4.23252583e-01-1.22757607e-17j]]",(0.12048097493630476-0.5769376728535004j)
[3.14159264 2.53002004],0.03927755355834961,"[[ 8.07456461e-17+1.21140643e-33j -1.70747047e-26+8.98585812e-09j]
 [-1.70747047e-26-8.98585812e-09j  1.00000000e+00-1.45723057e-17j]]",(0.3040445497300613-1.0304176210949346e-17j)
[8.42259506e-09 3.77528807e+00],0.046875,"[[ 1.00000000e+00-4.41128742e-18j -7.58213157e-26+4.21129753e-09j]
 [-7.58213157e-26-4.21129753e-09j  1.77350269e-17+3.39643083e-34j]]",(0.39408121495599047-3.1192512495708107e-18j)
[2.24678728e-09 3.55816243e+00],0.03935408592224121,"[[ 1.00000000e+00-7.88512262e-18j -1.07396928e-26+1.12339364e-09j]
 [-1.07396928e-26-1.12339364e-09j  1.26201327e-18+2.59916495e-37j]]",(0.20626959687436078-5.57562367453892e-18j)
[3.14159263 6.14341474],0.050864219665527344,"[[ 1.15649557e-16+2.94865565e-35j -9.88100301e-26+1.07540484e-08j]
 [-9.88100301e-26-1.07540484e-08j  1.00000000e+00+5.93020843e-18j]]",(0.5563468613810268+4.1932905967116074e-18j)
[3.14159265 2.53002005],0.043974876403808594,"[[9.88265221e-19+1.44023589e-35j 3.46414656e-26+9.94115296e-10j]
 [3.46414656e-26-9.94115296e-10j 1.00000000e+00+4.98282480e-18j]]",(0.5460792146213103+3.523389208438015e-18j)
[2.73400806 0.73795467],0.06341910362243652,"[[ 4.09595244e-02+1.80872920e-19j -3.34566064e-18+1.98196473e-01j]
 [-3.34566064e-18-1.98196473e-01j  9.59040476e-01-7.75470609e-18j]]",(0.1328756141837161-0.05208803162281563j)
[1.3768898  2.98178494],0.0139617919921875,"[[ 5.96346837e-01+1.13147844e-18j -6.50152584e-18+4.90629480e-01j]
 [-6.50152584e-18-4.90629480e-01j  4.03653163e-01+2.71309120e-18j]]",(0.029247892755910714-0.6651289280370472j)
[3.14159265 2.53002005],0.04367661476135254,"[[2.62604837e-18+1.47764809e-35j 1.30214678e-27+1.62050868e-09j]
 [1.30214678e-27-1.62050868e-09j 1.00000000e+00-3.95146915e-18j]]",(0.02230462506028384-2.7941106336655115e-18j)
[2.13335971e-08 3.74172485e+00],0.05286264419555664,"[[ 1.00000000e+00-9.00130085e-18j -5.12758299e-25+1.06667985e-08j]
 [-5.12758299e-25-1.06667985e-08j  1.13780591e-16+7.10588908e-34j]]",(0.5965312083962537-6.364880872313504e-18j)
[0.88709249 2.20794124],0.02304220199584961,"[[8.15834352e-01-6.96409368e-18j 3.79391517e-18+3.87619223e-01j]
 [3.79391517e-18-3.87619223e-01j 1.84165648e-01-1.27925950e-18j]]",(0.28196075194311127-0.5945677317544221j)
[8.00029120e-09 3.55816242e+00],0.04401659965515137,"[[ 1.00000000e+00+1.36072574e-17j -6.19106741e-26+4.00014560e-09j]
 [-6.19106741e-26-4.00014560e-09j  1.60011648e-17+1.60112822e-34j]]",(0.07103576924429718+9.621783971538873e-18j)
[1.61937567e-09 3.55816244e+00],0.05437660217285156,"[[1.00000000e+00+1.31655109e-17j 1.82546464e-27+8.09687835e-10j]
 [1.82546464e-27-8.09687835e-10j 6.55594390e-19+6.54747544e-36j]]",(0.04542629679160603+9.309422067729695e-18j)
[0.4851127  2.51332705],0.027961254119873047,"[[ 9.42311202e-01+1.03313679e-17j -8.04612864e-18+2.33154028e-01j]
 [-8.04612864e-18-2.33154028e-01j  5.76887983e-02+1.19726962e-19j]]",(0.13601873604876938-0.42035075500863917j)
[1.80593512 0.11973643],0.05585050582885742,"[[ 3.83511017e-01-1.57851839e-18j -3.09240104e-19+4.86241007e-01j]
 [-3.09240104e-19-4.86241007e-01j  6.16488983e-01-3.41700962e-18j]]",(0.027248655506910364-0.2570943599671943j)
[1.01895208 2.53361092],0.025968313217163086,"[[ 7.62129302e-01+2.93766533e-18j -6.96292053e-18+4.25779555e-01j]
 [-6.96292053e-18-4.25779555e-01j  2.37870698e-01-1.67534227e-18j]]",(0.20082437061878217-0.7103976570684966j)
[3.14159264 2.53002004],0.039392948150634766,"[[ 5.71893009e-17+1.11161865e-33j -2.60367786e-26+7.56236080e-09j]
 [-2.60367786e-26-7.56236080e-09j  1.00000000e+00+2.43994570e-17j]]",(0.2582492985817681+1.7253021491852312e-17j)
[1.60659107 2.99034076],0.014924764633178711,"[[4.82106448e-01+3.26393279e-19j 3.53472304e-18+4.99679718e-01j]
 [3.53472304e-18-4.99679718e-01j 5.17893552e-01+2.01256690e-18j]]",(0.005388105559847649-0.534480831698531j)
