differential_evolution,time,matrix,degree
[1.91152341 1.37676736],0.4384181499481201,"[[ 3.32913767e-01-5.67855289e-18j -2.96781605e-17+4.71255971e-01j]
 [-2.96781605e-17-4.71255971e-01j  6.67086233e-01-4.50537489e-18j]]",(1.7684027087891918e-17+0.2888020791007534j)
[3.14159265 3.28533872],0.18035292625427246,"[[ 3.74939946e-33-2.21261883e-51j -6.47093318e-34+6.12323400e-17j]
 [-6.47093318e-34-6.12323400e-17j  1.00000000e+00+3.09354796e-18j]]",(0.5246637345952401+2.1874687426810717e-18j)
[3.14159265 0.94735829],0.2897646427154541,"[[ 3.74939946e-33+1.60736319e-50j -3.35335285e-33+6.12323400e-17j]
 [-3.35335285e-33-6.12323400e-17j  1.00000000e+00+4.62861827e-18j]]",(0.6362906048045329+3.272927363134592e-18j)
[7.86266396e-06 5.37324987e+00],0.32564377784729004,"[[1.00000000e+00-1.46154455e-17j 1.98603612e-22+3.93133198e-06j]
 [1.98603612e-22-3.93133198e-06j 1.54553712e-11-7.67981025e-30j]]",(0.09343692295987968-1.0334680611646594e-17j)
[3.14159115 3.21310213],0.4901149272918701,"[[ 5.67295699e-13+2.97165572e-31j -4.34922378e-24+7.53190347e-07j]
 [-4.34922378e-24-7.53190347e-07j  1.00000000e+00+1.55822908e-18j]]",(0.019679646796400625+1.101834353917655e-18j)
[1.00584517 3.58051737],0.5526692867279053,"[[ 7.67687283e-01+2.05603735e-18j -1.87702587e-17+4.22307374e-01j]
 [-1.87702587e-17-4.22307374e-01j  2.32312717e-01+2.22191186e-18j]]",(6.090798896640541e-17-0.9947029463321494j)
[1.74098547 0.15223471],0.3414280414581299,"[[4.15315616e-01+1.97863701e-18j 3.61566385e-18+4.92776374e-01j]
 [3.61566385e-18-4.92776374e-01j 5.84684384e-01-9.45878587e-19j]]",(1.9595028850759557e-17-0.3200111062945231j)
[1.65153358 0.02531628],0.47170042991638184,"[[ 4.59675217e-01-1.12025981e-19j -4.61841498e-19+4.98371259e-01j]
 [-4.61841498e-19-4.98371259e-01j  5.40324783e-01+2.23880984e-19j]]",(2.649674437469026e-17-0.4327246744634996j)
[3.14158577 1.63288821],0.281294584274292,"[[ 1.18609715e-11+9.37046198e-29j -1.45107835e-22+3.44397611e-06j]
 [-1.45107835e-22-3.44397611e-06j  1.00000000e+00-1.68402042e-17j]]",(0.09961381360445049-1.1907822610536387e-17j)
[1.07465893 0.17634723],0.41263675689697266,"[[7.38016110e-01-5.78585415e-18j 8.22641076e-18+4.39713920e-01j]
 [8.22641076e-18-4.39713920e-01j 2.61983890e-01+1.62380344e-18j]]",(4.815497348299847e-18-0.07864303979976241j)
