COBYLA,time
[3.14164912 3.58072385],0.010553121566772461
[3.14150146 3.16041352],0.011228799819946289
[3.14168865 3.20850364],0.012670040130615234
[3.14150991 3.0816724 ],0.010629653930664062
[3.14168205 3.13787133],0.010632753372192383
[0.4251645  1.26185622],0.017116069793701172
[3.14173077 3.0105315 ],0.012637853622436523
[3.14151306 3.18704203],0.01251220703125
[2.33822469 4.14126678],0.012483835220336914
[3.14144919 3.58060125],0.009680509567260742
