COBYLA,time
[1.27356438e-04 4.79444057e-01],0.017627477645874023
[3.14148148 1.26522336],0.012070894241333008
[1.58815639 1.57067658],0.022172212600708008
[3.1414441 1.2568584],0.01208043098449707
[1.54863529 1.57072982],0.013136863708496094
[ 0.15657753 -0.22575554],0.013617515563964844
[1.68955033 1.48929605],0.015584707260131836
[3.14173114 0.74920435],0.03271818161010742
[3.1417398  1.03112277],0.011515378952026367
[3.14151392 1.40992406],0.013578176498413086
