differential_evolution,time,matrix,degree
[6.25138322e-06 1.10697526e+00],0.29060935974121094,"[[1.00000000e+00-1.58745472e-17j 1.42705332e-22+3.12569161e-06j]
 [1.42705332e-22-3.12569161e-06j 9.76994804e-12-2.83167952e-28j]]",(0.5290537188475997-1.1224999989625536e-17j)
[1.91282028 3.44968382],0.2904939651489258,"[[3.32302750e-01-5.32572102e-19j 3.06216599e-18+4.71038886e-01j]
 [3.06216599e-18-4.71038886e-01j 6.67697250e-01+6.13347120e-18j]]",(0.14283794575661796+0.7727835422856106j)
[1.72778306 5.9451844 ],0.28590869903564453,"[[4.21828647e-01+1.77727981e-18j 1.14037668e-18+4.93851435e-01j]
 [1.14037668e-18-4.93851435e-01j 5.78171353e-01+4.71464199e-18j]]",(0.16376352988615728+0.29603500455995335j)
[3.14158675 5.71877662],0.2919154167175293,"[[ 8.70187108e-12-1.51249248e-28j -3.67084577e-23+2.94989340e-06j]
 [-3.67084577e-23-2.94989340e-06j  1.00000000e+00+1.73078874e-17j]]",(0.017758771859412978+1.2238524728396004e-17j)
[1.4378467  3.36580885],0.32532763481140137,"[[5.66279154e-01-3.28390505e-18j 9.50206690e-19+4.95587604e-01j]
 [9.50206690e-19-4.95587604e-01j 4.33720846e-01+2.19975775e-18j]]",(0.1101900602456284+0.7085463793902521j)
[3.14159265 5.07454298],0.25311803817749023,"[[3.74939946e-33+1.37207548e-49j 3.59042946e-33+6.12323400e-17j]
 [3.59042946e-33-6.12323400e-17j 1.00000000e+00-1.12516020e-17j]]",(0.4092059301919561-7.956084087497409e-18j)
[1.55718522 3.23319879],0.34273386001586914,"[[5.06805345e-01-1.40046372e-18j 1.55299294e-18+4.99953685e-01j]
 [1.55299294e-18-4.99953685e-01j 4.93194655e-01+4.23132237e-19j]]",(0.04573479811460848+0.5679319648108396j)
[3.14159265 3.34596143],0.22941374778747559,"[[ 3.74939946e-33-1.37644674e-50j -5.75283544e-34+6.12323400e-17j]
 [-5.75283544e-34-6.12323400e-17j  1.00000000e+00-4.51568993e-18j]]",(0.25126899843310596-3.1930749740361e-18j)
[1.95520265 1.51938391],0.31252574920654297,"[[3.12495575e-01+3.06579868e-18j 7.39451981e-18+4.63510615e-01j]
 [7.39451981e-18-4.63510615e-01j 6.87504425e-01+1.57464857e-17j]]",(0.3414985041373383-0.43969091177486797j)
[3.14159265 0.79420037],0.5164158344268799,"[[ 1.48571812e-18+3.56848672e-35j -2.07065100e-26+1.21890038e-09j]
 [-2.07065100e-26-1.21890038e-09j  1.00000000e+00+4.67536987e-18j]]",(0.00011209797425701136+3.305985739353832e-18j)
