COBYLA,time
[2.1346926  3.44886946],0.01252889633178711
[3.79629299 2.92785682],0.1654951572418213
[3.14149458 0.7953666 ],0.012523889541625977
[3.14149458 0.7953666 ],0.012530088424682617
[2.0167853  4.74745445],0.01262211799621582
[0.74309155 5.5084517 ],0.020188570022583008
[1.68466585 2.68818013],0.013474702835083008
[1.11980942 0.30391019],0.015048503875732422
[1.46169376 1.87944373],0.01301121711730957
[0.87840852 3.08868269],0.012489557266235352
