dual_annealing,time,matrix,degree
[3.14159265 4.6815767 ],1.6441950798034668,"[[3.74939946e-33-1.58259682e-49j 3.58633738e-33+6.12323400e-17j]
 [3.58633738e-33-6.12323400e-17j 1.00000000e+00+2.41561142e-17j]]",(0.7066499452104434+1.708095218816867e-17j)
[1.48356144 3.17784702],1.870964527130127,"[[ 5.43562143e-01-2.46819785e-19j -7.03017320e-20+4.98098725e-01j]
 [-7.03017320e-20-4.98098725e-01j  4.56437857e-01-4.32870899e-19j]]",(0.01805430189390435+0.6966959609007602j)
[2.73974274 1.81224618],1.7291488647460938,"[[3.98304856e-02+1.52065918e-18j 1.03205801e-17+1.95560778e-01j]
 [1.03205801e-17-1.95560778e-01j 9.60169514e-01+2.48665104e-19j]]",(0.18989258074382775-0.24231227218430135j)
[1.52715444 3.12252309],1.864307165145874,"[[ 5.21814016e-01+3.97420750e-19j -4.71878471e-19+4.99523922e-01j]
 [-4.71878471e-19-4.99523922e-01j  4.78185984e-01+2.82003097e-21j]]",(0.009525123111777547-0.6436474232784679j)
[3.14159265 2.35328468],1.7197554111480713,"[[3.74939946e-33+6.25220403e-50j 1.44589683e-33+6.12323400e-17j]
 [1.44589683e-33-6.12323400e-17j 1.00000000e+00-2.41126269e-18j]]",(0.1877534462120274-1.7050202023519363e-18j)
[3.14159265 3.20457603],1.5940396785736084,"[[3.74939946e-33-7.82879283e-51j 4.34058020e-34+6.12323400e-17j]
 [4.34058020e-34-6.12323400e-17j 1.00000000e+00-2.81660972e-18j]]",(0.06181007336035914-1.991643832125023e-18j)
[0.         6.28318531],1.5894687175750732,"[[1.+0.j 0.+0.j]
 [0.+0.j 0.+0.j]]",(0.39229688870603197+0j)
[0.        4.3553617],1.6218187808990479,"[[1.+2.07904258e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.3487637609342447+1.4701051058331087e-17j)
[3.14159265 4.67086531],1.5798380374908447,"[[ 3.74939946e-33+7.79917511e-50j -1.06459807e-33+6.12323400e-17j]
 [-1.06459807e-33-6.12323400e-17j  1.00000000e+00+1.24219605e-17j]]",(0.538424865715518+8.783652514712881e-18j)
[0.         2.48821954],1.5849230289459229,"[[1.-9.65232773e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.13418225139622927-6.825226392376966e-18j)
