Nelder-Mead,time,matrix,degree
[2.11498493 0.        ],0.041887760162353516,"[[0.24113796+0.j         0.        +0.42777382j]
 [0.        -0.42777382j 0.75886204+0.j        ]]",(0.14820391228041874+0.10702593928810643j)
[0.2327662  0.53331809],0.03989124298095703,"[[ 9.86516020e-01-1.03127233e-17j -6.10002163e-19+1.15335001e-01j]
 [-6.10002163e-19-1.15335001e-01j  1.34839801e-02+1.91166150e-20j]]",(0.6710733782987022-0.0013995636992031083j)
[0.        1.0371746],0.026928424835205078,"[[1.-8.94480204e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.4405189181073785-6.324930179987984e-18j)
[0.        1.0371746],0.025881528854370117,"[[1.-8.94480204e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.7561626301536507-6.324930179987983e-18j)
[0.         0.93483698],0.021979808807373047,"[[1.-2.28602595e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(1.2259907016252398-0.00483137693028601j)
[1.26166251 2.82001674],0.08229780197143555,"[[ 6.52116812e-01+9.66815187e-19j -5.91848132e-18+4.76298725e-01j]
 [-5.91848132e-18-4.76298725e-01j  3.47883188e-01-1.82270353e-18j]]",(0.15051254516707765-0.7647112843156388j)
[0.         0.93483698],0.02918696403503418,"[[1.-2.28602595e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.7279658701565117-0.005427968696629509j)
[0.        1.0371746],0.02767634391784668,"[[1.-8.94480204e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(1.1439107974890494-6.324930179987985e-18j)
[0.55165937 0.        ],0.028490066528320312,"[[0.92582801+0.j         0.        +0.26205058j]
 [0.        -0.26205058j 0.07417199+0.j        ]]",(0.012935495957662555+4.395875651617161e-06j)
[0.47083498 0.        ],0.05777549743652344,"[[0.94559491+0.j         0.        +0.22681528j]
 [0.        -0.22681528j 0.05440509+0.j        ]]",(0.4788107575374665+1.090397027375179e-05j)
