Nelder-Mead,time,matrix,degree
[1.87488198 0.795535  ],0.2279369831085205,"[[3.50289548e-01-8.65259192e-18j 1.09407809e-17+4.77060563e-01j]
 [1.09407809e-17-4.77060563e-01j 6.49710452e-01-5.14078129e-18j]]",(0.7391788296518051+5.117728872899912e-17j)
[1.57916822 1.17749163],0.2240610122680664,"[[ 4.95814100e-01+7.60158475e-18j -1.91973932e-17+4.99982478e-01j]
 [-1.91973932e-17-4.99982478e-01j  5.04185900e-01+5.87958965e-18j]]",(1.1105979441626026-1.2096185489040118e-34j)
[0.29458274 0.        ],0.22296953201293945,"[[0.97846169+0.j        0.        +0.1451703j]
 [0.        -0.1451703j 0.02153831+0.j       ]]",(0.3408976832967413+2.5324279061834864e-19j)
[1.49111108 0.16662691],0.2528526782989502,"[[5.39800470e-01-1.28845517e-18j 2.51914506e-19+4.98413405e-01j]
 [2.51914506e-19-4.98413405e-01j 4.60199530e-01-7.24437411e-19j]]",(0.16590608952511277-1.5018009458919386e-33j)
[0.       0.363348],0.1960735321044922,"[[1.-3.18847723e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(1.9602075597456983-3.1110130810151757e-18j)
[0.39016332 0.        ],0.1922609806060791,"[[0.96242348+0.j         0.        +0.19016973j]
 [0.        -0.19016973j 0.03757652+0.j        ]]",(1.4162740220350156-2.0960199379113174e-17j)
[1.35037413 0.66793145],0.2009904384613037,"[[6.09320812e-01-1.28189784e-17j 2.76859702e-17+4.87902613e-01j]
 [2.76859702e-17-4.87902613e-01j 3.90679188e-01-5.29181550e-18j]]",(0.6397227106520006+5.244415137644639e-17j)
[0.       0.363348],0.18920516967773438,"[[1.-3.18847723e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.8753536807562092+2.243647773215377e-18j)
[1.37525234 0.51631366],0.19719648361206055,"[[5.97150092e-01+3.13702248e-18j 2.16040417e-17+4.90471059e-01j]
 [2.16040417e-17-4.90471059e-01j 4.02849908e-01+5.44942546e-19j]]",(0.5008668823697412-5.367163263150272e-17j)
[1.53330088 0.        ],0.22742247581481934,"[[0.51874333+0.j         0.        +0.49964856j]
 [0.        -0.49964856j 0.48125667+0.j        ]]",(0.3076156133592595-1.3175783466732088e-33j)
