Nelder-Mead,time,matrix,degree
[3.14155089 4.71239284],0.04096269607543945,"[[4.36103471e-10-7.82019576e-27j 1.09496423e-21+2.08830905e-05j]
 [1.09496423e-21-2.08830905e-05j 1.00000000e+00+1.02814559e-17j]]",(0.16904762671624235+7.270087408554061e-18j)
[0.2459901  0.74971194],0.13064146041870117,"[[ 9.84948347e-01+1.39969807e-17j -1.01982567e-18+1.21758368e-01j]
 [-1.01982567e-18-1.21758368e-01j  1.50516525e-02+3.74530262e-19j]]",(0.0829701644236881-0.03264473171809958j)
[1.55070464e-09 4.71239286e+00],0.07178139686584473,"[[1.00000000e+00-2.45708506e-17j 5.45359769e-26+7.75352320e-10j]
 [5.45359769e-26-7.75352320e-10j 6.01171219e-19-4.30983777e-37j]]",(0.20922082596744215-1.737421511144689e-17j)
[1.14918956 3.20322612],0.028949499130249023,"[[7.04613524e-01-1.95638360e-20j 6.96379951e-19+4.56216293e-01j]
 [6.96379951e-19-4.56216293e-01j 2.95386476e-01+6.74508941e-19j]]",(0.028099458213582153+0.8027534161050054j)
[1.06695614 1.98922307],0.037870168685913086,"[[ 7.41396039e-01+1.56421724e-17j -1.55045622e-17+4.37867505e-01j]
 [-1.55045622e-17-4.37867505e-01j  2.58603961e-01+3.49667153e-18j]]",(0.30528365071075203-0.61578132477033j)
[2.08059047 1.1818112 ],0.0538477897644043,"[[2.56001212e-01-6.40360503e-18j 9.23806936e-18+4.36422492e-01j]
 [9.23806936e-18-4.36422492e-01j 7.43998788e-01+2.59847154e-17j]]",(0.3123017376476811-0.27090617116442534j)
[3.14154273 4.71239284],0.030862808227539062,"[[6.23116169e-10-1.21099923e-26j 5.12723738e-22+2.49622949e-05j]
 [5.12723738e-22-2.49622949e-05j 9.99999999e-01+2.64413783e-17j]]",(0.06966434180401403+1.869687930988997e-17j)
[1.358848   4.71239284],0.029920101165771484,"[[ 6.05182513e-01-1.85739709e-17j -4.30349117e-17+4.88811455e-01j]
 [-4.30349117e-17-4.88811455e-01j  3.94817487e-01-1.16246994e-17j]]",(2.993106920964373e-17-0.48881145535974785j)
[3.1415399  4.71239284],0.03088688850402832,"[[6.95865753e-10-1.70013597e-26j 4.92620130e-22+2.63792675e-05j]
 [4.92620130e-22-2.63792675e-05j 9.99999999e-01-1.60869072e-17j]]",(0.15087372888813871-1.1375161263890058e-17j)
[1.23311261 5.83644101],0.05121564865112305,"[[6.65651257e-01-1.29700394e-17j 7.80666385e-18+4.71762293e-01j]
 [7.80666385e-18-4.71762293e-01j 3.34348743e-01+1.63492111e-18j]]",(0.20381624125560682+0.20864411487871734j)
[2.11431615 3.33682612],0.020676136016845703,"[[2.41424110e-01-2.04539639e-20j 1.44488561e-18+4.27946853e-01j]
 [1.44488561e-18-4.27946853e-01j 7.58575890e-01+5.66830807e-18j]]",(0.0830234064729367+0.7714006923673661j)
[1.13841584 0.51847269],0.06171679496765137,"[[7.09516700e-01-4.67676274e-19j 1.74136529e-17+4.53985410e-01j]
 [1.74136529e-17-4.53985410e-01j 2.90483300e-01-6.76117058e-18j]]",(0.22497063444931162-0.18732196175233984j)
[1.6509009  1.53815929],0.041778564453125,"[[4.59990533e-01-1.33038773e-17j 3.51611800e-17+4.98396672e-01j]
 [3.51611800e-17-4.98396672e-01j 5.40009467e-01+1.90586626e-17j]]",(0.1911435661288318-0.48213095086174984j)
[3.62604705e-05 4.71239284e+00],0.037700653076171875,"[[ 1.00000000e+00-2.13813784e-17j -7.20680707e-23+1.81302352e-05j]
 [-7.20680707e-23-1.81302352e-05j  3.28705430e-10-8.71227662e-27j]]",(0.3319290715449836-1.5118917649619643e-17j)
[3.14155146 4.71239284],0.03630971908569336,"[[ 4.24170845e-10+8.25629866e-27j -1.89237174e-21+2.05954084e-05j]
 [-1.89237174e-21-2.05954084e-05j  1.00000000e+00+1.22707040e-17j]]",(0.2747053020774742+8.676697889513142e-18j)
[6.44963976e-10 4.71239272e+00],0.07184576988220215,"[[ 1.00000000e+00+2.27880940e-17j -5.47766886e-27+3.22481988e-10j]
 [-5.47766886e-27-3.22481988e-10j  1.03994633e-19+1.61634576e-36j]]",(0.13009246286446854+1.611361577931645e-17j)
[3.48099309e-10 4.71239294e+00],0.07296586036682129,"[[1.00000000e+00+1.00219072e-17j 8.75317516e-27+1.74049654e-10j]
 [8.75317516e-27-1.74049654e-10j 3.02932822e-20-8.08752930e-37j]]",(0.038323202051084575+7.086558506553183e-18j)
[3.14154464 4.71239284],0.030915260314941406,"[[ 5.76228227e-10-1.16869976e-26j -1.75818654e-21+2.40047543e-05j]
 [-1.75818654e-21-2.40047543e-05j  9.99999999e-01+1.90134896e-17j]]",(0.08648541637736132+1.3444567473407853e-17j)
[1.51799095 5.0271083 ],0.032915592193603516,"[[5.26390419e-01-1.93012793e-17j 1.86571497e-17+4.99303060e-01j]
 [1.86571497e-17-4.99303060e-01j 4.73609581e-01-7.47511376e-18j]]",(0.03341801062401432+0.34474785760915627j)
[1.73644421 0.20872599],0.04539060592651367,"[[4.17554310e-01+2.59063848e-18j 2.95418974e-18+4.93155866e-01j]
 [2.95418974e-18-4.93155866e-01j 5.82445690e-01+2.83670363e-18j]]",(0.10219348801490387-0.2514739089229638j)
