dual_annealing,time,matrix,degree
[0.         3.17429028],1.6041171550750732,"[[1.+1.48885046e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.5067246367597866+1.0527762593697211e-18j)
[1.16740111 2.77469723],1.6779849529266357,"[[6.96271647e-01+3.78117175e-18j 3.86646780e-18+4.59866764e-01j]
 [3.86646780e-18-4.59866764e-01j 3.03728353e-01-1.48495022e-18j]]",(0.16496303992871872-0.7632044019941051j)
[1.49645488 3.3496815 ],1.7068700790405273,"[[ 5.37136493e-01-1.96850681e-18j -4.57835396e-18+4.98618974e-01j]
 [-4.57835396e-18-4.98618974e-01j  4.62863507e-01+3.38962742e-18j]]",(0.10300986846741893+0.6527851813723202j)
[0.01991184 0.13791729],2.212545156478882,"[[9.99900883e-01-1.43458876e-18j 8.18429191e-21+9.95526035e-03j]
 [8.18429191e-21-9.95526035e-03j 9.91170328e-05+1.02555558e-22j]]",(0.706827740134705-1.830763319113071e-07j)
[0.         1.42571713],1.5826740264892578,"[[1.+2.1055727e-17j 0.+0.0000000e+00j]
 [0.+0.0000000e+00j 0.+0.0000000e+00j]]",(0.546906576215994+1.4888647376560975e-17j)
[2.5721906  1.34705449],1.871880054473877,"[[ 7.88882509e-02+1.70638844e-18j -9.96083079e-18+2.69564268e-01j]
 [-9.96083079e-18-2.69564268e-01j  9.21111749e-01+1.57268986e-17j]]",(0.2630482301261136-0.20959557572501278j)
[1.90721469 1.93672656],1.8072304725646973,"[[ 3.34945824e-01+7.93145357e-18j -1.55548002e-17+4.71971523e-01j]
 [-1.55548002e-17-4.71971523e-01j  6.65054176e-01+6.98972448e-18j]]",(0.2864401837027179-0.6408514672217052j)
[1.15909726 0.12893799],1.7338731288909912,"[[ 7.00083499e-01+2.86281964e-18j -4.80345792e-18+4.58221119e-01j]
 [-4.80345792e-18-4.58221119e-01j  2.99916501e-01-6.62652918e-19j]]",(0.05891852189251843-0.11683381143889067j)
[3.14159265 3.90184193],1.614544153213501,"[[ 3.74939946e-33-7.10696541e-50j -2.40379910e-33+6.12323400e-17j]
 [-2.40379910e-33-6.12323400e-17j  1.00000000e+00-1.55531191e-17j]]",(0.5626105827740948-1.0997715958787424e-17j)
[0.         6.28318531],1.611196517944336,"[[1.+0.j 0.+0.j]
 [0.+0.j 0.+0.j]]",(0.40037588018379033+0j)
