Powell,time,matrix,degree
[2.11495994 5.92939785],0.03989815711975098,"[[2.41148652e-01-2.04782156e-18j 2.66045414e-20+4.27780294e-01j]
 [2.66045414e-20-4.27780294e-01j 7.58851348e-01-2.26163657e-18j]]",(0.14820391097725927+0.1070324093058944j)
[1.54343979 1.37076175],0.029435396194458008,"[[5.13676563e-01+3.83228320e-18j 5.80521904e-17+4.99812917e-01j]
 [5.80521904e-17-4.99812917e-01j 4.86323437e-01-5.58855903e-18j]]",(0.05863182125727787-0.40049669070514093j)
[1.18423758 4.71239284],0.03191804885864258,"[[ 6.88501660e-01-1.84992218e-17j -2.85193713e-17+4.63105953e-01j]
 [-2.85193713e-17-4.63105953e-01j  3.11498340e-01+8.13633679e-18j]]",(2.8357061176720503e-17-0.4631059534302264j)
[1.64023412 4.71239284],0.027928590774536133,"[[4.65308996e-01-1.31117925e-17j 2.46917677e-17+4.98795082e-01j]
 [2.46917677e-17-4.98795082e-01j 5.34691004e-01-1.26805303e-17j]]",(3.0542390053243255e-17+0.49879508237816905j)
[2.51787001 3.07191731],0.11931061744689941,"[[ 9.41450816e-02+1.15721035e-19j -5.86535152e-19+2.92030453e-01j]
 [-5.86535152e-19-2.92030453e-01j  9.05854918e-01-6.34721614e-19j]]",(0.020345548419093744-0.5829704307369138j)
[1.26167672 2.82009666],0.05784463882446289,"[[6.52110045e-01-1.89523718e-18j 1.01111605e-17+4.76300886e-01j]
 [1.01111605e-17-4.76300886e-01j 3.47889955e-01+3.98966205e-19j]]",(0.1505125451618735-0.764713445650115j)
[1.62264135 3.09038507],0.03382277488708496,"[[4.74089099e-01+2.56586905e-19j 1.99560939e-19+4.99328174e-01j]
 [1.99560939e-19-4.99328174e-01j 5.25910901e-01+6.02461103e-20j]]",(0.025549996369989777-0.6539808751202676j)
[3.14155013 4.71239284],0.03393983840942383,"[[ 4.52140302e-10-1.27138050e-26j -8.15408627e-22+2.12635910e-05j]
 [-8.15408627e-22-2.12635910e-05j  1.00000000e+00+3.63827388e-18j]]",(0.27030276340826354+2.572648082073679e-18j)
[0.55182754 6.25978924],0.06789731979370117,"[[ 9.25783933e-01+7.70449911e-19j -5.46295563e-19+2.62122189e-01j]
 [-5.46295563e-19-2.62122189e-01j  7.42160666e-02-5.36961006e-20j]]",(0.012880456017467554+3.851241027379234e-05j)
[1.26863502 5.77949819],0.041108131408691406,"[[ 6.48792147e-01+8.82838250e-19j -1.07220919e-17+4.77347774e-01j]
 [-1.07220919e-17-4.77347774e-01j  3.51207853e-01-5.01710554e-18j]]",(0.23039235252460438+0.25055515135929873j)
