dual_annealing,time,matrix,degree
[1.65011676 0.66464673],1.9675257205963135,"[[ 4.60381359e-01-1.30947146e-17j -1.35732291e-17+4.98427892e-01j]
 [-1.35732291e-17-4.98427892e-01j  5.39618641e-01-3.08814172e-18j]]",(0.6504287689021035-5.2473965300772935e-17j)
[1.84512373 1.71815236],2.0428152084350586,"[[ 3.64550226e-01+4.61546519e-18j -4.83767861e-19+4.81303811e-01j]
 [-4.83767861e-19-4.81303811e-01j  6.35449774e-01-1.71774691e-17j]]",(1.4578490376988014+2.7192302594463316e-17j)
[1.29254241 3.31823757],1.962364673614502,"[[ 6.37338573e-01-1.40030196e-18j -3.06611091e-18+4.80768256e-01j]
 [-3.06611091e-18-4.80768256e-01j  3.62661427e-01+2.47469072e-18j]]",(1.9155770926209752+4.8965093310344475e-18j)
[0.43063345 2.69277677],2.204163074493408,"[[ 9.54350751e-01-1.17983538e-17j -3.65247500e-18+2.08723251e-01j]
 [-3.65247500e-18-2.08723251e-01j  4.56492493e-02-5.21959661e-19j]]",(0.8139589196987852+2.7059633086980933e-17j)
[2.72567004 5.96180544],2.463536262512207,"[[4.26280296e-02-4.25748063e-19j 3.03676646e-18+2.02017031e-01j]
 [3.03676646e-18-2.02017031e-01j 9.57371970e-01+5.42050990e-19j]]",(0.12929032515642777-1.4193914059517106e-26j)
[2.29782293 4.19158568],2.150449514389038,"[[ 1.67674504e-01-6.61392995e-18j -8.40026962e-18+3.73576987e-01j]
 [-8.40026962e-18-3.73576987e-01j  8.32325496e-01+1.56463421e-17j]]",(1.2930630518319381-2.782274353926418e-17j)
[0.99076797 3.56554915],1.957101821899414,"[[ 7.74023827e-01-6.77670078e-18j -9.18807349e-19+4.18223555e-01j]
 [-9.18807349e-19-4.18223555e-01j  2.25976173e-01+3.07053161e-18j]]",(1.6354491891637237-1.9855593098174433e-26j)
[1.27081445 0.79284601],2.077875852584839,"[[ 6.47751445e-01+2.66804761e-18j -1.38225868e-17+4.77670923e-01j]
 [-1.38225868e-17-4.77670923e-01j  3.52248555e-01+1.11252102e-17j]]",(0.7377555288589442+2.4084828842032005e-28j)
[0.7456781  2.92086061],2.130308151245117,"[[8.67314000e-01-2.36891304e-18j 9.95564524e-18+3.39235059e-01j]
 [9.95564524e-18-3.39235059e-01j 1.32686000e-01+2.74192714e-19j]]",(1.3486844106454436+6.114114858562199e-18j)
[1.76005419 2.12167529],2.173110008239746,"[[4.05934968e-01+9.92529960e-19j 4.08346507e-18+4.91072062e-01j]
 [4.08346507e-18-4.91072062e-01j 5.94065032e-01+1.08918070e-17j]]",(1.7143613970519742+2.709727922524482e-17j)
