Powell,time,matrix,degree
[1.87488198 0.795535  ],0.8833882808685303,"[[3.50289548e-01+1.38623161e-17j 5.18061410e-18+4.77060563e-01j]
 [5.18061410e-18-4.77060563e-01j 6.49710452e-01+1.06475320e-17j]]",(0.7391788296518051-5.929700213275657e-33j)
[1.57916822 1.17749163],0.8759570121765137,"[[ 4.95814100e-01+2.85038469e-18j -1.44461932e-17+4.99982478e-01j]
 [-1.44461932e-17-4.99982478e-01j  5.04185900e-01+1.09040786e-17j]]",(1.1105979441626024-3.6765759254675815e-34j)
[0.45966293 5.49778715],1.0216586589813232,"[[ 9.48101045e-01+1.64300793e-17j -1.71578207e-18+2.21823024e-01j]
 [-1.71578207e-18-2.21823024e-01j  5.18989554e-02-1.15778765e-18j]]",(0.3688180025804942+5.722308350223828e-33j)
[1.49111108 0.16662691],0.9263520240783691,"[[5.39800470e-01-2.27862100e-18j 6.32248004e-18+4.98413405e-01j]
 [6.32248004e-18-4.98413405e-01j 4.60199530e-01+1.13387097e-18j]]",(0.16590608952511277+1.3574446120176432e-33j)
[2.74243696 3.47352447],0.955244779586792,"[[3.93052729e-02-3.82920498e-19j 5.93390184e-18+1.94320273e-01j]
 [5.93390184e-18-1.94320273e-01j 9.60694727e-01+5.36390969e-18j]]",(0.766820117349331+1.365179656832176e-21j)
[1.73104737 5.10789577],0.8829576969146729,"[[4.20216982e-01+1.08406509e-17j 7.90781382e-18+4.93593628e-01j]
 [7.90781382e-18-4.93593628e-01j 5.79783018e-01+8.30741449e-18j]]",(1.094598013641459-2.3099542643127657e-17j)
[1.35037413 0.66793145],0.9731600284576416,"[[ 6.09320812e-01-1.28189784e-17j -1.32514121e-17+4.87902613e-01j]
 [-1.32514121e-17-4.87902613e-01j  3.90679188e-01+3.56167990e-18j]]",(0.6397227106520006+1.0488830275289277e-16j)
[0.12561133 3.22998932],0.9696402549743652,"[[ 9.96060632e-01+1.58349718e-18j -1.31552357e-19+6.26406341e-02j]
 [-1.31552357e-19-6.26406341e-02j  3.93936766e-03-1.07896891e-20j]]",(0.9202204879633513+4.040658810661537e-18j)
[1.37525234 0.51631366],0.9168949127197266,"[[ 5.97150092e-01-3.88104534e-18j -5.99318603e-18+4.90471059e-01j]
 [-5.99318603e-18-4.90471059e-01j  4.02849908e-01-5.76511307e-18j]]",(0.5008668823697412-5.367163263150271e-17j)
[1.53330088 5.97412475],0.8721997737884521,"[[5.18743331e-01+6.93287074e-18j 4.11247859e-19+4.99648564e-01j]
 [4.11247859e-19-4.99648564e-01j 4.81256669e-01+6.62032774e-18j]]",(0.3076156133592595-1.3739786767307957e-33j)
