Powell,time,matrix,degree
[1.2291709  4.71239284],0.05681276321411133,"[[ 6.67509515e-01+2.55312818e-17j -4.45540369e-17+4.71105681e-01j]
 [-4.45540369e-17-4.71105681e-01j  3.32490485e-01-5.17702598e-18j]]",(2.884690318333257e-17-0.4711056804854577j)
[1.54507756 3.24333515],0.05171513557434082,"[[5.12857964e-01+8.60840793e-19j 2.38172304e-18+4.99834645e-01j]
 [2.38172304e-18-4.99834645e-01j 4.87142036e-01-1.38468210e-19j]]",(0.05075982660413487+0.5996331487380577j)
[2.15568261 0.33201181],0.06598734855651855,"[[ 2.23947713e-01-3.14147621e-18j -1.67085784e-17+4.16887437e-01j]
 [-1.67085784e-17-4.16887437e-01j  7.76052287e-01-4.82760865e-18j]]",(0.1358817363416273-0.09257395056388928j)
[1.18895083e-10 4.71239305e+00],0.29246950149536133,"[[ 1.00000000e+00-2.03648563e-17j -4.48188528e-27+5.94475415e-11j]
 [-4.48188528e-27-5.94475415e-11j  3.53401019e-21+5.57675974e-38j]]",(0.002684799804730573-1.440012802144133e-17j)
[1.51979806 1.4305947 ],0.043622493743896484,"[[ 5.25488084e-01-9.95269680e-18j -8.14664683e-18+4.99349935e-01j]
 [-8.14664683e-18-4.99349935e-01j  4.74511916e-01-6.05832877e-18j]]",(0.13897744940071685-0.42957117974441666j)
[2.02996016 5.00932976],0.06364250183105469,"[[ 2.78400650e-01-1.01817187e-17j -1.21060189e-17+4.48211700e-01j]
 [-1.21060189e-17-4.48211700e-01j  7.21599350e-01-2.16647614e-17j]]",(0.3258652689107734+0.317069193854668j)
[2.54149265 3.67240044],0.29083824157714844,"[[ 8.73604271e-02-2.07649844e-19j -6.90524783e-18+2.82362503e-01j]
 [-6.90524783e-18-2.82362503e-01j  9.12639573e-01+2.82509290e-19j]]",(0.14300976804643714+0.5256080668573618j)
[1.53493503 4.93051143],0.05141925811767578,"[[ 5.17926806e-01+5.31137154e-18j -1.89108591e-17+4.99678526e-01j]
 [-1.89108591e-17-4.99678526e-01j  4.82073194e-01-8.47537978e-19j]]",(0.07473459887681365+0.3915522934880752j)
[1.57999416 4.62323661],0.04538750648498535,"[[ 4.95401151e-01+1.68789739e-18j -5.26536448e-17+4.99978850e-01j]
 [-5.26536448e-17-4.99978850e-01j  5.04598849e-01-2.60161588e-17j]]",(0.050667766336780794+0.5444811766694049j)
[1.4347812  4.71239284],0.06617307662963867,"[[ 5.67798068e-01+4.73449102e-18j -3.11013561e-17+4.95382097e-01j]
 [-3.11013561e-17-4.95382097e-01j  4.32201932e-01+5.25556474e-18j]]",(3.033340496597785e-17-0.49538209689678925j)
