Nelder-Mead,time,matrix,degree,Powell,time,matrix,degree,differential_evolution,time,matrix,degree,dual_annealing,time,matrix,degree,Density Matrix
[5.93635542e-14 4.71239282e+00],0.10466289520263672,"[[1.00000000e+00-2.17987153e-17j 4.94577955e-31+2.96817771e-14j]
 [4.94577955e-31-2.96817771e-14j 8.81007891e-28+3.53103805e-44j]]",(0.3135992454859266-1.5414019384345907e-17j),[0.98062462 4.7123918 ],0.09916424751281738,"[[7.78251847e-01-2.37189337e-17j 2.46915860e-17+4.15422568e-01j]
 [2.46915860e-17-4.15422568e-01j 2.21748153e-01+1.92254221e-18j]]",(2.543729588553299e-17+0.41542256760469104j),[0.         0.65083286],1.6219329833984375,"[[1.+4.73681195e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.3135992454859266+3.3494318516582973e-18j),[0.         1.41655347],1.6410832405090332,"[[1.-2.08103483e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.3135992454859266-1.4715138410293462e-17j),"  (0, 0)	(0.7782518469419165+0j)
  (1, 1)	(0.22174815305808354+0j)"
[1.66815433 1.57079242],0.03323626518249512,"[[ 4.51397865e-01+3.27371005e-18j -3.50132078e-17+4.97632226e-01j]
 [-3.50132078e-17-4.97632226e-01j  5.48602135e-01-2.64303312e-17j]]",(3.0471185640600946e-17-0.49763222607230384j),[1.66814091 1.57079344],0.028882741928100586,"[[ 4.51404541e-01-2.41382880e-18j -1.58682623e-19+4.97632878e-01j]
 [-1.58682623e-19-4.97632878e-01j  5.48595459e-01-8.52507491e-18j]]",(3.0471225565424966e-17-0.497632878094161j),[3.14159265 5.64922688],1.5868422985076904,"[[3.74939946e-33+2.16875543e-50j 4.42321917e-34+6.12323400e-17j]
 [4.42321917e-34-6.12323400e-17j 1.00000000e+00-2.66347369e-17j]]",(0.6383826173689405-1.8833603072244934e-17j),[3.14159205 4.43730191],1.5986168384552002,"[[ 8.99777560e-14-1.78601031e-30j -5.31348336e-24+2.99962924e-07j]
 [-5.31348336e-24-2.99962924e-07j  1.00000000e+00-3.00142613e-18j]]",(0.638382617368743-2.1223287720233626e-18j),"  (0, 0)	(0.45140467773319487+0j)
  (1, 1)	(0.548595322266805+0j)"
[0.78031112 2.64219241],0.08903884887695312,"[[ 8.55347348e-01-1.01047678e-18j -1.08611371e-20+3.51750284e-01j]
 [-1.08611371e-20-3.51750284e-01j  1.44652652e-01-1.47091264e-19j]]",(0.17496135672006868-0.6359674726425718j),[1.10449539 2.33422714],0.039933204650878906,"[[ 7.24792614e-01-3.97814021e-19j -1.90450146e-17+4.46618720e-01j]
 [-1.90450146e-17-4.46618720e-01j  2.75207386e-01-4.32833379e-18j]]",(0.16845239184820282-0.7554095576482969j),[1.1045217  2.75485641],1.908543586730957,"[[7.24780864e-01+5.05055798e-18j 3.93216879e-18+4.46624633e-01j]
 [3.93216879e-18-4.46624633e-01j 2.75219136e-01+2.47739897e-18j]]",(0.16845239180935856-0.7554154714884451j),[1.10452179 2.33331224],1.5999925136566162,"[[7.24780824e-01-1.86025525e-17j 2.42674402e-17+4.46624654e-01j]
 [2.42674402e-17-4.46624654e-01j 2.75219176e-01-1.91479698e-18j]]",(0.16845239180935892-0.7554154918115323j),"  (0, 0)	(0.7247808610086172+0j)
  (0, 1)	(0.1684523918093585-0.30879083819111763j)
  (1, 0)	(0.1684523918093585+0.30879083819111763j)
  (1, 1)	(0.27521913899138284+0j)"
[1.74136562 4.71239284],0.0379486083984375,"[[ 4.15128297e-01-1.03209049e-17j -5.08260674e-18+4.92744147e-01j]
 [-5.08260674e-18-4.92744147e-01j  5.84871703e-01-2.12850680e-17j]]",(3.0171877092812144e-17-0.49274414653790755j),[1.74134832 4.71239187],0.03194928169250488,"[[4.15136819e-01-3.62441843e-18j 1.78661482e-17+4.92745614e-01j]
 [1.78661482e-17-4.92745614e-01j 5.84863181e-01-1.13280268e-17j]]",(3.017196696800003e-17+0.4927456143111128j),[3.14159265 1.62964359],1.747260332107544,"[[3.74939946e-33+1.17022922e-49j 2.53877438e-34+6.12323400e-17j]
 [2.53877438e-34-6.12323400e-17j 1.00000000e+00-4.05510009e-18j]]",(0.587086243127482-2.8673887698691078e-18j),[1.72940249 3.14159265],1.6995327472686768,"[[4.21028989e-01-7.77902030e-27j 5.18249726e-27+4.93724194e-01j]
 [5.18249726e-27-4.93724194e-01j 5.78971011e-01-4.85536625e-27j]]",(3.022757555825396e-17+0.49365377150864354j),"  (0, 0)	(0.41513266365677665+0j)
  (1, 1)	(0.5848673363432233+0j)"
[1.68953455 4.75610074],0.03906822204589844,"[[ 4.40770296e-01+4.84971642e-18j -9.95912481e-18+4.96479448e-01j]
 [-9.95912481e-18-4.96479448e-01j  5.59229704e-01+1.89820151e-17j]]",(0.22746748799961528+0.474794351529812j),[1.69077704 4.7560762 ],0.027925729751586914,"[[4.40153472e-01+7.26655751e-18j 5.29285075e-17+4.96405472e-01j]
 [5.29285075e-17-4.96405472e-01j 5.59846528e-01-2.22843933e-17j]]",(0.22746780256139384+0.47471971961551523j),[1.68953009 4.75608058],1.7154748439788818,"[[ 4.40772508e-01+5.87392502e-18j -6.47528813e-17+4.96479712e-01j]
 [-6.47528813e-17-4.96479712e-01j  5.59227492e-01-2.45985978e-18j]]",(0.22746748799560626+0.47479461542113915j),[2.93239016 1.36041588],1.6466150283813477,"[[ 1.09015740e-02-1.83112271e-19j -3.45143474e-19+1.03839923e-01j]
 [-3.45143474e-19-1.03839923e-01j  9.89098426e-01+2.41121400e-18j]]",(0.6445236635447992+0.028994361474633218j),"  (0, 0)	(0.44077250653581906+0j)
  (0, 1)	(-0.22746748799560632+0.021685096380934122j)
  (1, 0)	(-0.22746748799560632-0.021685096380934122j)
  (1, 1)	(0.5592274934641809+0j)"
[6.03757997e-14 4.71239290e+00],0.09474682807922363,"[[ 1.00000000e+00+1.58482817e-17j -1.51841087e-30+3.01878998e-14j]
 [-1.51841087e-30-3.01878998e-14j  9.11309297e-28+3.62643044e-44j]]",(0.33499819198749275+1.1206427458757996e-17j),[1.01663703 3.14163963],0.03968477249145508,"[[ 7.63114298e-01+1.66317319e-22j -2.04258745e-21+4.25171573e-01j]
 [-2.04258745e-21-4.25171573e-01j  2.36885702e-01-6.96240814e-23j]]",(2.6034250267744297e-17-0.4251715725035227j),[0.         2.97101132],1.605085849761963,"[[1.-3.15287847e-19j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.33499819198749275-2.2294217481118495e-19j),[0.47507889 0.        ],1.597320556640625,"[[0.94462832+0.j        0.        +0.2287043j]
 [0.        -0.2287043j 0.05537168+0.j       ]]",(0.1165526271976902+0j),"  (0, 0)	(0.7631205067604109+0j)
  (1, 1)	(0.23687949323958904+0j)"
[4.59319089e-14 4.71239273e+00],0.1054084300994873,"[[ 1.00000000e+00+2.50616327e-17j -3.94321118e-31+2.29659545e-14j]
 [-3.94321118e-31-2.29659545e-14j  5.27435064e-28-1.74594879e-44j]]",(0.4226591907574831+1.7721250410414264e-17j),[1.15679482 4.71238898],0.09814047813415527,"[[7.01137994e-01+6.77053588e-18j 4.09524770e-17+4.57759224e-01j]
 [4.09524770e-17-4.57759224e-01j 2.98862006e-01-7.01697295e-18j]]",(2.8029668440333096e-17+0.4577592242897861j),[0.         2.16434561],1.6044325828552246,"[[1.-2.71717169e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.4226591907574831-1.9213305269280285e-17j),[3.14159265 3.05203619],1.76717209815979,"[[3.74939946e-33-4.56720445e-51j 1.10326231e-34+6.12323400e-17j]
 [1.10326231e-34-6.12323400e-17j 1.00000000e+00-1.22216603e-18j]]",(0.9915543716156118-8.642018850095119e-19j),"  (0, 0)	(0.7011348200845652+0j)
  (1, 1)	(0.298865179915435+0j)"
[3.14159265 4.71239293],0.10152459144592285,"[[9.23357705e-29-8.17470795e-46j 6.98140269e-32+9.60915035e-15j]
 [6.98140269e-32-9.60915035e-15j 1.00000000e+00+1.41679791e-17j]]",(0.008434337963852572+1.0018274099763378e-17j),[1.99669828 4.71240939],0.053652048110961914,"[[2.93428835e-01+7.25545852e-19j 3.57717230e-17+4.55333234e-01j]
 [3.57717230e-17-4.55333234e-01j 7.06571165e-01-3.19920765e-19j]]",(1.0362944461491772e-16+0.2050762423538224j),[3.14159265 4.23740308],1.6724309921264648,"[[ 3.74939946e-33-4.76379703e-50j -3.21912994e-34+6.12323400e-17j]
 [-3.21912994e-34-6.12323400e-17j  1.00000000e+00-1.85523490e-17j]]",(0.008434337963852572-1.3118491758993516e-17j),[2.98698512 4.46655359],1.6558172702789307,"[[ 5.96397789e-03-1.17649152e-19j -4.31136234e-18+7.69961613e-02j]
 [-4.31136234e-18-7.69961613e-02j  9.94036022e-01+2.33261822e-17j]]",(4.714655123468456e-18-0.07699616128913221j),"  (0, 0)	(0.005963977569059274+0j)
  (1, 1)	(0.9940360224309407+0j)"
[1.24969258 4.71239284],0.03808426856994629,"[[ 6.57807044e-01+6.14305293e-18j -1.15306435e-17+4.74443818e-01j]
 [-1.15306435e-17-4.74443818e-01j  3.42192956e-01-4.22288279e-18j]]",(2.9051305172866484e-17-0.4744438183008053j),[1.24970822 1.57079633],0.07007455825805664,"[[ 6.57799621e-01+1.66282601e-17j -2.11106711e-17+4.74446287e-01j]
 [-2.11106711e-17-4.74446287e-01j  3.42200379e-01-1.10848215e-18j]]",(2.9051456363393746e-17-0.47444628742949396j),[0.         3.12902583],1.5796096324920654,"[[1.-3.4764046e-19j 0.+0.0000000e+00j]
 [0.+0.0000000e+00j 0.+0.0000000e+00j]]",(0.48394525173629505-2.4581892694455327e-19j),[0.11257419 3.14159265],1.6491742134094238,"[[9.96835108e-01+2.30316324e-26j 6.65532879e-27+5.61682812e-02j]
 [6.65532879e-27-5.61682812e-02j 3.16489236e-03+1.58785167e-28j]]",(0.4761680869442773+1.7070734034498118e-26j),"  (0, 0)	(0.657799030774235+0j)
  (1, 1)	(0.342200969225765+0j)"
[1.21062788e-13 4.71239287e+00],0.10837125778198242,"[[ 1.00000000e+00+2.48551277e-17j -5.28497374e-31+6.05313940e-14j]
 [-5.28497374e-31-6.05313940e-14j  3.66404966e-27+1.74013377e-43j]]",(0.3478555460711875+1.7575229357233968e-17j),[1.98716897 4.71237402],0.0257265567779541,"[[ 2.97777159e-01+8.68186343e-18j -4.23839124e-17+4.57281010e-01j]
 [-4.23839124e-17-4.57281010e-01j  7.02222841e-01-2.35810646e-17j]]",(0.4552203138923554-7.491181098315449e-17j),[0.         4.57980096],1.6642892360687256,"[[1.+2.00605093e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.3478555460711875+1.4184922134412e-18j),[2.77532402 3.14159265],1.7208740711212158,"[[3.31649135e-02-5.77277060e-27j 3.61722135e-26+1.79067032e-01j]
 [3.61722135e-26-1.79067032e-01j 9.66835087e-01+6.11457974e-26j]]",(1.0036060062300078+5.451984338090627e-26j),"  (0, 0)	(0.7540289844997138+0j)
  (1, 1)	(0.24597101550028613+0j)"
