Powell,time,matrix,degree
[1.3162309  4.71239284],0.030677318572998047,"[[ 6.25912430e-01+1.49886872e-20j -3.93358574e-18+4.83886412e-01j]
 [-3.93358574e-18-4.83886412e-01j  3.74087570e-01-1.25229601e-17j]]",(2.9629497283636e-17-0.48388641205391153j)
[1.91285017 3.4497074 ],0.027958393096923828,"[[3.32288670e-01-5.15513100e-19j 1.40660144e-17+4.71033873e-01j]
 [1.40660144e-17-4.71033873e-01j 6.67711330e-01-5.29634154e-18j]]",(0.14283794580244305+0.7727785288182777j)
[1.72778306 5.94516181],0.04694199562072754,"[[ 4.21828645e-01-5.68514254e-19j -6.15588306e-18+4.93851434e-01j]
 [-6.15588306e-18-4.93851434e-01j  5.78171355e-01+7.72232081e-19j]]",(0.16376352988615725+0.29603500418549294j)
[3.14159265 4.71239284],0.0979909896850586,"[[2.16565844e-28-6.77098180e-46j 8.97210055e-31+1.47161763e-14j]
 [8.97210055e-31-1.47161763e-14j 1.00000000e+00+1.55608494e-17j]]",(0.01775877211672137+1.1003182148731554e-17j)
[1.43782311 3.36582474],0.03339028358459473,"[[5.66290845e-01+3.20811159e-18j 9.85755368e-19+4.95586041e-01j]
 [9.85755368e-19-4.95586041e-01j 4.33709155e-01-2.49742350e-18j]]",(0.11019006027500246+0.7085448156048044j)
[2.67010313 1.57079631],0.04204106330871582,"[[5.45536430e-02-7.89894258e-19j 1.10983362e-17+2.27106898e-01j]
 [1.10983362e-17-2.27106898e-01j 9.45446357e-01-1.84311745e-17j]]",(0.24224628873432946-6.694178902522858e-18j)
[1.55719683 4.57599965],0.030278682708740234,"[[ 5.06799541e-01-2.38520569e-17j -1.32732261e-17+4.99953764e-01j]
 [-1.32732261e-17-4.99953764e-01j  4.93200459e-01+6.49208614e-18j]]",(0.04573479811935182+0.5679320437241034j)
[3.14159265 4.71239284],0.08983469009399414,"[[ 5.31322366e-27-9.95148348e-44j -2.06726652e-30+7.28918628e-14j]
 [-2.06726652e-30-7.28918628e-14j  1.00000000e+00+1.23126568e-18j]]",(0.25126899843310596+8.706363146426083e-19j)
[1.95521775 1.51937911],0.02982044219970703,"[[ 3.12488577e-01+1.03509302e-17j -1.16645419e-17+4.63507785e-01j]
 [-1.16645419e-17-4.63507785e-01j  6.87511423e-01+1.50366482e-17j]]",(0.34149850419126876-0.43968808096265055j)
[3.14159265 4.7123928 ],0.08777880668640137,"[[ 2.16565844e-28+2.92340397e-45j -6.70079243e-31+1.47161763e-14j]
 [-6.70079243e-31-1.47161763e-14j  1.00000000e+00+1.01249756e-17j]]",(0.0001120979742634039+7.15943890310975e-18j)
