0,1,0,1,0,1,0
Nelder-Mead,,Powell,,COBYLA,,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.02230378 0.        ]
 [0.         0.97769622]]"
,Time,,Time,,Time,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.4900113 +0.j         0.05145219+0.08450934j]
 [0.05145219-0.08450934j 0.5099887 +0.j        ]]"
[3.14159265 5.56486183],0.020196199417114258,[3.14159265 4.71239283],0.07788300514221191,[3.14148377 6.41228295],0.009499788284301758,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.47757176+0.j         -0.07791752+0.12389936j]
 [-0.07791752-0.12389936j  0.52242824+0.j        ]]"
[2.97174975 6.28318531],0.019333362579345703,[1.59077158 1.40090554],0.023160457611083984,[2.96583384 6.53970697],0.011034250259399414,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.39182819 0.        ]
 [0.         0.60817181]]"
[2.84450635 5.72178334],0.020243167877197266,[1.61565714 4.96304788],0.02499699592590332,[2.84182421 5.70745396],0.008653640747070312,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.49813575+0.j         -0.01325158-0.04100847j]
 [-0.01325158+0.04100847j  0.50186425+0.j        ]]"
[3.14159265 5.56486183],0.020726680755615234,[1.78885778 4.71239289],0.02452707290649414,[3.14171453 6.47140386],0.010484457015991211,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.50265367+0.j         0.02229718-0.04628631j]
 [0.02229718+0.04628631j 0.49734633+0.j        ]]"
[3.14159265 5.56486183],0.020057201385498047,[1.57452484 4.63028349],0.033205509185791016,[3.22547516 6.49099317],0.008564233779907227,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.94696383 0.        ]
 [0.         0.05303617]]"
[3.14159265 5.56486183],0.020138978958129883,[1.56547611 1.66351114],0.025994539260864258,[3.24299689 5.86876062],0.011008262634277344,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.72190569 0.        ]
 [0.         0.27809431]]"
[3.14159265 5.56486183],0.020015478134155273,[4.26703877e-14 4.71239283e+00],0.07493281364440918,[3.14145118 6.4616604 ],0.00948333740234375,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.50312659+0.j         0.0442791 +0.03385859j]
 [0.0442791 -0.03385859j 0.49687341+0.j        ]]"
[3.14159265 5.56486183],0.019563674926757812,[2.25160447e-14 4.71239281e+00],0.07727432250976562,[3.14171453 6.47140386],0.010553598403930664,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.37612005+0.j         0.11932968+0.28097668j]
 [0.11932968-0.28097668j 0.62387995+0.j        ]]"
[3.07383251 6.28318531],0.013175725936889648,[1.56455124 1.50301533],0.023590087890625,[3.07130262 6.54435736],0.009458065032958984,
[1.82116606 6.28318531],0.015467643737792969,[1.82117612 0.24891696],0.02852797508239746,[1.82127633 7.17910644],0.0104827880859375,
