Nelder-Mead,fun,time,Powell,fun,time,SLSQP,fun,time,Density Matrix
[3.14159265 1.23732613],0.7954121434315318,0.0871884822845459,[1.77685051 4.71239284],0.9788609275867569,0.14222335815429688,[3.14159265 1.34647875],0.7954121434315319,0.018957853317260742,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.39770607 0.        ]
 [0.         0.60229393]]"
[3.14159265 1.23732613],1.3612859990165782,0.04230451583862305,[1.20112523 4.71238898],0.9324690029993608,0.15771079063415527,[3.14159265 1.34647876],1.3612859990165782,0.010974884033203125,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.680643 0.      ]
 [0.       0.319357]]"
[1.05661626 0.99936842],0.2050074119969234,0.062061309814453125,[1.05662466 0.99941819],0.205007421603478,0.039882659912109375,[0.78395145 0.84348311],0.21771678515155501,0.0717477798461914,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.74591187+0.j         0.26370555+0.23542718j]
 [0.26370555-0.23542718j 0.25408813+0.j        ]]"
[3.14159265 1.23732613],0.7781594607746617,0.026623010635375977,[1.79449674 4.71239284],0.9750881905235664,0.033423423767089844,[3.14159265 1.34647875],0.7781594607746619,0.004986763000488281,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.38907973 0.        ]
 [0.         0.61092027]]"
[3.14159265 1.23732613],1.4741473408636603,0.024642229080200195,[1.51118524 4.80571777],0.6723554363593751,0.02955317497253418,[3.14159265 1.31980213],1.4741473408636614,0.004986763000488281,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.5297852 +0.j         -0.16076965+0.04651882j]
 [-0.16076965-0.04651882j  0.4702148 +0.j        ]]"
[3.14159265 1.23732613],1.8642309851698144,0.025103092193603516,[3.39673251e-05 4.71239284e+00],0.1358029817095764,0.04554128646850586,[3.14159265 1.34647877],1.8642309851698349,0.004987001419067383,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.93211549 0.        ]
 [0.         0.06788451]]"
[3.14159265 1.23732613],1.0874637681111823,0.025604248046875,[1.57403385 1.49125753],0.9856013883801764,0.028992414474487305,[3.06121734 0.14045729],0.9935859633077438,0.05591130256652832,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.49838496+0.j         0.00561991+0.03972701j]
 [0.00561991-0.03972701j 0.50161504+0.j        ]]"
[3.14159265 1.23732613],1.2670546082693146,0.03633856773376465,[1.30046975 4.71238898],0.9636921715448671,0.057253360748291016,[3.14159265 1.34647877],1.2670546082693348,0.005618572235107422,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.6335273 0.       ]
 [0.        0.3664727]]"
[3.14159265 1.23732613],0.5808557348858377,0.02517986297607422,[3.14159265 4.71258376],0.580855735666916,0.05198955535888672,[3.14159265 1.34647875],0.5808557348858538,0.004986763000488281,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.29042787 0.        ]
 [0.         0.70957213]]"
[3.14159265 1.23732613],1.476610320034381,0.025708436965942383,[4.35346195e-05 4.71239284e+00],0.5234332138056178,0.03561258316040039,[3.14159265 1.34647872],1.476610320034416,0.006081342697143555,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.73830516 0.        ]
 [0.         0.26169484]]"
