dual_annealing,time,matrix,degree
[0.         2.65778426],0.16409063339233398,"[[1.+1.0248517e-17j 0.+0.0000000e+00j]
 [0.+0.0000000e+00j 0.+0.0000000e+00j]]",(0.20488922430835313+7.246795853252975e-18j)
[0.         1.76768858],0.09372782707214355,"[[1.+2.16286111e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.6023117393348251+1.5293737559653375e-17j)
[1.4166891  2.20362102],0.1280074119567871,"[[5.76748984e-01-1.27160595e-17j 3.15300418e-17+4.94074482e-01j]
 [3.15300418e-17-4.94074482e-01j 4.23251016e-01+1.38502312e-18j]]",(0.12048103412733821-0.5769371480582971j)
[3.14159265 4.79015356],0.16031098365783691,"[[3.74939946e-33+1.32065402e-49j 1.53484351e-34+6.12323400e-17j]
 [1.53484351e-34-6.12323400e-17j 1.00000000e+00+1.71580607e-17j]]",(0.3040445497300615+1.213258106381076e-17j)
[0.         4.26855374],0.0990285873413086,"[[1.+2.29974232e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.3940812149559906+1.6261633881202316e-17j)
[0.         2.02204846],0.18817543983459473,"[[1.-1.37801211e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.20626959687436083-9.744017094271545e-18j)
[3.14159237 0.16238077],0.08821225166320801,"[[ 1.95577034e-14+2.99150600e-32j -1.55489101e-24+1.39848859e-07j]
 [-1.55489101e-24-1.39848859e-07j  1.00000000e+00+2.24299409e-18j]]",(0.556346861380982+1.5860363283643914e-18j)
[3.14159254 5.93667033],0.11227679252624512,"[[3.32929540e-15+2.48701989e-33j 9.76662667e-25+5.77000468e-08j]
 [9.76662667e-25-5.77000468e-08j 1.00000000e+00+1.31978950e-17j]]",(0.5460792146213025+9.332321029773676e-18j)
[2.73400585 0.73795752],0.33519601821899414,"[[4.09599621e-02+6.22362713e-19j 2.74146388e-18+1.98197486e-01j]
 [2.74146388e-18-1.98197486e-01j 9.59040038e-01+7.67598595e-18j]]",(0.13287560454067485-0.052089049161556746j)
[1.37690621 2.98178042],0.08713483810424805,"[[ 5.96338784e-01+2.72688255e-18j -2.15818157e-18+4.90631062e-01j]
 [-2.15818157e-18-4.90631062e-01j  4.03661216e-01-1.73933661e-18j]]",(0.02924782727472272-0.6651319855056526j)
[3.14158972 1.37828528],0.24861645698547363,"[[ 2.15542973e-12-9.53323583e-29j -8.57154533e-23+1.46813818e-06j]
 [-8.57154533e-23-1.46813818e-06j  1.00000000e+00+2.54314981e-17j]]",(0.022304625008917774+1.798278477681856e-17j)
[0.         2.01641305],0.0616307258605957,"[[1.+1.76771495e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.5965312083962542+1.2499632257552942e-17j)
[0.88709124 2.2079495 ],0.2331235408782959,"[[8.15834839e-01-1.19698739e-17j 1.20354084e-17+3.87618826e-01j]
 [1.20354084e-17-3.87618826e-01j 1.84165161e-01-3.55482696e-18j]]",(0.2819607720624466-0.5945672927899796j)
[8.27088554e-06 3.32677662e+00],0.17183518409729004,"[[ 1.00000000e+00-2.15930365e-18j -1.12372433e-24+4.13544277e-06j]
 [-1.12372433e-24-4.13544277e-06j  1.71018869e-11-4.97863130e-29j]]",(0.0710357690997365-1.5268582548980798e-18j)
[0.         0.31847317],0.2522237300872803,"[[1.+5.62413048e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.04542629679160603+3.976860802689802e-18j)
[0.48510507 2.51331702],0.29617786407470703,"[[ 9.42312979e-01-1.16831927e-18j -1.33231696e-18+2.33150656e-01j]
 [-1.33231696e-18-2.33150656e-01j  5.76870210e-02-2.37918483e-19j]]",(0.13601874433834157-0.4203473578484494j)
[1.80592027 0.11974985],0.14347386360168457,"[[3.83518240e-01-7.99902705e-19j 3.28475965e-18+4.86242737e-01j]
 [3.28475965e-18-4.86242737e-01j 6.16481760e-01-3.40763716e-18j]]",(0.027248251094308763-0.2570998058150533j)
[1.01895076 2.53361617],0.17183423042297363,"[[7.62129862e-01-1.07764249e-17j 8.30141938e-18+4.25779209e-01j]
 [8.30141938e-18-4.25779209e-01j 2.37870138e-01+6.40008416e-18j]]",(0.20082439056139234-0.7103972427487942j)
[3.14159265 3.83623848],0.15621185302734375,"[[3.74939946e-33-3.79953059e-50j 1.32237842e-33+6.12323400e-17j]
 [1.32237842e-33-6.12323400e-17j 1.00000000e+00+2.94041838e-18j]]",(0.25824929858176815+2.0791897770748792e-18j)
[1.60657717 2.99033213],0.07810711860656738,"[[4.82113396e-01+2.43296008e-18j 2.73276290e-18+4.99679967e-01j]
 [2.73276290e-18-4.99679967e-01j 5.17886604e-01-3.34376640e-19j]]",(0.005388101202120052-0.53448151247711j)
