dual_annealing,time,matrix,degree
[3.14156605 3.14159265],0.7738077640533447,"[[1.76910931e-10-6.30044713e-43j 7.81070160e-38+1.33007869e-05j]
 [7.81070160e-38-1.33007869e-05j 1.00000000e+00+3.81299070e-33j]]",(0.3532752560871723+2.6961915828425434e-33j)
[1.84837488 6.14194277],0.7064621448516846,"[[3.62986151e-01+7.39509973e-19j 7.23722401e-19+4.80860900e-01j]
 [7.23722401e-19-4.80860900e-01j 6.37013849e-01+1.85710141e-18j]]",(0.06769232119317056+0.1728252067044253j)
[3.14151285 3.14159265],0.7096104621887207,"[[ 1.59219838e-09-4.91702631e-42j -1.48546158e-37+3.99023605e-05j]
 [-1.48546158e-37-3.99023605e-05j  9.99999998e-01-2.69543420e-33j]]",(0.5980653731415438-1.9059598087195275e-33j)
[3.1415897  3.14159265],0.736508846282959,"[[ 2.18408557e-12-8.22112299e-45j -3.90536811e-39+1.47786521e-06j]
 [-3.90536811e-39-1.47786521e-06j  1.00000000e+00-1.63147708e-33j]]",(0.03605069540278262-1.1536285075638044e-33j)
[1.56994508 1.54422135],0.7355899810791016,"[[ 5.00425625e-01+1.26124622e-17j -1.95941151e-17+4.99999819e-01j]
 [-1.95941151e-17-4.99999819e-01j  4.99574375e-01+1.06159469e-17j]]",(0.01581738554852433-0.486704336898254j)
[3.14158379 3.14159265],0.6800692081451416,"[[1.96567701e-11+7.24679436e-44j 1.36098399e-38+4.43359562e-06j]
 [1.36098399e-38-4.43359562e-06j 1.00000000e+00-1.08698824e-33j]]",(0.09359880925900722-7.686167564949298e-34j)
[7.98047212e-05 3.14159265e+00],0.6828665733337402,"[[9.99999998e-01+2.69543420e-33j 6.54377709e-38+3.99023605e-05j]
 [6.54377709e-38-3.99023605e-05j 1.59219838e-09+1.14646145e-42j]]",(0.6215653442196127+1.9059598053610335e-33j)
[3.14156605 3.14159265],0.6795914173126221,"[[1.76910931e-10-6.30044713e-43j 7.81070160e-38+1.33007869e-05j]
 [7.81070160e-38-1.33007869e-05j 1.00000000e+00+3.81299070e-33j]]",(0.2998228672601586+2.6961915841089194e-33j)
[3.14156605 3.14159265],0.6755716800689697,"[[1.76910931e-10-6.30044713e-43j 7.81070160e-38+1.33007869e-05j]
 [7.81070160e-38-1.33007869e-05j 1.00000000e+00+3.81299070e-33j]]",(0.44492681932089084+2.696191581530582e-33j)
[3.14156605 3.14159265],0.7243459224700928,"[[1.76910931e-10-6.30044713e-43j 7.81070160e-38+1.33007869e-05j]
 [7.81070160e-38-1.33007869e-05j 1.00000000e+00+3.81299070e-33j]]",(0.5551501416593915+2.6961915806360755e-33j)
