Nelder-Mead,time,matrix,degree
[2.00223361 2.5843082 ],0.045664310455322266,"[[2.90911595e-01+2.46600800e-18j 7.16375005e-18+4.54182825e-01j]
 [7.16375005e-18-4.54182825e-01j 7.09088405e-01-1.12093558e-17j]]",(0.24016564647528965-0.707108124969473j)
[1.91334016 3.27576075],0.03698992729187012,"[[ 3.32057890e-01-8.47255703e-19j -1.00154342e-18+4.70951641e-01j]
 [-1.00154342e-18-4.70951641e-01j  6.67942110e-01-1.53119673e-18j]]",(0.0629745811203341+0.7989175800736987j)
[3.14159265 4.65597403],0.03256082534790039,"[[ 3.74939946e-33-1.25144055e-49j -1.86253141e-33+6.12323400e-17j]
 [-1.86253141e-33-6.12323400e-17j  1.00000000e+00-2.15599593e-17j]]",(0.47693873460908065-1.5245193428774537e-17j)
[1.61845343 3.15573501],0.03572988510131836,"[[ 4.76180466e-01+3.12285638e-20j -2.13774381e-19+4.99432308e-01j]
 [-2.13774381e-19-4.99432308e-01j  5.23819534e-01-7.76594171e-20j]]",(0.007051740870894555+0.3490237683654256j)
[1.45734909 4.88725263],0.03861427307128906,"[[ 5.56602024e-01+1.18055838e-17j -1.84165371e-17+4.96785880e-01j]
 [-1.84165371e-17-4.96785880e-01j  4.43397976e-01-1.25881237e-17j]]",(0.20667819327305037+0.41037393268428257j)
[1.95526515 6.28318531],0.03438568115234375,"[[ 3.12466605e-01-3.00738594e-33j -2.10091375e-33+4.63498895e-01j]
 [-2.10091375e-33-4.63498895e-01j  6.87533395e-01+1.10186137e-33j]]",(0.13462966127647188+0.14874164508914672j)
[1.62876564 3.14162028],0.031116247177124023,"[[ 4.71031574e-01+5.25209293e-23j -2.35945995e-22+4.99160125e-01j]
 [-2.35945995e-22-4.99160125e-01j  5.28968426e-01-5.10335647e-23j]]",(3.056474244879195e-17-0.4991601246999921j)
[3.14159265 3.1139611 ],0.028027772903442383,"[[3.74939946e-33+3.96412697e-51j 1.04708573e-34+6.12323400e-17j]
 [1.04708573e-34-6.12323400e-17j 1.00000000e+00-1.59663079e-20j]]",(0.2999025994253174-1.1289884571193175e-20j)
[3.14159265 3.1954128 ],0.030110597610473633,"[[3.74939946e-33-7.57590312e-51j 1.04547644e-34+6.12323400e-17j]
 [1.04547644e-34-6.12323400e-17j 1.00000000e+00-7.29500136e-19j]]",(0.05901450472228663-5.158344929509368e-19j)
[1.37976559 3.09383829],0.03237032890319824,"[[ 5.94935489e-01-3.82967629e-19j -1.72112758e-18+4.90904525e-01j]
 [-1.72112758e-18-4.90904525e-01j  4.05064511e-01+5.39311236e-20j]]",(0.02342198301168292-0.7672293551470135j)
