Nelder-Mead,time,matrix,degree,Powell,time,matrix,degree,differential_evolution,time,matrix,degree,direct,time,matrix,degree,Density Matrix
[0.        1.4509945],0.037880897521972656,"[[1.+8.98438011e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(1.410696130826965+6.352916097110193e-18j),[3.14154666 4.71239284],0.03245687484741211,"[[ 5.28857511e-10+1.79517528e-26j -1.46813229e-22+2.29969022e-05j]
 [-1.46813229e-22-2.29969022e-05j  9.99999999e-01+2.63754850e-17j]]",(0.0035173556207332866+1.865068195426183e-17j),[3.14159194 1.37209519],0.40358805656433105,"[[ 1.28788694e-13+6.02403328e-30j -9.31502760e-24+3.58871418e-07j]
 [-9.31502760e-24-3.58871418e-07j  1.00000000e+00+5.85707137e-18j]]",(0.003517431527640589+4.1415749044367284e-18j),[3.14159167 3.14159265],0.1569380760192871,"[[ 2.42676175e-13-1.18777887e-45j -1.29632871e-39+4.92621736e-07j]
 [-1.29632871e-39-4.92621736e-07j  1.00000000e+00-2.16502499e-33j]]",(0.0035174315112905014-1.5309038690863512e-33j),"  (0, 0)	(0.002487199698627926+0j)
  (1, 1)	(0.997512800301372+0j)"
[1.27116739 3.04877403],0.05295896530151367,"[[ 6.47582849e-01-2.20851505e-19j -1.09214388e-18+4.77723040e-01j]
 [-1.09214388e-18-4.77723040e-01j  3.52417151e-01+1.05069854e-18j]]",(0.044269898662061755-0.7971979078545212j),[1.27114265 3.04879978],0.036618709564208984,"[[ 6.47594669e-01+7.69762624e-19j -2.41500766e-18+4.77719388e-01j]
 [-2.41500766e-18-4.77719388e-01j  3.52405331e-01-4.71382816e-19j]]",(0.044269898661500835-0.7971942562741572j),[1.2711543  3.04879055],0.392031192779541,"[[ 6.47589101e-01+1.05682490e-19j -1.34570396e-18+4.77721108e-01j]
 [-1.34570396e-18-4.77721108e-01j  3.52410899e-01-2.21796217e-19j]]",(0.04426989865934774-0.7971959763829704j),[1.2711562  3.04879454],0.6969492435455322,"[[6.47588194e-01-1.46012375e-18j 1.77987246e-18+4.77721389e-01j]
 [1.77987246e-18-4.77721389e-01j 3.52411806e-01-5.20862276e-19j]]",(0.04426989865940482-0.7971962567664028j),"  (0, 0)	(0.6475891004964196+0j)
  (0, 1)	(0.044269898659347745-0.31947486817968357j)
  (1, 0)	(0.044269898659347745+0.31947486817968357j)
  (1, 1)	(0.3524108995035805+0j)"
[0.63715444 1.26006735],0.03632950782775879,"[[ 9.01895933e-01-5.52623302e-18j -2.50053736e-17+2.97455306e-01j]
 [-2.50053736e-17-2.97455306e-01j  9.81040668e-02-1.99107654e-18j]]",(0.7599368627512202-0.07695451263971324j),[1.80257681 1.38280314],0.03083205223083496,"[[ 3.85144619e-01-7.15868355e-18j -6.91940390e-18+4.86629470e-01j]
 [-6.91940390e-18-4.86629470e-01j  6.14855381e-01-1.44460624e-17j]]",(0.28318443857327064-0.3956847030563821j),[1.80254835 1.38280515],0.492448091506958,"[[3.85158470e-01+1.29939091e-17j 2.39475339e-17+4.86632739e-01j]
 [2.39475339e-17-4.86632739e-01j 6.14841530e-01+1.15094619e-17j]]",(0.28318443834383705-0.395687972465342j),[1.80254924 1.38280301],0.6846210956573486,"[[3.85158039e-01+7.55424921e-19j 8.65276426e-18+4.86632638e-01j]
 [8.65276426e-18-4.86632638e-01j 6.14841961e-01+2.42702589e-17j]]",(0.2831844383440579-0.3956878706600738j),"  (0, 0)	(0.3851584685625063+0j)
  (0, 1)	(0.28318443834383705+0.09094476692785307j)
  (1, 0)	(0.28318443834383705-0.09094476692785307j)
  (1, 1)	(0.6148415314374936+0j)"
[0.         2.59758456],0.03565859794616699,"[[1.+1.17139594e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.7021563775619264+0.002617130889449775j),[1.5633395  4.63165476],0.026273488998413086,"[[5.03728377e-01+2.28497790e-17j 2.47447498e-17+4.99986099e-01j]
 [2.47447498e-17-4.99986099e-01j 4.96271623e-01-4.52904374e-19j]]",(0.04556704972984958+0.5403142562091524j),[1.56333515 4.6316427 ],0.3231468200683594,"[[5.03730553e-01-2.48914445e-17j 2.00066969e-17+4.99986083e-01j]
 [2.00066969e-17-4.99986083e-01j 4.96269447e-01+1.07454765e-17j]]",(0.04556704972911768+0.5403142399898592j),[1.56333015 4.63163547],0.7045435905456543,"[[ 5.03733053e-01+2.08542579e-17j -4.39349292e-17+4.99986064e-01j]
 [-4.39349292e-17-4.99986064e-01j  4.96266947e-01-8.48865986e-18j]]",(0.04556704973008824+0.5403142213179928j),"  (0, 0)	(0.5037305502957581+0j)
  (0, 1)	(-0.04556704972911769-0.04032815720714103j)
  (1, 0)	(-0.04556704972911769+0.04032815720714103j)
  (1, 1)	(0.49626944970424186+0j)"
[0.        1.4509945],0.030536174774169922,"[[1.+8.98438011e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(1.3138270693085252+6.352916097110192e-18j),[3.14153347 4.71239284],0.035239458084106445,"[[8.75570641e-10+1.30946066e-26j 1.24940246e-21+2.95900429e-05j]
 [1.24940246e-21-2.95900429e-05j 9.99999999e-01-2.49976585e-17j]]",(0.10038648746532756-1.767601426727294e-17j),[3.14158333 4.59986208],0.3786604404449463,"[[2.17544859e-11+2.61701309e-28j 1.11295210e-22+4.66417044e-06j]
 [1.11295210e-22-4.66417044e-06j 1.00000000e+00-2.10329955e-17j]]",(0.10038649292545075-1.487257372500911e-17j),[3.14158379 3.14159265],0.7347860336303711,"[[1.96567701e-11+7.24679436e-44j 1.36098399e-38+4.43359562e-06j]
 [1.36098399e-38-4.43359562e-06j 1.00000000e+00-1.08698824e-33j]]",(0.10038649293886552-7.686167564258541e-34j),"  (0, 0)	(0.07098396998549368+0j)
  (1, 1)	(0.9290160300145064+0j)"
[0.         1.35967317],0.02902078628540039,"[[1.-2.08074842e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.7212928775418617-1.4713113172369396e-17j),[1.5908597  4.71239284],0.027443408966064453,"[[4.89968984e-01-2.36037985e-18j 2.15856737e-17+4.99899369e-01j]
 [2.15856737e-17-4.99899369e-01j 5.10031016e-01-1.84898064e-17j]]",(3.0610008082642235e-17+0.4998993686008752j),[3.14159265 3.61384945],0.29703831672668457,"[[3.74939946e-33+5.63661882e-50j 3.05924801e-34+6.12323400e-17j]
 [3.05924801e-34-6.12323400e-17j 1.00000000e+00+1.17076325e-17j]]",(0.6929206848312334+8.27854630331883e-18j),[3.14151285 3.14159265],0.8522350788116455,"[[ 1.59219838e-09-4.91702631e-42j -1.48546158e-37+3.99023605e-05j]
 [-1.48546158e-37-3.99023605e-05j  9.99999998e-01-2.69543420e-33j]]",(0.692920681430621-1.9059598062808792e-33j),"  (0, 0)	(0.4899689150685915+0j)
  (1, 1)	(0.5100310849314084+0j)"
[0.        1.4509945],0.02959465980529785,"[[1.+8.98438011e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(1.3952575071470836+6.352916097110192e-18j),[3.14154666 4.71239284],0.03202390670776367,"[[ 5.28857511e-10+1.90988649e-26j -2.44778331e-21+2.29969022e-05j]
 [-2.44778331e-21-2.29969022e-05j  9.99999999e-01+2.42063532e-17j]]",(0.018956040528521546+1.7116486105083484e-17j),[3.14159254 1.65550555],0.41481971740722656,"[[3.38856905e-15-2.59049688e-32j 4.70760878e-25+5.82114169e-08j]
 [4.70760878e-25-5.82114169e-08j 1.00000000e+00-1.31126945e-17j]]",(0.01895605522591695-9.272075218084574e-18j),[3.14159167 3.14159265],0.4308314323425293,"[[ 2.42676175e-13-1.18777887e-45j -1.29632871e-39+4.92621736e-07j]
 [-1.29632871e-39-4.92621736e-07j  1.00000000e+00-2.16502499e-33j]]",(0.018956055219266927-1.5309038544415244e-33j),"  (0, 0)	(0.013403955194859105+0j)
  (1, 1)	(0.9865960448051407+0j)"
[0.53003349 2.83777128],0.04265451431274414,"[[9.31395070e-01+9.52397493e-18j 3.66732833e-18+2.52781118e-01j]
 [3.66732833e-18-2.52781118e-01j 6.86049301e-02+2.82182123e-20j]]",(0.2142617461062161-0.174350142428813j),[1.41985965 2.98798174],0.0315399169921875,"[[ 5.75182111e-01+8.16999818e-19j -7.51729195e-19+4.94315335e-01j]
 [-7.51729195e-19-4.94315335e-01j  4.24817889e-01+7.32748844e-19j]]",(0.07562911624947989-0.7354784513469734j),[1.41985389 2.98799152],0.2876007556915283,"[[5.75184963e-01+5.39217149e-19j 1.69490621e-18+4.94314901e-01j]
 [1.69490621e-18-4.94314901e-01j 4.24815037e-01-5.58131934e-19j]]",(0.07562911624834762-0.7354780177258746j),[1.41985309 2.98798926],0.7410836219787598,"[[5.75185358e-01+1.26418794e-18j 6.74976278e-18+4.94314841e-01j]
 [6.74976278e-18-4.94314841e-01j 4.24814642e-01+7.77634906e-19j]]",(0.07562911624836822-0.7354779576442427j),"  (0, 0)	(0.5751849721325034+0j)
  (0, 1)	(0.07562911624834766-0.2411631166635286j)
  (1, 0)	(0.07562911624834766+0.2411631166635286j)
  (1, 1)	(0.42481502786749664+0j)"
[0.47913619 0.29779483],0.03813648223876953,"[[ 9.43696741e-01+6.37427254e-18j -3.29769197e-18+2.30506404e-01j]
 [-3.29769197e-18-2.30506404e-01j  5.63032593e-02-4.35537934e-20j]]",(0.716073391618311-0.0009596486068090261j),[1.69193925 0.13668737],0.0547025203704834,"[[ 4.39576583e-01-9.84038181e-19j -1.56609118e-18+4.96335583e-01j]
 [-1.56609118e-18-4.96335583e-01j  5.60423417e-01+6.57399298e-19j]]",(0.0676348547698103-0.2759893073352304j),[1.69195391 0.13669465],0.3348371982574463,"[[4.3956931e-01-1.33820768e-18j 1.2488265e-18+4.96334697e-01j]
 [1.2488265e-18-4.96334697e-01j 5.6043069e-01+5.53761188e-19j]]",(0.06763485472548462-0.27598842200854007j),[1.69195172 0.13669071],0.853370189666748,"[[4.39570396e-01-5.52529355e-19j 5.54858084e-18+4.96334829e-01j]
 [5.54858084e-18-4.96334829e-01j 5.60429604e-01-2.69965648e-18j]]",(0.0676348547264753-0.2759885542868139j),"  (0, 0)	(0.4395693084772074+0j)
  (0, 1)	(0.06763485472548461+0.2203462751970392j)
  (1, 0)	(0.06763485472548461-0.2203462751970392j)
  (1, 1)	(0.5604306915227926+0j)"
[0.         1.35967317],0.03699541091918945,"[[1.-2.08074842e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(1.0060644078202918-1.4713113172369393e-17j),[2.00731779 4.71238898],0.05259990692138672,"[[2.88605160e-01+1.15219980e-17j 6.71700777e-18+4.53113917e-01j]
 [6.71700777e-18-4.53113917e-01j 7.11394840e-01+2.09671128e-17j]]",(2.7745225397289495e-17+0.45311391687148983j),[3.14159265 4.52437172],0.20165014266967773,"[[ 3.74939946e-33-1.48897152e-49j -3.77841070e-33+6.12323400e-17j]
 [-3.77841070e-33-6.12323400e-17j  1.00000000e+00+1.90387726e-17j]]",(0.408149154552803+1.3462445237815641e-17j),[3.14156605 3.14159265],0.7818117141723633,"[[1.76910931e-10-6.30044713e-43j 7.81070160e-38+1.33007869e-05j]
 [7.81070160e-38-1.33007869e-05j 1.00000000e+00+3.81299070e-33j]]",(0.40814915408588986+2.696191581967879e-33j),"  (0, 0)	(0.2886050349198433+0j)
  (1, 1)	(0.7113949650801568+0j)"
