Powell,time,matrix,degree
[0.67331303 5.39550495],0.09613323211669922,"[[ 8.90880011e-01+2.11147086e-17j -2.73294570e-19+3.11789700e-01j]
 [-2.73294570e-19-3.11789700e-01j  1.09119989e-01+7.29599787e-19j]]",(0.24182471152964236+0.11498593550983605j)
[1.36208602 3.54002115],0.029945850372314453,"[[ 6.03599184e-01-2.75488885e-18j -3.74115181e-18+4.89149475e-01j]
 [-3.74115181e-18-4.89149475e-01j  3.96400816e-01-1.42399769e-18j]]",(0.18976532632458867+0.9399870020978159j)
[0.91961848 5.56228188],0.0879518985748291,"[[ 8.03061824e-01+2.50538885e-17j -2.62358958e-17+3.97685216e-01j]
 [-2.62358958e-17-3.97685216e-01j  1.96938176e-01+4.19837183e-18j]]",(0.2624980800677824+0.09894069473571437j)
[1.82453303 1.93234795],0.03638172149658203,"[[3.74488621e-01+2.47289265e-18j 2.36090124e-17+4.83990593e-01j]
 [2.36090124e-17-4.83990593e-01j 6.25511379e-01-2.15495257e-17j]]",(0.45269639288288166-0.6551895482072504j)
[2.04522279 4.53040962],0.045261383056640625,"[[2.71585834e-01+3.00941999e-18j 5.21254407e-17+4.44777437e-01j]
 [5.21254407e-17-4.44777437e-01j 7.28414166e-01+1.28880090e-17j]]",(0.43743192964556893+0.5252775980417467j)
[1.32508373 3.98482524],0.06328654289245605,"[[ 6.21623790e-01-1.12916841e-17j -1.26221278e-17+4.84982117e-01j]
 [-1.26221278e-17-4.84982117e-01j  3.78376210e-01-1.26649732e-17j]]",(0.3621861094334756+0.807517193625845j)
[2.43551609 1.36746519],0.21175098419189453,"[[ 1.19543271e-01-3.22744567e-18j -5.37870257e-18+3.24426690e-01j]
 [-5.37870257e-18-3.24426690e-01j  8.80456729e-01+2.04511157e-17j]]",(0.3177642904616293-0.28386166790523526j)
[2.31618939 5.22016958],0.04998302459716797,"[[ 1.60869654e-01-3.91055600e-18j -6.50536072e-18+3.67410680e-01j]
 [-6.50536072e-18-3.67410680e-01j  8.39130346e-01+2.01141308e-17j]]",(0.3210548500264982+0.18875751922780964j)
[0.20146504 1.03111571],0.166884183883667,"[[9.89887234e-01-2.13926312e-17j 4.73761350e-18+1.00052475e-01j]
 [4.73761350e-18-1.00052475e-01j 1.01127658e-02+1.38437066e-19j]]",(0.08583230126955459-0.04863894208638694j)
[2.65384829 1.58277189],0.08425664901733398,"[[ 5.83039134e-02+1.49852799e-18j -1.20991946e-17+2.34317236e-01j]
 [-1.20991946e-17-2.34317236e-01j  9.41696087e-01-7.85775885e-18j]]",(0.23429908401188995-0.2371198996211843j)
