differential_evolution,time,matrix,degree
[1.57571167 1.54804722],0.43088221549987793,"[[4.97542336e-01+1.35578460e-17j 2.16253740e-17+4.99993960e-01j]
 [2.16253740e-17-4.99993960e-01j 5.02457664e-01-1.95253011e-17j]]",(0.048127239256196525-0.4886205279809454j)
[3.14158529 2.86966442],0.2910284996032715,"[[ 1.35390413e-11+2.45540663e-29j -4.64670163e-24+3.67954363e-06j]
 [-4.64670163e-24-3.67954363e-06j  1.00000000e+00-8.79798027e-18j]]",(0.5306643724732976-6.221111508078126e-18j)
[0.         4.81448204],0.2580687999725342,"[[1.-1.60058325e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.653416455400499-1.1317832674138202e-17j)
[2.4170146 2.7150639],0.3838038444519043,"[[ 1.25610420e-01-7.44254103e-19j -4.36954852e-18+3.31409780e-01j]
 [-4.36954852e-18-3.31409780e-01j  8.74389580e-01+1.05636125e-17j]]",(0.13753242827420922-0.6310280486456302j)
[1.54024199 4.77937391],0.3129868507385254,"[[ 5.15274793e-01-2.42773967e-17j -2.92080239e-17+4.99766626e-01j]
 [-2.92080239e-17-4.99766626e-01j  4.84725207e-01+2.31420165e-18j]]",(0.1170005604379344+0.46631482201237323j)
[3.61276015e-07 6.23688736e+00],0.30190348625183105,"[[1.00000000e+00+7.78204194e-19j 2.90477103e-25+1.80638008e-07j]
 [2.90477103e-25-1.80638008e-07j 3.26300898e-14+4.14496276e-32j]]",(0.06185309901652494+5.50273462893223e-19j)
[2.05945098 5.74122074],0.4888746738433838,"[[ 2.65280790e-01+2.55324489e-18j -8.85460537e-18+4.41482607e-01j]
 [-8.85460537e-18-4.41482607e-01j  7.34719210e-01-8.40450485e-18j]]",(0.2277255682353864+0.17190134033929835j)
[1.51422498e-06 1.91902302e+00],0.43207287788391113,"[[1.00000000e+00-2.24205092e-17j 7.90535197e-24+7.57112492e-07j]
 [7.90535197e-24-7.57112492e-07j 5.73219325e-13-2.02178701e-29j]]",(0.0038099023763898446-1.585369438293205e-17j)
[1.51598067 1.32913383],0.31329870223999023,"[[ 5.27394103e-01-1.06804149e-17j -1.24734298e-17+4.99248999e-01j]
 [-1.24734298e-17-4.99248999e-01j  4.72605897e-01-7.14323678e-18j]]",(0.10849626535912467-0.38008775252339044j)
[0.39100701 0.94450717],0.46050143241882324,"[[ 9.62262869e-01-2.12690762e-17j -6.95585294e-18+1.90559806e-01j]
 [-6.95585294e-18-1.90559806e-01j  3.77371306e-02+5.27305805e-19j]]",(0.15439566095784177-0.07885453057603005j)
