0,1,0,1,0,1,0
Nelder-Mead,,Powell,,COBYLA,,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.12461071+0.j         0.17762622-0.24900598j]
 [0.17762622+0.24900598j 0.87538929+0.j        ]]"
,Time,,Time,,Time,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.08727578+0.j         -0.05657513+0.26237552j]
 [-0.05657513-0.26237552j  0.91272422+0.j        ]]"
[3.14159265 6.28318531],0.0059833526611328125,[2.42006255 2.57373957],0.06682419776916504,[3.85701314 5.57462078],0.009970903396606445,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.9485911 0.       ]
 [0.        0.0514089]]"
[2.57490764 6.07076903],0.03789949417114258,[2.57493976 6.07081421],0.09574508666992188,[2.54166363 5.90547883],0.013960599899291992,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.86490015+0.j         0.12757045+0.28691757j]
 [0.12757045-0.28691757j 0.13509985+0.j        ]]"
[3.14159265 6.28318531],0.0069811344146728516,[1.21022660e-13 4.71239284e+00],0.08676791191101074,[3.1415234  6.62668005],0.009973287582397461,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.95093541 0.        ]
 [0.         0.04906459]]"
[0.61117451 6.28318531],0.026927709579467773,[0.67898225 0.41837273],0.11170125007629395,[2.2634622  6.62101745],0.008977174758911133,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.73038447 0.        ]
 [0.         0.26961553]]"
[3.14159265 6.28318531],0.005983829498291016,[2.31773667e-13 4.71239287e+00],0.07380151748657227,[3.1415234  6.62668005],0.011008024215698242,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.07745052+0.j         0.21753159+0.13466016j]
 [0.21753159-0.13466016j 0.92254948+0.j        ]]"
[3.14159265 6.28318531],0.0059833526611328125,[7.92981234e-14 4.71239286e+00],0.09774017333984375,[3.1415234  6.62668005],0.01296544075012207,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.04265182+0.j         0.11119553+0.16324528j]
 [0.11119553-0.16324528j 0.95734818+0.j        ]]"
[2.86890906 6.28318531],0.017922401428222656,[2.60445629 1.0164971 ],0.1545872688293457,[3.67967966 4.15530729],0.010972261428833008,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.00290001 0.        ]
 [0.         0.99709999]]"
[2.80898699 6.28318531],0.01695418357849121,[2.73548318 0.59797366],0.12865424156188965,[2.80858742 6.23885428],0.010970354080200195,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.40175466 0.        ]
 [0.         0.59824534]]"
[3.14159265 5.85353574],0.019946575164794922,[3.14159265 4.71239284],0.08178305625915527,[3.14172629 6.6357756 ],0.010970115661621094,
[3.14159265 6.28318531],0.005982875823974609,[1.76856171 4.71239284],0.02593088150024414,[3.1415234  6.62668005],0.009972810745239258,
