Nelder-Mead,time,Powell,time,COBYLA,time,Density Matrix,0,1
[0.         6.28318531],0.008523225784301758,[3.14155318 4.71239284],0.031914710998535156,[1.08968669e-04 6.78933636e+00],0.01296544075012207,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.04363004 0.        ]
 [0.         0.95636996]]",[2.73329657 4.79992646],0.43529659404685067
[0.         6.28318531],0.006978511810302734,[1.70321512 2.78270051],0.049384117126464844,[0.49936439 8.6107979 ],0.014990568161010742,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.43398393+0.j         0.17403855-0.16434845j]
 [0.17403855+0.16434845j 0.56601607+0.j        ]]",[1.59429509 1.96535974],0.7389702120150176
[0.         6.28318531],0.0069811344146728516,[3.14154666 4.71239284],0.032987356185913086,[1.08968669e-04 6.78933636e+00],0.011519193649291992,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[4.95311109e-04 0.00000000e+00]
 [0.00000000e+00 9.99504689e-01]]",[2.73329657 4.79992646],0.511448511125697
[0.         6.28318531],0.007017612457275391,[3.14154666 4.71239284],0.03387618064880371,[1.08968669e-04 6.78933636e+00],0.012424707412719727,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.1433929 0.       ]
 [0.        0.8566071]]",[2.73329657 4.79992646],0.6348223042078824
[0.07723298 6.28318531],0.010970592498779297,[0.35415873 1.34647843],0.11221122741699219,[0.36635478 7.51767323],0.018459320068359375,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.96786715+0.j         0.16905634+0.03857152j]
 [0.16905634-0.03857152j 0.03213285+0.j        ]]",[0.40829609 1.48325885],0.11777970574439578
[0.         6.28318531],0.008976221084594727,[1.40067753 1.5707924 ],0.01595592498779297,[1.08968669e-04 6.78933636e+00],0.012964487075805664,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.58463973 0.        ]
 [0.         0.41536027]]",[1.19998161 4.79992646],1.2030427507355126
[0.         6.28318531],0.007941007614135742,[3.48423514e-09 4.71232868e+00],0.048464059829711914,[1.08968669e-04 6.78933636e+00],0.015958070755004883,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.8574112 0.       ]
 [0.        0.1425888]]",[0.40829608 4.79992646],0.6332141045944688
[0.60953153 3.78330696],0.050835609436035156,[1.77881637 3.49940119],0.03441572189331055,[2.29090622 3.61496662],0.011968135833740234,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.39674232+0.j         -0.1713275 -0.22930388j]
 [-0.1713275 +0.22930388j  0.60325768+0.j        ]]",[1.94161104 3.54988874],0.5800746975856863
[0.06591088 4.01410082],0.029922008514404297,[1.56862405 4.67004989],0.02644038200378418,[-0.05341956  5.62861366],0.011966466903686523,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.5010867 +0.j         -0.02522168-0.02117094j]
 [-0.02522168+0.02117094j  0.4989133 +0.j        ]]",[1.53331495 4.79992646],1.110033427459566
[0.         6.28318531],0.006981611251831055,[1.21146842 4.71239286],0.01795196533203125,[1.08968669e-04 6.78933636e+00],0.011968851089477539,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.6758227 0.       ]
 [0.        0.3241773]]",[1.19998161 1.48325885],1.020676809010741
