dual_annealing,time,matrix,degree
[1.29556279 3.57776664],1.899864673614502,"[[6.35885847e-01-5.57533874e-18j 1.31547858e-17+4.81180877e-01j]
 [1.31547858e-17-4.81180877e-01j 3.64114153e-01-2.90654201e-18j]]",(1.8791328483453176-2.402104390728897e-17j)
[1.77450062 5.86882187],1.9883091449737549,"[[ 3.98850792e-01+4.97831921e-18j -1.45558688e-17+4.89661963e-01j]
 [-1.45558688e-17-4.89661963e-01j  6.01149208e-01+2.90988060e-18j]]",(0.40289916345150684+5.4324019188582595e-17j)
[0.6164343  5.79239847],2.0356802940368652,"[[ 9.07972538e-01+7.13757830e-18j -3.54337331e-18+2.89064712e-01j]
 [-3.54337331e-18-2.89064712e-01j  9.20274615e-02-1.34796274e-18j]]",(0.2808991819703978-5.384813838061857e-17j)
[1.49682069 4.30682738],1.9370455741882324,"[[5.36954090e-01+9.86465201e-18j 6.56192683e-19+4.98632525e-01j]
 [6.56192683e-19-4.98632525e-01j 4.63045910e-01-1.23477165e-17j]]",(1.665483314480431+6.79962915208789e-25j)
[0.66429383 1.21512707],1.9682879447937012,"[[8.93676167e-01-7.41939430e-18j 8.60001468e-18+3.08251643e-01j]
 [8.60001468e-18-3.08251643e-01j 1.06323833e-01+2.97407893e-18j]]",(0.7038848821745413+3.4182713089013004e-17j)
[1.88655771 1.51976928],1.9682879447937012,"[[3.44729850e-01+7.35392009e-18j 8.64972192e-18+4.75280108e-01j]
 [8.64972192e-18-4.75280108e-01j 6.55270150e-01+2.73622589e-17j]]",(1.3095636587927078-4.024089281673065e-17j)
[0.91823342 4.76605054],2.0053775310516357,"[[8.03612351e-01+1.85737993e-18j 7.84450861e-18+3.97265076e-01j]
 [7.84450861e-18-3.97265076e-01j 1.96387649e-01+4.76905378e-18j]]",(1.093086497717227+2.266381542285825e-17j)
[1.60408925 4.16367712],1.968249797821045,"[[4.83356611e-01+7.33305611e-18j 4.37626423e-17+4.99722921e-01j]
 [4.37626423e-17-4.99722921e-01j 5.16643389e-01+1.16155328e-17j]]",(1.743503760961444+2.714975954296304e-17j)
[1.18928474 6.14277867],1.952664852142334,"[[6.8616190e-01+5.92388274e-19j 1.4359048e-18+4.64051449e-01j]
 [1.4359048e-18-4.64051449e-01j 3.1383810e-01-1.21307692e-18j]]",(0.13020477430554472-1.0880189571803616e-16j)
[0.30733179 5.13772382],2.1262123584747314,"[[9.76572070e-01-7.60284059e-18j 9.94833890e-18+1.51258262e-01j]
 [9.94833890e-18-1.51258262e-01j 2.34279296e-02+6.85215595e-19j]]",(0.3278846603286815-1.7206788071955258e-24j)
