Nelder-Mead,time,matrix,degree,Powell,time,matrix,degree,differential_evolution,time,matrix,degree,dual_annealing,time,matrix,degree,Density Matrix
[1.34663839 5.81550872],0.20308375358581543,"[[ 6.11142722e-01-1.07024773e-17j -1.48768891e-18+4.87490816e-01j]
 [-1.48768891e-18-4.87490816e-01j  3.88857278e-01+1.57554929e-18j]]",(0.4518319443861419-8.602685387610636e-34j),[1.34663839 5.81550872],0.877220869064331,"[[ 6.11142722e-01-7.54501835e-18j -1.96864541e-17+4.87490816e-01j]
 [-1.96864541e-17-4.87490816e-01j  3.88857278e-01-1.71222779e-18j]]",(0.4518319443861419-5.400036971302846e-17j),[1.34663839 5.81550872],1.7902576923370361,"[[ 6.11142722e-01+2.76043380e-18j -1.02998170e-17+4.87490816e-01j]
 [-1.02998170e-17-4.87490816e-01j  3.88857278e-01+6.69876447e-18j]]",(0.4518319443861419-1.188927526413498e-33j),[1.34663839 5.81550871],2.0032501220703125,"[[ 6.11142724e-01+1.31800644e-17j -6.04761377e-18+4.87490815e-01j]
 [-6.04761377e-18-4.87490815e-01j  3.88857276e-01+4.78232758e-18j]]",(0.4518319441856825+1.442359586996544e-25j),"  (0, 0)	(0.6111427221090427-4.388478500262846e-18j)
  (0, 1)	(-0.21976748368415452+0.4351431355741775j)
  (1, 0)	(-0.21976748368415452-0.4351431355741775j)
  (1, 1)	(0.3888572778909573+4.3884785002628454e-18j)"
[3.14159265 5.7471488 ],0.18868112564086914,"[[3.74939946e-33+9.19449575e-52j 1.46724569e-33+6.12323400e-17j]
 [1.46724569e-33-6.12323400e-17j 1.00000000e+00-2.14196760e-17j]]",(1.8438093142872938-2.661337711592684e-17j),[0.58991771 2.90605336],0.827930212020874,"[[ 9.15493229e-01-2.04762969e-19j -3.49908139e-18+2.78146323e-01j]
 [-3.49908139e-18-2.78146323e-01j  8.45067713e-02+7.42874914e-19j]]",(1.1994823096117302+7.108664345383336e-19j),[0.7956559  2.42991371],1.685283899307251,"[[8.49908197e-01+3.93324915e-19j 6.06157949e-18+3.57161383e-01j]
 [6.06157949e-18-3.57161383e-01j 1.50091803e-01-2.30988027e-18j]]",(1.3391471297130155+8.41599895777172e-34j),[0.7956559  2.42991371],1.991809606552124,"[[ 8.49908197e-01-1.36420913e-17j -3.63464769e-18+3.57161384e-01j]
 [-3.63464769e-18-3.57161384e-01j  1.50091803e-01-1.05243874e-18j]]",(1.3391471302114466+2.083885908559934e-27j),"  (0, 0)	(0.8499081968631451-3.724071663352221e-18j)
  (0, 1)	(0.23326427630168575-0.270466321691691j)
  (1, 0)	(0.23326427630168575+0.270466321691691j)
  (1, 1)	(0.15009180313685488+3.72407166335222e-18j)"
[0.93041389 4.22405093],0.17818999290466309,"[[7.98751075e-01-2.47490963e-17j 1.17684977e-17+4.00933654e-01j]
 [1.17684977e-17-4.00933654e-01j 2.01248925e-01-5.24592091e-18j]]",(1.37452259193097-2.4947669855490722e-33j),[0.93041389 4.22405093],1.045825719833374,"[[ 7.98751075e-01-2.64525004e-19j -5.44645248e-18+4.00933654e-01j]
 [-5.44645248e-18-4.00933654e-01j  2.01248925e-01+4.43369847e-18j]]",(1.37452259193097+0j),[0.93041389 4.22405093],1.707141399383545,"[[7.98751075e-01-2.47490963e-17j 1.17684977e-17+4.00933654e-01j]
 [1.17684977e-17-4.00933654e-01j 2.01248925e-01-5.24592091e-18j]]",(1.37452259193097-2.4947669855490722e-33j),[0.93041388 4.22405093],2.3269994258880615,"[[7.98751078e-01+1.95766690e-17j 1.90164995e-17+4.00933652e-01j]
 [1.90164995e-17-4.00933652e-01j 2.01248922e-01+1.18227127e-18j]]",(1.374522589141277+2.2280231496289106e-26j),"  (0, 0)	(0.798751075377495+5.6917669832344555e-18j)
  (0, 1)	(-0.3540700419357084-0.18810156927690952j)
  (1, 0)	(-0.3540700419357084+0.18810156927690952j)
  (1, 1)	(0.201248924622505-5.691766983234455e-18j)"
[0.77417685 5.91611066],0.1954793930053711,"[[8.57498382e-01-1.13437603e-17j 7.00415418e-18+3.49563881e-01j]
 [7.00415418e-18-3.49563881e-01j 1.42501618e-01+1.00015001e-18j]]",(0.2551936880904281+5.4578799976966985e-17j),[0.77417685 5.91611066],0.9108037948608398,"[[8.57498382e-01-1.13437603e-17j 5.76152347e-18+3.49563881e-01j]
 [5.76152347e-18-3.49563881e-01j 1.42501618e-01-4.32910434e-19j]]",(0.2551936880904281+5.457879997696698e-17j),[0.77417685 5.91611066],1.9207608699798584,"[[8.57498382e-01-1.13437603e-17j 7.00415418e-18+3.49563881e-01j]
 [7.00415418e-18-3.49563881e-01j 1.42501618e-01+1.00015001e-18j]]",(0.2551936880904281+5.4578799976966985e-17j),[0.77417685 5.91611065],2.3124194145202637,"[[ 8.57498383e-01-1.15844136e-17j -1.03868247e-17+3.49563880e-01j]
 [-1.03868247e-17-3.49563880e-01j  1.42501617e-01-1.50628257e-19j]]",(0.25519368774719986-5.4578800126121785e-17j),"  (0, 0)	(0.8574983823475195-4.6085667447637845e-19j)
  (0, 1)	(-0.1254537597288124+0.32627635646612857j)
  (1, 0)	(-0.1254537597288124-0.32627635646612857j)
  (1, 1)	(0.14250161765248054+4.6085667447637845e-19j)"
[2.77512866 6.28318531],0.19378185272216797,"[[3.31999054e-02-1.00146103e-34j 2.39360465e-33+1.79158231e-01j]
 [2.39360465e-33-1.79158231e-01j 9.66800095e-01-7.39734648e-33j]]",(1.6602651320858102+2.439057998181592e-17j),[0.99719131 0.90573614],0.8861188888549805,"[[ 7.71331801e-01+1.39038525e-17j -2.93124240e-17+4.19975063e-01j]
 [-2.93124240e-17-4.19975063e-01j  2.28668199e-01+6.60106608e-18j]]",(0.8994979245841265+9.376596055080433e-17j),[0.99719131 1.13007437],1.7538037300109863,"[[7.71331801e-01+1.15783171e-17j 2.44159079e-17+4.19975063e-01j]
 [2.44159079e-17-4.19975063e-01j 2.28668199e-01-2.46480821e-18j]]",(0.899497924584126+4.6882980275402173e-17j),[0.99719131 1.13007437],2.081627130508423,"[[ 7.71331802e-01+1.79388627e-17j -8.09285518e-19+4.19975063e-01j]
 [-8.09285518e-19-4.19975063e-01j  2.28668198e-01-4.48963702e-18j]]",(0.8994979236753406+4.688298039158957e-17j),"  (0, 0)	(0.771331800771992-5.67755563526188e-19j)
  (0, 1)	(0.37984389190884404+0.17915823081670118j)
  (1, 0)	(0.37984389190884404-0.17915823081670113j)
  (1, 1)	(0.22866819922800788+5.67755563526188e-19j)"
[3.14159265 6.28318531],0.23290252685546875,"[[3.74939946e-33-9.62017444e-66j 3.00807789e-49+6.12323400e-17j]
 [3.00807789e-49-6.12323400e-17j 1.00000000e+00+0.00000000e+00j]]",(1.1281264772101813-4.771740769924837e-18j),[1.94299595 2.77357402],0.9384033679962158,"[[ 3.18167337e-01-3.58514718e-19j -2.14520411e-17+4.65764836e-01j]
 [-2.14520411e-17-4.65764836e-01j  6.81832663e-01+1.36494616e-18j]]",(1.8316071790927284-7.962007248273213e-33j),[1.94299595 2.77357402],1.7293448448181152,"[[ 3.18167337e-01+2.49017624e-18j -4.81786592e-18+4.65764836e-01j]
 [-4.81786592e-18-4.65764836e-01j  6.81832663e-01-5.04957352e-18j]]",(1.831607179092729-1.4546920671731844e-33j),[1.94299595 2.77357402],2.0770769119262695,"[[ 3.18167339e-01-2.21021747e-18j -2.17204199e-17+4.65764837e-01j]
 [-2.17204199e-17-4.65764837e-01j  6.81832661e-01-5.43352884e-18j]]",(1.8316071804950207+2.3304817838206987e-26j),"  (0, 0)	(0.3181673371456635-4.229792373746241e-18j)
  (0, 1)	(0.16756702344458693-0.4345781579569116j)
  (1, 0)	(0.16756702344458693+0.4345781579569116j)
  (1, 1)	(0.6818326628543365+4.229792373746241e-18j)"
[3.14159265 5.7471488 ],0.1924879550933838,"[[3.74939946e-33+9.19449575e-52j 1.46724569e-33+6.12323400e-17j]
 [1.46724569e-33-6.12323400e-17j 1.00000000e+00-2.14196760e-17j]]",(1.31357469562077-1.7166680668027096e-17j),[1.70849179 2.78486513],0.8605422973632812,"[[4.31369620e-01+9.73554205e-19j 6.36124917e-18+4.95267474e-01j]
 [6.36124917e-18-4.95267474e-01j 5.68630380e-01+5.13819711e-18j]]",(1.949640837992451+9.848762504536385e-18j),[1.70849179 2.78486513],1.5150468349456787,"[[4.31369620e-01-4.87478352e-18j 9.94015488e-18+4.95267474e-01j]
 [9.94015488e-18-4.95267474e-01j 5.68630380e-01+5.13819711e-18j]]",(1.9496408379924512+1.5077063105468424e-34j),[1.70849179 2.78486513],1.9303505420684814,"[[ 4.31369621e-01-2.29839528e-18j -9.30158002e-18+4.95267474e-01j]
 [-9.30158002e-18-4.95267474e-01j  5.68630379e-01+3.54562491e-18j]]",(1.9496408382719084-1.1838607286588955e-27j),"  (0, 0)	(0.43136962024379955-2.358836890630719e-18j)
  (0, 1)	(0.172952183089663-0.4640877215990952j)
  (1, 0)	(0.172952183089663+0.4640877215990952j)
  (1, 1)	(0.5686303797562003+2.3588368906307173e-18j)"
[2.12892668 5.54203466],0.1839277744293213,"[[ 2.35199401e-01-5.49071948e-18j -6.22820078e-18+4.24123381e-01j]
 [-6.22820078e-18-4.24123381e-01j  7.64800599e-01-1.16127809e-18j]]",(0.6143881189897562+1.273360754178009e-33j),[2.12892668 5.54203466],0.8689150810241699,"[[ 2.35199401e-01+2.30463991e-18j -1.66155242e-17+4.24123381e-01j]
 [-1.66155242e-17-4.24123381e-01j  7.64800599e-01-1.58025848e-17j]]",(0.6143881189897563+1.3905156668869052e-32j),[2.12892668 5.54203466],1.8215258121490479,"[[ 2.35199401e-01-5.49071948e-18j -6.22820078e-18+4.24123381e-01j]
 [-6.22820078e-18-4.24123381e-01j  7.64800599e-01-1.16127809e-18j]]",(0.6143881189897562+1.273360754178009e-33j),[2.12892667 5.54203466],1.9583532810211182,"[[ 2.35199402e-01+4.34919095e-18j -1.98298556e-17+4.24123382e-01j]
 [-1.98298556e-17-4.24123382e-01j  7.64800598e-01-1.50377623e-17j]]",(0.6143881196549986+7.982669227173353e-26j),"  (0, 0)	(0.23519940058917138+1.3586151637428299e-18j)
  (0, 1)	(-0.28634146424335866+0.3128725114269951j)
  (1, 0)	(-0.28634146424335866-0.3128725114269951j)
  (1, 1)	(0.7648005994108286-1.3586151637428299e-18j)"
[3.04671092 6.28318531],0.1940467357635498,"[[ 2.24894767e-03+2.34817588e-35j -2.21206616e-34+4.73697151e-02j]
 [-2.21206616e-34-4.73697151e-02j  9.97751052e-01+9.63667651e-33j]]",(1.5683951875712305-1.0319678982678733e-17j),[1.32844415 1.47304932],0.991973876953125,"[[6.19993364e-01-4.46663950e-18j 2.59145812e-17+4.85388085e-01j]
 [2.59145812e-17-4.85388085e-01j 3.80006636e-01+6.70343204e-18j]]",(1.3041745203782826-2.0561537845828352e-17j),[1.32844415 1.47304932],2.14788818359375,"[[ 6.19993364e-01-1.05063942e-17j -3.85637054e-17+4.85388085e-01j]
 [-3.85637054e-17-4.85388085e-01j  3.80006636e-01-2.87697063e-18j]]",(1.3041745203782826-2.0561537845828358e-17j),[1.32844414 1.47304932],2.4836368560791016,"[[ 6.19993365e-01+1.26202177e-17j -6.88247447e-18+4.85388084e-01j]
 [-6.88247447e-18-4.85388084e-01j  3.80006635e-01+1.00836482e-17j]]",(1.3041745197577432-2.0561537872997936e-17j),"  (0, 0)	(0.6199933635004694+4.302142857226146e-18j)
  (0, 1)	(0.4830711156864524+0.04736971506448391j)
  (1, 0)	(0.4830711156864524-0.04736971506448394j)
  (1, 1)	(0.38000663649953065-4.3021428572261465e-18j)"
[2.49639678 6.15249965],0.2456960678100586,"[[1.00509005e-01-3.89051002e-19j 1.85162324e-19+3.00677477e-01j]
 [1.85162324e-19-3.00677477e-01j 8.99490995e-01-2.01297854e-18j]]",(0.07853255490139968+5.49396014432177e-17j),[2.49639678 6.15249965],0.9612784385681152,"[[ 1.00509005e-01+2.03356349e-19j -1.01945709e-19+3.00677477e-01j]
 [-1.01945709e-19-3.00677477e-01j  8.99490995e-01+3.16377952e-18j]]",(0.07853255490139976-4.53084375048551e-19j),[2.49639678 6.15249965],1.858358383178711,"[[1.00509005e-01+1.65075458e-19j 5.81589456e-20+3.00677477e-01j]
 [5.81589456e-20-3.00677477e-01j 8.99490995e-01-2.01297854e-18j]]",(0.07853255490139974-4.530843750484674e-19j),[2.49639677 6.15249965],2.3266613483428955,"[[ 1.00509006e-01+3.22413861e-19j -1.14857345e-18+3.00677477e-01j]
 [-1.14857345e-18-3.00677477e-01j  8.99490994e-01+2.17882076e-18j]]",(0.07853255498047411-4.530844940478497e-19j),"  (0, 0)	(0.1005090050913291-3.91651782373799e-19j)
  (0, 1)	(-0.03918247994926695+0.2981135324870469j)
  (1, 0)	(-0.03918247994926694-0.2981135324870469j)
  (1, 1)	(0.8994909949086708+3.916517823737967e-19j)"
