differential_evolution,time,matrix,degree
[1.2460482  1.79612858],0.33814549446105957,"[[6.59535046e-01+2.36891812e-17j 3.47375682e-17+4.73865560e-01j]
 [3.47375682e-17-4.73865560e-01j 3.40464954e-01+9.40486960e-19j]]",(0.3121257418560901-0.5797414501402455j)
[3.14158914 3.10492951],0.3226292133331299,"[[3.08985552e-12-1.26506606e-30j 3.73807357e-24+1.75779849e-06j]
 [3.73807357e-24-1.75779849e-06j 1.00000000e+00+7.10115962e-19j]]",(0.024681303416459903+5.021278139883863e-19j)
[2.28522449 4.81567177],0.4137001037597656,"[[1.72407240e-01-2.92122191e-18j 4.60589679e-17+3.77734012e-01j]
 [4.60589679e-17-3.77734012e-01j 8.27592760e-01+1.97940110e-17j]]",(0.33392285891605766+0.3387652048286954j)
[1.4671856  4.58285116],0.3847799301147461,"[[5.51712722e-01-7.71367513e-18j 2.93463482e-17+4.97318605e-01j]
 [2.93463482e-17-4.97318605e-01j 4.48287278e-01+3.94848509e-18j]]",(0.20517934931364845+0.5608673591535661j)
[0.55241705 3.17543103],0.45322442054748535,"[[9.25629336e-01+1.08226507e-18j 7.09043354e-20+2.62373148e-01j]
 [7.09043354e-20-2.62373148e-01j 7.43706644e-02-4.79544779e-21j]]",(0.008878688634583515+0.5244723154401931j)
[0.96393428 1.25780661],0.29982662200927734,"[[ 7.85146315e-01+8.02514906e-18j -1.27454386e-17+4.10720804e-01j]
 [-1.27454386e-17-4.10720804e-01j  2.14853685e-01+1.11437652e-18j]]",(0.326430602103258-0.2842579973982728j)
[1.24257389 4.38046418],0.32552409172058105,"[[6.61180433e-01-1.03807021e-17j 1.75775907e-17+4.73308428e-01j]
 [1.75775907e-17-4.73308428e-01j 3.38819567e-01-6.51227653e-18j]]",(0.29229108664179965+0.627542303272291j)
[0.         4.76063157],0.2631072998046875,"[[1.-1.0638206e-18j 0.+0.0000000e+00j]
 [0.+0.0000000e+00j 0.+0.0000000e+00j]]",(0.5006031838752825-7.522347611266641e-19j)
[9.04727112e-07 5.61577191e+00],0.39550185203552246,"[[1.00000000e+00+2.52182156e-17j 1.74921982e-23+4.52363556e-07j]
 [1.74921982e-23-4.52363556e-07j 2.04632787e-13-4.27123528e-30j]]",(0.014490766566219022+1.783197129161128e-17j)
[1.20223141 0.29914195],0.323150634765625,"[[ 6.80138548e-01+6.39549276e-18j -6.48843381e-18+4.66422666e-01j]
 [-6.48843381e-18-4.66422666e-01j  3.19861452e-01+2.29830697e-18j]]",(0.13745493889295313-0.15604802812491386j)
