differential_evolution,time,matrix,degree
[0.71098632 5.26897899],0.40808677673339844,"[[ 8.78859296e-01-2.50705841e-18j -1.44230658e-17+3.26290719e-01j]
 [-1.44230658e-17-3.26290719e-01j  1.21140704e-01-2.99958720e-18j]]",(0.2799689384752358+0.15230963666664693j)
[1.81658088 6.12745574],0.3444833755493164,"[[ 3.78341313e-01-1.69813159e-18j -3.52095058e-18+4.84973364e-01j]
 [-3.52095058e-18-4.84973364e-01j  6.21658687e-01-2.43733655e-19j]]",(0.0743075865881541+0.190812097957972j)
[1.72449231 1.57000439],0.30261754989624023,"[[ 4.2345421e-01+6.93081551e-18j -2.9700169e-18+4.94106003e-01j]
 [-2.9700169e-18-4.94106003e-01j  5.7654579e-01+4.38409094e-18j]]",(0.2544311235595857-0.4936355548028684j)
[1.01080311 0.32527746],0.47511768341064453,"[[7.65590223e-01-3.51365983e-18j 2.40981131e-18+4.23629358e-01j]
 [2.40981131e-18-4.23629358e-01j 2.34409777e-01-2.94809959e-18j]]",(0.13537993292023492-0.097767172975222j)
[1.54944206 1.58309674],0.4279439449310303,"[[ 5.10676323e-01-2.04861199e-17j -3.11018708e-17+4.99886003e-01j]
 [-3.11018708e-17-4.99886003e-01j  4.89323677e-01+5.82395700e-18j]]",(0.10203208811282766-0.506034653423483j)
[3.14159265 2.74334844],0.15782427787780762,"[[ 3.74939946e-33-1.10208363e-50j -8.23129885e-36+6.12323400e-17j]
 [-8.23129885e-36-6.12323400e-17j  1.00000000e+00+8.38852885e-18j]]",(0.547274645717798+5.931585635709605e-18j)
[3.13825959 3.14145842],0.2586500644683838,"[[2.77732385e-06-1.11190822e-26j 7.21006611e-24+1.66652817e-03j]
 [7.21006611e-24-1.66652817e-03j 9.99997223e-01-1.68741087e-21j]]",(0.707098935698106+3.2331899122989994e-07j)
[2.05624194 5.79395667],0.4074561595916748,"[[ 2.66698732e-01+6.69608918e-18j -3.47043891e-18+4.42233556e-01j]
 [-3.47043891e-18-4.42233556e-01j  7.33301268e-01+1.09304705e-17j]]",(0.20782552370907914+0.15718819795600517j)
[5.03349342e-06 2.02113706e+00],0.3864912986755371,"[[ 1.00000000e+00-2.30793531e-17j -4.06594754e-23+2.51674671e-06j]
 [-4.06594754e-23-2.51674671e-06j  6.33401400e-12-1.37937625e-28j]]",(0.05726211664833335-1.6319567089045617e-17j)
[1.65569832 1.58854898],0.31257057189941406,"[[4.57599985e-01+1.28192404e-17j 3.80093150e-17+4.98198995e-01j]
 [3.80093150e-17-4.98198995e-01j 5.42400015e-01-5.47110892e-18j]]",(0.19678993416887952-0.5070428861685246j)
