Nelder-Mead,time,matrix,degree
[1.04146882e-14 4.71239280e+00],0.10886001586914062,"[[ 1.00000000e+00-8.52972318e-18j -3.01761273e-31+5.20734410e-15j]
 [-3.01761273e-31-5.20734410e-15j  2.71164326e-29+4.10949714e-46j]]",(0.20488922430835313-6.031425103312755e-18j)
[1.42202736 4.71239284],0.033751726150512695,"[[ 5.74110404e-01+1.25024637e-17j -1.16103958e-18+4.94477146e-01j]
 [-1.16103958e-18-4.94477146e-01j  4.25889596e-01+5.08860545e-18j]]",(3.027799270167181e-17-0.49447714594530484j)
[1.52476193 1.74719046],0.04351353645324707,"[[5.23009071e-01+2.20295500e-17j 3.29603289e-17+4.99470302e-01j]
 [3.29603289e-17-4.99470302e-01j 4.76990929e-01-7.81888943e-18j]]",(0.11949138895869608-0.587111246298838j)
[3.14159265 4.71239285],0.09737825393676758,"[[3.31439529e-27-2.65308873e-44j 3.69617874e-30+5.75707850e-14j]
 [3.69617874e-30-5.75707850e-14j 1.00000000e+00+2.58091272e-20j]]",(0.3040445497300615+1.824980887896131e-20j)
[1.11219488 4.71238898],0.0563359260559082,"[[7.21347250e-01+1.78029620e-17j 1.08414446e-17+4.48336252e-01j]
 [1.08414446e-17-4.48336252e-01j 2.78652750e-01+8.50207239e-18j]]",(2.7452677799100553e-17+0.44833625202326377j)
[1.01232992e-13 4.71239282e+00],0.09368324279785156,"[[1.00000000e+00+8.26492900e-18j 1.54479184e-30+5.06164959e-14j]
 [1.54479184e-30-5.06164959e-14j 2.56202966e-27-5.95145438e-44j]]",(0.20626959687436083+5.844187343847187e-18j)
[1.78564573 4.71238898],0.0493166446685791,"[[3.93399850e-01-1.85895409e-18j 8.86875889e-18+4.88504256e-01j]
 [8.86875889e-18-4.88504256e-01j 6.06600150e-01+2.59917836e-17j]]",(2.991225867066434e-17+0.4885042559453129j)
[3.14159265 1.57079239],0.0782480239868164,"[[ 3.96026747e-20-6.30454083e-37j -1.20460901e-27+1.99004208e-10j]
 [-1.20460901e-27-1.99004208e-10j  1.00000000e+00+2.60420319e-17j]]",(0.5460792146213104+1.841449734575501e-17j)
[2.73557529 0.73795262],0.11682343482971191,"[[4.06494703e-02-6.02885133e-19j 4.06041795e-18+1.97476811e-01j]
 [4.06041795e-18-1.97476811e-01j 9.59350530e-01-4.92871942e-18j]]",(0.13288309900531511-0.05136557531050242j)
[1.49915662 3.08338184],0.029659748077392578,"[[5.35789222e-01+5.06918685e-19j 2.09155727e-19+4.98717487e-01j]
 [2.09155727e-19-4.98717487e-01j 4.64210778e-01-3.50677342e-19j]]",(0.02900892411191003-0.6786961088869775j)
[3.14159265 4.71239278],0.10769057273864746,"[[ 2.43495885e-28+1.03969049e-44j -2.36826402e-31+1.56043547e-14j]
 [-2.36826402e-31-1.56043547e-14j  1.00000000e+00+1.75777690e-17j]]",(0.022304625060283984+1.2429359636454545e-17j)
[1.41376125 1.57079242],0.0354006290435791,"[[ 5.78195227e-01-5.08459366e-18j -8.90658105e-18+4.93847655e-01j]
 [-8.90658105e-18-4.93847655e-01j  4.21804773e-01+1.03994392e-17j]]",(3.023944750091477e-17-0.4938476550458246j)
[0.9637538  2.10258347],0.07747173309326172,"[[7.85220437e-01+4.38270565e-18j 1.72953004e-17+4.10669335e-01j]
 [1.72953004e-17-4.10669335e-01j 2.14779563e-01+2.77338466e-18j]]",(0.2813514403066614-0.6189054747469975j)
[6.35971838e-14 4.71239285e+00],0.10146784782409668,"[[1.00000000e+00-7.17024008e-18j 4.53118067e-31+3.17985919e-14j]
 [4.53118067e-31-3.17985919e-14j 1.01115045e-27-2.56062432e-44j]]",(0.07103576924429739-5.070125384650266e-18j)
[4.18625277e-15 4.71239287e+00],0.09831881523132324,"[[ 1.00000000e+00-6.87525523e-18j -3.82767150e-33+2.09312639e-15j]
 [-3.82767150e-33-2.09312639e-15j  4.38117807e-30-1.44309010e-46j]]",(0.04542629679160611-4.861539592562741e-18j)
[0.48912767 2.49298783],0.08099174499511719,"[[9.41371532e-01+2.45867191e-17j 5.26998618e-18+2.34928012e-01j]
 [5.26998618e-18-2.34928012e-01j 5.86284681e-02+5.67310680e-19j]]",(0.1360149987562168-0.42213623863195193j)
[1.67393205 0.05163158],0.030965566635131836,"[[ 4.48523510e-01-7.59542838e-19j -1.72659349e-18+4.97343112e-01j]
 [-1.72659349e-18-4.97343112e-01j  5.51476490e-01+7.53808416e-19j]]",(0.025671871907188643-0.2839873729476452j)
[1.12495629 2.68219911],0.05374336242675781,"[[ 7.15607978e-01+1.36914701e-17j -7.48585186e-18+4.51124373e-01j]
 [-7.48585186e-18-4.51124373e-01j  2.84392022e-01+4.17220799e-18j]]",(0.20003062458619886-0.7385614200801017j)
[3.14159265 4.71239285],0.09734678268432617,"[[ 9.02236628e-28-7.83523083e-45j -1.37064532e-30+3.00372540e-14j]
 [-1.37064532e-30-3.00372540e-14j  1.00000000e+00+6.77751193e-18j]]",(0.25824929858176815+4.792424647914622e-18j)
[1.57336485 1.64149559],0.03720712661743164,"[[4.98715740e-01-7.63013701e-18j 6.08452214e-18+4.99998351e-01j]
 [6.08452214e-18-4.99998351e-01j 5.01284260e-01+4.16453512e-18j]]",(0.005382907431406098-0.5353155978722852j)
