Powell,time
[1.86067731 3.37584998],0.029712200164794922
[3.14154666 4.71239284],0.05645942687988281
[3.14154666 4.71239284],0.06402158737182617
[1.87477367 4.71238898],0.04491472244262695
[3.14154666 4.71239284],0.030991792678833008
[1.34555145 4.71239284],0.031206846237182617
[1.65795217 4.71238898],0.03855109214782715
[1.02932118 5.71298353],0.07971644401550293
[2.26458349 1.13343089],0.09239983558654785
[1.93812247 2.47172257],0.032058000564575195
