Nelder-Mead,time,matrix,degree
[1.26354025 3.1415658 ],0.03365063667297363,"[[ 6.51222182e-01+3.94739377e-22j -1.40753648e-21+4.76583520e-01j]
 [-1.40753648e-21-4.76583520e-01j  3.48777818e-01-2.22435783e-22j]]",(2.9182324117674344e-17-0.4765835200482656j)
[1.86757223 3.14156882],0.02988457679748535,"[[ 3.53780710e-01+4.06911490e-22j -2.74346029e-22+4.78142154e-01j]
 [-2.74346029e-22-4.78142154e-01j  6.46219290e-01+3.08488891e-22j]]",(2.927776289615554e-17-0.4781421535832186j)
[3.14159265 3.1392313 ],0.02792668342590332,"[[3.74939946e-33+1.09467840e-52j 1.08487464e-35+6.12323400e-17j]
 [1.08487464e-35-6.12323400e-17j 1.00000000e+00-9.48866066e-20j]]",(0.1709258073268803-6.709496295233296e-20j)
[3.14159265 3.05514895],0.023524045944213867,"[[3.74939946e-33+5.45316444e-51j 2.00538398e-34+6.12323400e-17j]
 [2.00538398e-34-6.12323400e-17j 1.00000000e+00+3.17944108e-19j]]",(0.25614773727530565-0.15482309797782462j)
[0.         5.20089316],0.030914306640625,"[[1.-1.30688982e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.004763898050701257-9.24110651823201e-18j)
[1.40775592 2.76043896],0.029506444931030273,"[[5.81159517e-01+9.90648012e-19j 8.19466101e-18+4.93369165e-01j]
 [8.19466101e-18-4.93369165e-01j 4.18840483e-01+6.43837462e-18j]]",(0.1835232047747197-0.6785854260176711j)
[3.14159265 4.31403566],0.02792501449584961,"[[ 3.74939946e-33+5.73447825e-50j -3.57985027e-33+6.12323400e-17j]
 [-3.57985027e-33-6.12323400e-17j  1.00000000e+00-1.35434448e-17j]]",(0.42090929552987033-9.576661623584885e-18j)
[1.568471   3.07506684],0.024959325790405273,"[[ 5.01162665e-01-1.62961451e-18j -7.51345165e-19+4.99998648e-01j]
 [-7.51345165e-19-4.99998648e-01j  4.98837335e-01-1.55245875e-18j]]",(0.03323568748627478-0.5059735421001589j)
[2.76742638 0.62212962],0.0374603271484375,"[[3.45936657e-02+6.96842826e-19j 9.43736224e-19+1.82748308e-01j]
 [9.43736224e-19-1.82748308e-01j 9.65406334e-01+9.39891345e-18j]]",(0.10651118489583146-0.034241416532358716j)
[1.10913806 1.69818584],0.03346657752990723,"[[ 7.22716697e-01+2.21844756e-18j -2.65607358e-17+4.47657540e-01j]
 [-2.65607358e-17-4.47657540e-01j  2.77283303e-01-6.87747306e-18j]]",(0.3468005248221894-0.5045373571956758j)
