differential_evolution,time,matrix,degree
[0.         4.37572773],0.20160937309265137,"[[1.-2.18600519e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.4932439554495414-1.5457390904043528e-17j)
[3.14159265 3.17002063],0.2600276470184326,"[[3.74939946e-33-5.01721387e-51j 1.25725597e-35+6.12323400e-17j]
 [1.25725597e-35-6.12323400e-17j 1.00000000e+00-2.81642310e-19j]]",(0.5003377512528795-1.9915118699201387e-19j)
[3.14159228 5.08086723],0.25914430618286133,"[[3.42009494e-14+1.20570055e-30j 5.04916223e-24+1.84934987e-07j]
 [5.04916223e-24-1.84934987e-07j 1.00000000e+00+1.77403672e-17j]]",(0.17092580732673196+1.2544333982667061e-17j)
[2.53208406 5.37199119],0.3664891719818115,"[[ 9.00352842e-02+1.14489034e-18j -9.25733673e-18+2.86232304e-01j]
 [-9.25733673e-18-2.86232304e-01j  9.09964716e-01-7.60586690e-18j]]",(0.22670842921265763+0.11052754629126622j)
[1.36932829e-06 6.16051326e+00],0.3674778938293457,"[[ 1.00000000e+00+1.62240250e-19j -9.08148963e-25+6.84664147e-07j]
 [-9.08148963e-25-6.84664147e-07j  4.68764995e-13+2.95935385e-30j]]",(0.004763898000838845+1.147211821656894e-19j)
[1.40775578 1.95563661],0.2980964183807373,"[[5.81159590e-01-9.59601278e-18j 9.44443554e-18+4.93369153e-01j]
 [9.44443554e-18-4.93369153e-01j 4.18840410e-01-6.93454451e-18j]]",(0.18352320477471792-0.678585413910913j)
[3.14159193 1.5464295 ],0.19063043594360352,"[[ 1.32521451e-13-4.45733985e-30j -4.86647550e-24+3.64034959e-07j]
 [-4.86647550e-24-3.64034959e-07j  1.00000000e+00+1.61658313e-17j]]",(0.4209092955295256+1.1430968943339967e-17j)
[3.07400417 1.74867569],0.25748395919799805,"[[ 1.14161608e-03+1.43332889e-20j -1.97634092e-18+3.37685177e-02j]
 [-1.97634092e-18-3.37685177e-02j  9.98858384e-01+2.46104599e-17j]]",(0.7067751965314081-0.0018689105641153695j)
[2.7674434  0.62213337],0.3964054584503174,"[[ 3.45905551e-02-6.60195717e-19j -2.05131936e-18+1.82740386e-01j]
 [-2.05131936e-18-1.82740386e-01j  9.65409445e-01-2.69782046e-17j]]",(0.10651125926763312-0.0342334718422785j)
[1.10924697 1.6981948 ],0.34395408630371094,"[[7.22667939e-01-5.32172884e-18j 3.85735716e-18+4.47681794e-01j]
 [3.85735716e-18-4.47681794e-01j 2.77332061e-01-4.96215461e-18j]]",(0.34680052262228234-0.5045616151736815j)
