dual_annealing,time,matrix,degree
[1.99094357 5.99592997],2.037818193435669,"[[ 2.96052554e-01+3.02905929e-18j -2.55264349e-18+4.56514446e-01j]
 [-2.55264349e-18-4.56514446e-01j  7.03947446e-01-1.49845426e-18j]]",(0.2613716224517241+3.7781892998671807e-26j)
[1.43704085 0.79675957],2.016650676727295,"[[ 5.66678503e-01+5.70223199e-18j -3.28391274e-17+4.95534032e-01j]
 [-3.28391274e-17-4.95534032e-01j  4.33321497e-01-6.95318332e-18j]]",(0.7689211872081052+4.544332761082441e-27j)
[2.82665999 5.0781981 ],2.434746503829956,"[[ 2.45913810e-02+7.42372647e-20j -2.83796315e-18+1.54876225e-01j]
 [-2.83796315e-18-1.54876225e-01j  9.75408619e-01-1.24430294e-17j]]",(0.35106292220486635+1.298906016285059e-22j)
[1.64895288 0.2379126 ],1.9858248233795166,"[[ 4.60961495e-01-2.70262761e-18j -3.48327566e-19+4.98473665e-01j]
 [-3.48327566e-19-4.98473665e-01j  5.39038505e-01+4.82348281e-18j]]",(0.23662734177613687-1.350829210414516e-25j)
[0.43979546 0.99295449],2.3180456161499023,"[[ 9.52419383e-01-3.71810548e-18j -6.98055337e-18+2.12877198e-01j]
 [-6.98055337e-18-2.12877198e-01j  4.75806166e-02-1.45370090e-18j]]",(0.4056000871429858-6.041779526531326e-28j)
[1.2554503  4.85920129],2.200471878051758,"[[6.55072729e-01+2.07361248e-17j 2.54336276e-18+4.75344558e-01j]
 [2.54336276e-18-4.75344558e-01j 3.44927271e-01+8.44275380e-18j]]",(1.242252422626662-2.1012689262330918e-17j)
[0.6375215 0.7930614],2.1548564434051514,"[[ 9.01786720e-01+1.31592526e-17j -2.36781321e-17+2.97602808e-01j]
 [-2.36781321e-17-2.97602808e-01j  9.82132800e-02-8.69755754e-19j]]",(0.4597613070251093-5.120384439036026e-17j)
[1.24699471 0.65579601],2.205275058746338,"[[6.59086456e-01-1.23710245e-17j 1.77904934e-17+4.74016349e-01j]
 [1.77904934e-17-4.74016349e-01j 3.40913544e-01+1.68183192e-19j]]",(0.6106349476727033-4.207682315972342e-26j)
[1.80140306 3.02340242],2.1585774421691895,"[[3.85715879e-01-1.47203353e-18j 1.27002619e-20+4.86763947e-01j]
 [1.27002619e-20-4.86763947e-01j 6.14284121e-01-1.16679691e-18j]]",(1.9436569889865494-2.0780343927801074e-17j)
[2.10837107 3.99966704],2.3736977577209473,"[[2.43972840e-01+4.87681024e-18j 1.30932079e-17+4.29476534e-01j]
 [1.30932079e-17-4.29476534e-01j 7.56027160e-01-9.90958191e-18j]]",(1.56220662435601+4.99429875352679e-27j)
