Nelder-Mead,time,matrix,degree,Powell,time,matrix,degree,differential_evolution,time,matrix,degree,direct,time,matrix,degree,Density Matrix
[3.14159265 0.        ],0.015803813934326172,"[[3.74939946e-33+0.000000e+00j 0.00000000e+00+6.123234e-17j]
 [0.00000000e+00-6.123234e-17j 1.00000000e+00+0.000000e+00j]]",(0.265440354831097+0j),[3.14159265 4.71239289],0.09544157981872559,"[[1.19714627e-28-4.34217728e-45j 1.66909264e-31+1.09414180e-14j]
 [1.66909264e-31-1.09414180e-14j 1.00000000e+00-1.81844305e-17j]]",(0.2654403548310969-1.2858334106471e-17j),[3.14159265 3.27662017],0.23775053024291992,"[[3.74939946e-33-5.26963426e-51j 6.72922809e-34+6.12323400e-17j]
 [6.72922809e-34-6.12323400e-17j 1.00000000e+00+1.93800160e-18j]]",(0.26544035483109707+1.370374075638954e-18j),[3.14156605 3.14159265],0.6968913078308105,"[[1.76910931e-10-6.30044713e-43j 7.81070160e-38+1.33007869e-05j]
 [7.81070160e-38-1.33007869e-05j 1.00000000e+00+3.81299070e-33j]]",(0.26544035424766677+2.696191585289554e-33j),"  (0, 0)	(0.18769467490163205+0j)
  (1, 1)	(0.812305325098368+0j)"
[1.82394586e+00 1.11569193e-04],0.02854132652282715,"[[ 3.74772827e-01-7.70728103e-22j -8.98184923e-22+4.84064206e-01j]
 [-8.98184923e-22-4.84064206e-01j  6.25227173e-01-2.30612465e-21j]]",(2.9640383990167974e-17-0.48406420546405315j),[1.82397136 4.71238898],0.04799294471740723,"[[ 3.74760482e-01-1.05089575e-17j -1.08881025e-17+4.84061012e-01j]
 [-1.08881025e-17-4.84061012e-01j  6.25239518e-01+1.56108086e-17j]]",(2.964018842980599e-17-0.48406101172097366j),[3.14159265 5.19535709],0.2297983169555664,"[[3.74939946e-33+8.72649249e-50j 2.53555179e-33+6.12323400e-17j]
 [2.53555179e-33-6.12323400e-17j 1.00000000e+00-2.32280810e-17j]]",(0.5299990240743516-1.6424733605928726e-17j),[3.14156605 3.14159265],0.6962175369262695,"[[1.76910931e-10-6.30044713e-43j 7.81070160e-38+1.33007869e-05j]
 [7.81070160e-38-1.33007869e-05j 1.00000000e+00+3.81299070e-33j]]",(0.5299990236572645+2.696191580800069e-33j),"  (0, 0)	(0.37476590394522635+0j)
  (1, 1)	(0.6252340960547736+0j)"
[1.60946008 0.        ],0.033219099044799805,"[[0.48067294+0.j         0.        +0.49962633j]
 [0.        -0.49962633j 0.51932706+0.j        ]]",(0.12294000695135394+0.44079765541337795j),[1.60943184 4.83042151],0.028576135635375977,"[[ 4.80687048e-01+1.61300281e-18j -1.13918199e-17+4.99626871e-01j]
 [-1.13918199e-17-4.99626871e-01j  5.19312952e-01-1.42056255e-17j]]",(0.12294000697965579+0.4407982008729782j),[1.60944938 4.83040804],0.36769866943359375,"[[ 4.80678287e-01-1.36749735e-17j -2.43132787e-18+4.99626532e-01j]
 [-2.43132787e-18-4.99626532e-01j  5.19321713e-01-4.64977698e-18j]]",(0.12294000693457774+0.4407978623274241j),[1.60945728 4.83040243],0.7350142002105713,"[[ 4.80674338e-01+9.43900100e-18j -3.08424115e-17+4.99626379e-01j]
 [-3.08424115e-17-4.99626379e-01j  5.19325662e-01+2.25615236e-17j]]",(0.12294000694372245+0.4407977095537071j),"  (0, 0)	(0.48067828498377646+0j)
  (0, 1)	(-0.12294000693457768+0.05882866961621067j)
  (1, 0)	(-0.12294000693457768-0.05882866961621067j)
  (1, 1)	(0.5193217150162237+0j)"
[2.71591591 0.        ],0.0255277156829834,"[[0.04462026+0.j         0.        +0.20646862j]
 [0.        -0.20646862j 0.95537974+0.j        ]]",(0.4252715244032573+3.395179099650135e-06j),[2.05515549 5.19783843],0.05060601234436035,"[[ 2.67179336e-01-3.78340265e-18j -1.77473036e-17+4.42486766e-01j]
 [-1.77473036e-17-4.42486766e-01j  7.32820664e-01-9.28716039e-18j]]",(0.28597525549967956+0.2360231996925261j),[2.0551328  5.19781842],0.3875701427459717,"[[2.67189373e-01+1.03821370e-18j 9.72016359e-18+4.42492047e-01j]
 [9.72016359e-18-4.42492047e-01j 7.32810627e-01+9.02492170e-18j]]",(0.2859752552901608+0.23602848076560184j),[2.05513414 5.19782336],0.6943783760070801,"[[ 2.67188783e-01-3.02370776e-18j -2.09957363e-17+4.42491737e-01j]
 [-2.09957363e-17-4.42491737e-01j  7.32811217e-01-1.41410255e-17j]]",(0.2859752552908826+0.2360281706287202j),"  (0, 0)	(0.26718937252083924+0j)
  (0, 1)	(-0.2859752552901609+0.20646356653513223j)
  (1, 0)	(-0.2859752552901609-0.20646356653513223j)
  (1, 1)	(0.7328106274791607+0j)"
[3.14159265 0.        ],0.011617898941040039,"[[3.74939946e-33+0.000000e+00j 0.00000000e+00+6.123234e-17j]
 [0.00000000e+00-6.123234e-17j 1.00000000e+00+0.000000e+00j]]",(0.37901100103220864+0j),[3.14159265 4.71239281],0.15519189834594727,"[[3.03912884e-27-2.45302850e-44j 1.03444073e-30+5.51282944e-14j]
 [1.03444073e-30-5.51282944e-14j 1.00000000e+00-8.36350148e-18j]]",(0.37901100103220864-5.913888610239498e-18j),[3.14158327 3.93573017],0.31127119064331055,"[[ 2.20293554e-11-7.92179324e-28j -2.95593082e-23+4.69354401e-06j]
 [-2.95593082e-23-4.69354401e-06j  1.00000000e+00+2.23182477e-17j]]",(0.37901100097199286+1.5781384307819664e-17j),[3.14156605 3.14159265],0.7325577735900879,"[[1.76910931e-10-6.30044713e-43j 7.81070160e-38+1.33007869e-05j]
 [7.81070160e-38-1.33007869e-05j 1.00000000e+00+3.81299070e-33j]]",(0.37901100054863385+2.6961915823921563e-33j),"  (0, 0)	(0.26800124897417626+0j)
  (1, 1)	(0.7319987510258237+0j)"
[0.         0.11259892],0.02545309066772461,"[[1.-8.1391004e-19j 0.+0.0000000e+00j]
 [0.+0.0000000e+00j 0.+0.0000000e+00j]]",(0.06095165992786307-5.755213083752947e-19j),[7.38596218e-15 4.71239285e+00],0.1067812442779541,"[[ 1.00000000e+00+1.11468677e-17j -2.38209908e-32+3.69298109e-15j]
 [-2.38209908e-32-3.69298109e-15j  1.36381093e-29+5.86247486e-46j]]",(0.06095165992786315+7.88202577285567e-18j),[0.         4.59304255],0.2629876136779785,"[[1.-2.57394462e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.06095165992786315-1.8200536918584482e-18j),[2.95573041e-06 3.14159265e+00],0.670651912689209,"[[ 1.00000000e+00+1.63147708e-33j -9.53850329e-40+1.47786521e-06j]
 [-9.53850329e-40-1.47786521e-06j  2.18408557e-12-9.96685852e-45j]]",(0.06095165990685789+1.1536285067631984e-33j),"  (0, 0)	(0.9569006679404316+0j)
  (1, 1)	(0.043099332059568375+0j)"
[1.70837193 0.11423787],0.026073694229125977,"[[4.31428987e-01+1.49408879e-18j 4.15248118e-18+4.95275697e-01j]
 [4.15248118e-18-4.95275697e-01j 5.68571013e-01+5.11045113e-19j]]",(0.05646734435465585-0.2587007638794191j),[1.70834192 0.11425458],0.04745149612426758,"[[ 4.31443849e-01+1.16863023e-18j -2.04447454e-18+4.95277755e-01j]
 [-2.04447454e-18-4.95277755e-01j  5.68556151e-01-2.33804275e-18j]]",(0.056467344176771274-0.258702822103431j),[1.70834186 0.11425992],0.33060264587402344,"[[ 4.31443877e-01+1.16681879e-18j -3.22905752e-18+4.95277758e-01j]
 [-3.22905752e-18-4.95277758e-01j  5.68556123e-01-7.65630887e-19j]]",(0.05646734417677194-0.2587028260790984j),[1.7083442  0.11426263],0.6965086460113525,"[[4.31442720e-01-1.11685422e-18j 3.69232851e-18+4.95277598e-01j]
 [3.69232851e-18-4.95277598e-01j 5.68557280e-01-2.71590680e-18j]]",(0.05646734417779684-0.2587026658933241j),"  (0, 0)	(0.43144384861509616+0j)
  (0, 1)	(0.05646734417677125+0.2365749324022015j)
  (1, 0)	(0.05646734417677125-0.2365749324022015j)
  (1, 1)	(0.5685561513849039+0j)"
[1.99566954 0.        ],0.034124135971069336,"[[0.29389736+0.j        0.        +0.4555455j]
 [0.        -0.4555455j 0.70610264+0.j       ]]",(2.7894116975791957e-17+0.45554550087768864j),[1.99564946 4.71238898],0.055158376693725586,"[[2.93906514e-01-1.02890516e-17j 4.08156492e-17+4.55549641e-01j]
 [4.08156492e-17-4.55549641e-01j 7.06093486e-01+1.97127217e-19j]]",(2.789437046573192e-17+0.45554964068257175j),[3.14159265 0.1248207 ],0.19958209991455078,"[[3.74939946e-33-3.81693047e-52j 9.72105918e-35+6.12323400e-17j]
 [9.72105918e-35-6.12323400e-17j 1.00000000e+00+2.54686107e-18j]]",(0.41564413501910386+1.8009027322303923e-18j),[3.14156605 3.14159265],0.7005364894866943,"[[1.76910931e-10-6.30044713e-43j 7.81070160e-38+1.33007869e-05j]
 [7.81070160e-38-1.33007869e-05j 1.00000000e+00+3.81299070e-33j]]",(0.4156441345560985+2.6961915818708144e-33j),"  (0, 0)	(0.29390478643242524+0j)
  (1, 1)	(0.7060952135675749+0j)"
[3.14159265 0.        ],0.010536670684814453,"[[3.74939946e-33+0.000000e+00j 0.00000000e+00+6.123234e-17j]
 [0.00000000e+00-6.123234e-17j 1.00000000e+00+0.000000e+00j]]",(0.4328316798548303+0.14182230409437144j),[2.34729119 3.95508191],0.11457967758178711,"[[1.49608372e-01-2.31651212e-18j 1.77626675e-17+3.56687127e-01j]
 [1.77626675e-17-3.56687127e-01j 8.50391628e-01+1.17481630e-18j]]",(0.27012191817446857+0.5695141211596254j),[2.02772512 4.15638267],0.3881564140319824,"[[ 2.79402970e-01-3.48331866e-18j -2.30056358e-17+4.48705862e-01j]
 [-2.30056358e-17-4.48705862e-01j  7.20597030e-01+6.87699018e-18j]]",(0.25919931965622073+0.6855320472601059j),[2.0277286  4.15637767],0.7059578895568848,"[[ 2.79401410e-01+2.15567547e-18j -1.73226111e-17+4.48705095e-01j]
 [-1.73226111e-17-4.48705095e-01j  7.20598590e-01-6.79112308e-19j]]",(0.2591993196574125+0.6855312799865272j),"  (0, 0)	(0.27940298129150754+0j)
  (0, 1)	(-0.2591993196562207-0.23682618535984318j)
  (1, 0)	(-0.2591993196562207+0.23682618535984318j)
  (1, 1)	(0.7205970187084924+0j)"
[0.         0.11259892],0.04185748100280762,"[[1.-8.1391004e-19j 0.+0.0000000e+00j]
 [0.+0.0000000e+00j 0.+0.0000000e+00j]]",(0.21351341652833816-0.017794882406361123j),[0.42094073 4.80390466],0.2705850601196289,"[[ 9.56352471e-01+1.04834061e-17j -4.86318404e-18+2.04309623e-01j]
 [-4.86318404e-18-2.04309623e-01j  4.36475288e-02-1.71911705e-18j]]",(0.2034691201243833+0.18562177973657737j),[0.42094185 4.80393157],0.5078914165496826,"[[ 9.56352243e-01+2.02814078e-17j -8.50284389e-18+2.04310133e-01j]
 [-8.50284389e-18-2.04310133e-01j  4.36477572e-02+5.41280628e-19j]]",(0.20346911724440983+0.18562229245117415j),[0.42094429 4.80391908],0.1739668846130371,"[[ 9.56351745e-01+2.13083075e-17j -1.54319947e-18+2.04311245e-01j]
 [-1.54319947e-18-2.04311245e-01j  4.36482550e-02-1.82785562e-19j]]",(0.20346911096786696+0.1856234100240637j),"  (0, 0)	(0.9540311931689704+0j)
  (0, 1)	(-0.20345466721471753+0.018674657068900775j)
  (1, 0)	(-0.20345466721471753-0.018674657068900775j)
  (1, 1)	(0.0459688068310295+0j)"
