Nelder-Mead,fun,time
[1.92731875 1.83669703],0.27669107111666363,0.11995244026184082
[3.14159265 1.04606769],1.0717410164430379,0.0679168701171875
[3.14159265 1.0915489 ],1.9933206259368592,0.044898271560668945
[3.14159265 0.54577445],0.037009141642238064,0.047564029693603516
[3.14159265 0.75043987],1.4437833500421737,0.033454179763793945
[3.14159265 1.0915489 ],1.7697468549276716,0.03590869903564453
[3.14159265 1.77803082],1.103044537225142,0.0400240421295166
[2.49850244 0.83325901],0.5653500112757031,0.12198257446289062
[3.14159265 0.95510528],1.5543066531588265,0.12082052230834961
[3.14159265 1.0915489 ],1.991128923724155,0.12509799003601074
