Nelder-Mead,time
[0.         0.14400647],0.023845434188842773
[0.         0.14400647],0.01832747459411621
[0.         0.14400647],0.0233917236328125
[0.         0.14400647],0.01945185661315918
[0.         0.14400647],0.01819300651550293
[0.         0.14400647],0.019268035888671875
[0.         0.14400647],0.01774287223815918
[0.56378542 0.        ],0.023711681365966797
[2.26468986 1.13339847],0.08766388893127441
[0.        0.2180467],0.022773265838623047
