Nelder-Mead,time,Powell,time,COBYLA,time,Density Matrix,0,1
[0.        4.5956192],0.03439736366271973,[5.44812115e-14 4.71239285e+00],0.10146760940551758,[3.14164912 3.58072385],0.010553121566772461,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.99644805 0.        ]
 [0.         0.00355195]]",[9.05182860e-13 4.71360349e+00],0.00710390440716458
[3.14159265 0.        ],0.007660388946533203,[3.14159265 4.71239285],0.09517407417297363,[3.14150146 3.16041352],0.011228799819946289,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.03476738 0.        ]
 [0.         0.96523262]]",[3.14159265 4.71354928],0.06953475161731985
[3.14159265 0.        ],0.009765625,[3.14159265 4.71239289],0.10732698440551758,[3.14168865 3.20850364],0.012670040130615234,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.01256356 0.        ]
 [0.         0.98743644]]",[3.14159265 4.71354928],0.025127120448582497
[3.14159265 0.        ],0.008011579513549805,[3.14159265 4.71239285],0.09465384483337402,[3.14150991 3.0816724 ],0.010629653930664062,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.04490967 0.        ]
 [0.         0.95509033]]",[3.14159265 4.71354928],0.08981933057699058
[3.14159265 0.        ],0.008503198623657227,[3.14159265 4.71239285],0.09712886810302734,[3.14168205 3.13787133],0.010632753372192383,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.07593028 0.        ]
 [0.         0.92406972]]",[3.14159265 4.71354928],0.15186056366983386
[0.         3.70131444],0.0308380126953125,[0.42508031 1.26180702],0.07738947868347168,[0.4251645  1.26185622],0.017116069793701172,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.95307952+0.j         0.19643177+0.06270547j]
 [0.19643177-0.06270547j 0.04692048+0.j        ]]",[0.42723847 1.26125511],0.00656873526042373
[3.14159265 0.        ],0.005987405776977539,[3.14159265 4.71239288],0.09602022171020508,[3.14173077 3.0105315 ],0.012637853622436523,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.18301224 0.        ]
 [0.         0.81698776]]",[3.14159264 4.71360442],0.36602448752389904
[3.14159265 0.        ],0.0070171356201171875,[3.14159265 4.71239288],0.09518933296203613,[3.14151306 3.18704203],0.01251220703125,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.09897191 0.        ]
 [0.         0.90102809]]",[3.14159224 4.71360495],0.19794422665170217
[2.4118565  4.08946118],0.04895353317260742,[2.3413597  4.13946716],0.051550865173339844,[2.33822469 4.14126678],0.012483835220336914,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.16667387+0.j       -0.27072822-0.194473j]
 [-0.27072822+0.194473j  0.83332613+0.j      ]]",[2.34068769 4.13811307],0.09184324614121175
[0.        4.5956192],0.031423330307006836,[5.44812086e-14 4.71239285e+00],0.09719705581665039,[3.14144919 3.58060125],0.009680509567260742,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.97587567 0.        ]
 [0.         0.02412433]]",[9.36835014e-11 4.71354734e+00],0.04824865777741914
