Powell,time
[3.14159265 4.71257026],0.04488182067871094
[1.58424467 4.71239284],0.029442310333251953
[0.37998311 6.0243487 ],0.12478327751159668
[1.81463217 3.5758409 ],0.03390932083129883
[1.80030693 4.7123929 ],0.014960050582885742
[1.4402995 3.3455459],0.09378767013549805
[1.52118386 4.71238898],0.04089021682739258
[1.55652834 1.72189144],0.03143119812011719
[0.95598052 3.03286442],0.07228899002075195
[1.21430163 2.90795601],0.04488182067871094
