Nelder-Mead,time,Powell,time,COBYLA,time,Density Matrix,0,1
[1.63035589 0.20314619],0.05702972412109375,[1.63035788 2.93842893],0.03302574157714844,[2.93872037 1.6080459 ],0.015598297119140625,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.47023074+0.j         0.1006995 -0.13362805j]
 [0.1006995 +0.13362805j 0.52976926+0.j        ]]",[1.63037159 2.93844055],0.7104439449394752
[0.         0.82507383],0.03457450866699219,[4.59938044e-05 4.71239284e+00],0.032227277755737305,[3.141716   1.58013039],0.011755704879760742,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.98686237 0.        ]
 [0.         0.01313763]]",[3.81959021e-06 4.71238780e+00],0.026279078808724876
[1.10804256 0.64784307],0.032280921936035156,[1.10808243 1.04359818],0.03657960891723633,[0.8560474  0.93211539],0.012921333312988281,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.72317833+0.j         0.26998853+0.22509418j]
 [0.26998853-0.22509418j 0.27682167+0.j        ]]",[1.10810649 1.04362892],0.23339056086242638
[0.         0.82507383],0.02492523193359375,[4.59938044e-05 4.71239284e+00],0.03289532661437988,[3.141716   1.58013039],0.011951684951782227,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.98988499 0.        ]
 [0.         0.01011501]]",[3.81959021e-06 4.71238780e+00],0.02023383887820479
[0.         0.82507383],0.024586200714111328,[0.78094223 3.77331226],0.10091352462768555,[5.38788638 0.56169846],0.015578508377075195,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.72775884+0.j         -0.20785258-0.28426742j]
 [-0.20785258+0.28426742j  0.27224116+0.j        ]]",[0.78092812 3.77332238],0.25519386458792076
[0.         0.82507383],0.02452874183654785,[4.59938044e-05 4.71239284e+00],0.03340721130371094,[3.141716   1.58013039],0.01204681396484375,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.99663108 0.        ]
 [0.         0.00336892]]",[3.81959021e-06 4.71238780e+00],0.006741653630030154
[0.29537222 0.        ],0.028550386428833008,[1.00389232 5.06468249],0.04629206657409668,[2.83568885 0.25830603],0.011599063873291016,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.76851079+0.j         -0.32114374+0.14553831j]
 [-0.32114374-0.14553831j  0.23148921+0.j        ]]",[1.00388807 5.06468864],0.14947408454884736
[3.14159265 0.        ],0.007523775100708008,[3.14159265 4.71239693],0.10167407989501953,[3.14168455 1.5857837 ],0.010552644729614258,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[9.05850283e-04 0.00000000e+00]
 [0.00000000e+00 9.99094150e-01]]",[3.14159265 4.71233228],0.0018117005663157875
[0.         0.82507383],0.026821613311767578,[1.15596789 4.71239284],0.03211236000061035,[3.141716   1.58013039],0.011480331420898438,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.7015148 0.       ]
 [0.        0.2984852]]",[1.1559711 4.7123878],0.9151882371230065
[3.14159265 0.12074251],0.023328781127929688,[3.14159265 4.71239243],0.07354736328125,[3.14171578 1.58012756],0.011083602905273438,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.09495127 0.        ]
 [0.         0.90504873]]",[3.14159265 4.71238604],0.18990254071257184
