Nelder-Mead,time,matrix,degree
[1.48579954 1.57078056],0.03612351417541504,"[[ 5.42447243e-01-1.88810972e-17j -7.70373852e-19+4.98194973e-01j]
 [-7.70373852e-19-4.98194973e-01j  4.57552757e-01-1.04461675e-17j]]",(3.0505643964637716e-17-0.4981949732098583j)
[1.49422807 1.28887919],0.02698993682861328,"[[5.38246729e-01-1.21181828e-17j 2.26154657e-17+4.98535042e-01j]
 [2.26154657e-17-4.98535042e-01j 4.61753271e-01-1.93131512e-18j]]",(0.12673642683860298+0.3598445838557736j)
[1.41299538 1.98094944],0.029578208923339844,"[[5.78573430e-01+2.76347943e-17j 6.77257066e-18+4.93787622e-01j]
 [6.77257066e-18-4.93787622e-01j 4.21426570e-01-8.63548912e-18j]]",(0.16573652234013214+0.6906649254511292j)
[1.99567943 1.57077407],0.02532339096069336,"[[2.93892860e-01-1.05838679e-17j 1.87102865e-17+4.55543463e-01j]
 [1.87102865e-17-4.55543463e-01j 7.06107140e-01-2.76480724e-17j]]",(2.789399215864851e-17+0.45554346245904354j)
[1.83699774 1.57077682],0.0225222110748291,"[[3.68465725e-01-1.09578475e-17j 2.04690264e-18+4.82388572e-01j]
 [2.04690264e-18-4.82388572e-01j 6.31534275e-01+1.12544611e-17j]]",(2.9537780843898696e-17+0.4823885689239387j)
[1.71567747 1.57185604],0.019948720932006836,"[[ 4.27812588e-01+2.49926376e-18j -3.62767360e-17+4.94761536e-01j]
 [-3.62767360e-17-4.94761536e-01j  5.72187412e-01-1.70263645e-17j]]",(0.24852610071271566-0.4952751534472213j)
[3.14159265 1.93103725],0.026927471160888672,"[[3.74939946e-33+1.68165872e-50j 1.72659488e-33+6.12323400e-17j]
 [1.72659488e-33-6.12323400e-17j 1.00000000e+00-6.17550674e-18j]]",(0.2611114241561159+0.12060873871500023j)
[0.         1.93103725],0.02726435661315918,"[[1.+2.16207873e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.2430343966047744+1.5288205286817703e-17j)
[0.         1.93103725],0.02493762969970703,"[[1.+2.16207873e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.09406007224610914+1.5288205286817694e-17j)
[1.54572008 1.79083021],0.023936033248901367,"[[ 5.12536808e-01+2.49772969e-17j -8.96790769e-18+4.99842804e-01j]
 [-8.96790769e-18-4.99842804e-01j  4.87463192e-01-1.13486589e-17j]]",(0.017112466308610023+0.608937434299671j)
