Nelder-Mead,time,matrix,degree
[1.81520385 3.14159483],0.04819798469543457,"[[ 3.79009250e-01-1.44496675e-23j -2.20650216e-23+4.85140432e-01j]
 [-2.20650216e-23-4.85140432e-01j  6.20990750e-01+1.58380358e-23j]]",(2.9706283829378645e-17-0.4851404315115398j)
[1.51919068 3.14159265],0.05038046836853027,"[[5.25791370e-01-2.07031165e-26j 1.10522877e-26+4.99334362e-01j]
 [1.10522877e-26-4.99334362e-01j 4.74208630e-01+6.88998886e-27j]]",(3.057541139859152e-17+0.49933436187281605j)
[0.         3.12599848],0.030908584594726562,"[[1.-2.28420814e-19j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.20354492947278385-1.6151790646984653e-19j)
[0.6573648  1.49698799],0.04253506660461426,"[[ 8.95802588e-01-2.39311682e-17j -5.09263819e-18+3.05516467e-01j]
 [-5.09263819e-18-3.05516467e-01j  1.04197412e-01-2.32431841e-18j]]",(0.30532918131714915-0.28234785789207706j)
[1.03975684 3.14158959],0.03191518783569336,"[[7.53214973e-01+7.78545257e-23j 4.24696394e-23+4.31140554e-01j]
 [4.24696394e-23-4.31140554e-01j 2.46785027e-01+8.37786798e-24j]]",(2.6399744644580298e-17+0.43114054865387846j)
[3.14159265 3.17909865],0.039472103118896484,"[[3.74939946e-33+1.74275211e-51j 1.72573741e-34+6.12323400e-17j]
 [1.72573741e-34-6.12323400e-17j 1.00000000e+00-1.03488139e-18j]]",(0.00394451584695177-7.317716488728576e-19j)
[0.         3.46351544],0.04336214065551758,"[[1.+5.66773133e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.5228660235658433-0.018273463169749062j)
[0.83419003 3.1415864 ],0.05342221260070801,"[[ 8.35888947e-01+8.18348212e-23j -3.79898125e-23+3.70376316e-01j]
 [-3.79898125e-23-3.70376316e-01j  1.64111053e-01-2.45613341e-23j]]",(2.267900838738561e-17-0.3703763142675197j)
[1.45433411 3.1548495 ],0.04849362373352051,"[[ 5.58099560e-01-1.26600124e-19j -8.79147374e-19+4.96612969e-01j]
 [-8.79147374e-19-4.96612969e-01j  4.41900440e-01-1.38807707e-19j]]",(0.006607579247649831+0.7231152002940828j)
[0.73735055 5.73378698],0.061145782470703125,"[[8.70126230e-01+1.18111888e-17j 7.75026987e-18+3.36164504e-01j]
 [7.75026987e-18-3.36164504e-01j 1.29873770e-01+2.94968831e-18j]]",(0.327376213366825+0.026541813071512946j)
