Nelder-Mead,time,Powell,time,COBYLA,time,Density Matrix,0,1
[3.14159265 1.00978208],0.01992058753967285,[3.14159265 4.71239294],0.07022500038146973,[3.14169374 1.90323953],0.015975236892700195,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.04013448 0.        ]
 [0.         0.95986552]]",[3.14159265 4.71240346],0.08026896515000123
[2.92240672 0.4874861 ],0.03875112533569336,[1.54658119 1.37743169],0.02846527099609375,[2.9103164  0.57756177],0.015189170837402344,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.5121123 +0.j         0.05092664+0.09604875j]
 [0.05092664-0.09604875j 0.4878877 +0.j        ]]",[1.54657007 1.37743765],0.8792260178255724
[3.14159265 1.05903975],0.01956462860107422,[4.59938044e-05 4.71239284e+00],0.03849363327026367,[3.1417006  1.89831068],0.013022184371948242,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.99731455 0.        ]
 [0.         0.00268545]]",[3.81959021e-06 4.71238780e+00],0.005374713367679129
[3.14159265 0.68960728],0.02154707908630371,[1.84203167 5.81233849],0.03663992881774902,[4.44125904 2.38206216],0.013030290603637695,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.36604714+0.j         -0.21852055+0.22430981j]
 [-0.21852055-0.22430981j  0.63395286+0.j        ]]",[1.84201712 5.81235815],0.4099979362873397
[3.14159265 1.12072006],0.021360397338867188,[1.65947906 4.71239289],0.028720617294311523,[3.14169674 1.89818303],0.011281013488769531,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.4557201 0.       ]
 [0.        0.5442799]]",[1.65947151 4.71238774],0.9960729529972454
[3.14159265 1.05903975],0.01891183853149414,[1.60329553 4.59620813],0.03087472915649414,[4.67986332 0.22423252],0.014032363891601562,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.48375764+0.j         -0.11117281-0.05792529j]
 [-0.11117281+0.05792529j  0.51624236+0.j        ]]",[1.60328476 4.59621556],0.7703922229589126
[3.14159265 1.12061183],0.021034955978393555,[1.73086861 4.71239284],0.02903127670288086,[3.14170069 1.89834885],0.010535001754760742,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.42029843 0.        ]
 [0.         0.57970157]]",[1.73088534 4.71238774],0.9872172695268455
[3.14159265 1.00978208],0.017469167709350586,[0.51659431 4.25789481],0.18860697746276855,[ 6.80077376 -2.02436419],0.017023563385009766,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.92889994+0.j         -0.2218901 -0.10841777j]
 [-0.2218901 +0.10841777j  0.07110006+0.j        ]]",[0.29852699 3.88339071],0.3430447470330887
[3.14159265 1.00978208],0.016521692276000977,[3.14159265 4.71258017],0.048136234283447266,[3.14145773 1.90222536],0.011059999465942383,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.14401532 0.        ]
 [0.         0.85598468]]",[3.14158698 4.71238774],0.2880363150680976
[3.14159265 1.12072006],0.020577669143676758,[1.75360874 4.71239289],0.031629085540771484,[3.1417006  1.89836068],0.011483430862426758,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.40910529 0.        ]
 [0.         0.59089471]]",[1.75360354 4.71238774],0.983339771569169
