dual_annealing,time,matrix,degree
[2.11494032 5.92940704],2.118065118789673,"[[ 2.41157047e-01-2.56372542e-18j -3.75826765e-18+4.27785374e-01j]
 [-3.75826765e-18-4.27785374e-01j  7.58842953e-01+1.13495601e-17j]]",(0.14820391066449357+0.10703748914833021j)
[1.54344203 0.11757825],1.909430742263794,"[[5.13675441e-01+1.27592298e-18j 9.14108813e-19+4.99812947e-01j]
 [9.14108813e-19-4.99812947e-01j 4.86324559e-01-1.23520019e-18j]]",(0.05863182125682535-0.4004967214008623j)
[0.         4.92230461],1.6291706562042236,"[[1.+1.70394421e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.4405189181073787+1.2048705023945836e-17j)
[3.14159265 0.43213033],1.6650052070617676,"[[3.74939946e-33+6.62522866e-50j 4.42095470e-34+6.12323400e-17j]
 [4.42095470e-34-6.12323400e-17j 1.00000000e+00+5.00706303e-18j]]",(0.6580509322194442+3.5405282227886154e-18j)
[2.51786961 3.07191266],2.2185561656951904,"[[9.41451979e-02-3.31725687e-20j 4.37814380e-19+2.92030614e-01j]
 [4.37814380e-19-2.92030614e-01j 9.05854802e-01-2.52437285e-18j]]",(0.02034554820403483-0.582970598423712j)
[1.26167287 2.82007852],2.6339778900146484,"[[ 6.52111880e-01+5.97105073e-18j -8.38227409e-18+4.76300300e-01j]
 [-8.38227409e-18-4.76300300e-01j  3.47888120e-01-9.92135758e-19j]]",(0.15051254516104187-0.7647128596189776j)
[1.62264606 3.09040154],2.528477430343628,"[[4.74086749e-01-8.43663315e-19j 2.41817431e-18+4.99328052e-01j]
 [2.41817431e-18-4.99328052e-01j 5.25913251e-01+7.83657400e-19j]]",(0.025549996369659506-0.6539807531410669j)
[3.14159265 5.30923999],2.1508007049560547,"[[3.74939946e-33-3.50437976e-52j 2.20156347e-33+6.12323400e-17j]
 [2.20156347e-33-6.12323400e-17j 1.00000000e+00-6.88556206e-18j]]",(0.27030276488404553-4.868827621415714e-18j)
[0.55180614 6.25978377],2.3452587127685547,"[[9.25789543e-01+3.75868966e-19j 1.42757452e-19+2.62113077e-01j]
 [1.42757452e-19-2.62113077e-01j 7.42104568e-02-4.91553583e-20j]]",(0.012887474668236625+3.41546605185997e-05j)
[1.26862034 5.2074803 ],2.271913766860962,"[[6.48799151e-01+5.81179637e-18j 1.28380068e-17+4.77345590e-01j]
 [1.28380068e-17-4.77345590e-01j 3.51200849e-01+1.34292642e-17j]]",(0.23039235251284043+0.2505529679488146j)
